,UniProtID,proteinNames,txt_subunit,geneNames
42,Q88GJ9,['Broad specificity amino-acid racemase'],Homodimer.,"['alr', 'PP_3722']"
43,Q88C09,['Choline/carnitine/betaine transporter family protein'],Homodimer.,[]
44,Q88CW9,['Choline transporter'],Homodimer.,"['betT-I', 'PP_5061']"
45,Q88CB2,"['Alanine racemase, catabolic']",Homodimer.,"['dadX', 'PP_5269']"
46,Q88LU7,"['Chorismate synthase', 'CS']",Homotetramer.,"['aroC', 'PP_1830']"
47,Q88PN2,['Aminotransferase'],Homotetramer.,"['alaC', 'PP_0817']"
48,Q88C66,['Probable chorismate pyruvate-lyase'],Homotetramer.,"['ubiC', 'PP_5317']"
49,Q88JU5,['DOPA decarboxylase'],Homotetramer.,[]
50,Q88RI2,['Citrate transporter'],Homotetramer.,"['citN', 'PP_0147']"
51,Q88LQ7,['alanine transaminase'],Homotetramer.,"['alaA', 'PP_1872']"
52,Q88L78,['Uncharacterized transporter YraO'],Homotetramer.,"['yraO', 'PP_2057']"
53,Q88JE6,['Major facilitator transporter'],Homotetramer.,[]
54,Q88EI8,['Alanine--tRNA ligase'],Homotetramer.,"['alaS', 'PP_4474']"
55,Q88HT9,"['Cardiolipin synthase B', 'CL synthase']",Homotetramer.,"['clsB', 'PP_3264']"
56,P0A101,['3-oxoadipate CoA-transferase subunit B'],Heterodimer.,"['pcaJ', 'PP_3952']"
57,Q88FX5,['3-oxoadipate CoA-transferase'],Heterodimer.,"['pcaI', 'PP_3951']"
58,Q88LL6,['3-oxoacyl-[acyl-carrier-protein] reductase'],Homotetramer.,"['fabG', 'PP_1914']"
59,Q88HQ0,['3-oxoacyl-[acyl-carrier-protein] synthase 2'],Homotetramer.,[]
60,Q88LL4,['3-oxoacyl-[acyl-carrier-protein] synthase 2'],Homotetramer.,"['fabF', 'PP_1916']"
61,Q88FC3,"['3-oxoacyl-[acyl-carrier-protein] synthase 1', '3-oxoacyl-[acyl-carrier-protein] synthase I', 'Beta-ketoacyl-ACP synthase I']",Homodimer.,"['fabB', 'PP_4175']"
62,Q88HS3,"['3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase']",Homodimer.,"['paaJ', 'PP_3280']"
63,Q88N39,['Beta-ketoadipyl-CoA thiolase'],Homodimer.,"['pcaF-I', 'PP_1377']"
64,Q88N38,['Alpha-ketoglutarate permease'],Homodimer.,"['pcaT', 'PP_1378']"
65,Q88N40,['4-hydroxybenzoate transporter'],Homodimer.,"['pcaK', 'PP_1376']"
66,Q88DI5,"['D-alanine, beta-alanine, D-serine, glycine permease']",Homodimer.,"['cycA', 'PP_4840']"
67,Q88QJ5,['Sodium/alanine symporter'],Homodimer.,[]
68,Q88QE9,['Aldehyde dehydrogenase'],Homodimer.,"['aldB-I', 'PP_0545']"
69,Q88JF5,['Aldehyde dehydrogenase family protein'],Homodimer.,[]
70,Q88MF5,['alcohol dehydrogenase'],Homodimer.,"['frmA', 'PP_1616']"
71,Q88G86,['alcohol dehydrogenase'],Homodimer.,"['adhP', 'PP_3839']"
72,Q88JH5,['Quinoprotein ethanol dehydrogenase'],Homodimer.,"['qedH-I', 'PP_2674']"
73,Q88FV8,"['Oxidoreductase, Zn-dependent and NAD(P)-binding']",Homodimer.,"['ybdR', 'PP_3970']"
74,Q88C19,"['Cardiolipin synthase A', 'CL synthase']",Homodimer.,"['clsA', 'cls', 'PP_5364']"
75,Q88R06,['Formaldehyde dehydrogenase'],Homodimer.,"['fdhA', 'PP_0328']"
76,Q88N34,['Porin-encoding protein'],Homodimer.,"['pcaP', 'PP_1382']"
77,Q88FW8,['Voltage-gated chloride channel family protein'],Homodimer.,[]
78,Q88GA7,"['Polyamine ABC transporter, ATP-binding protein']",Homodimer.,[]
79,Q88JG9,['Aldehyde dehydrogenase'],Homodimer.,"['aldB-II', 'PP_2680']"
80,Q88JQ9,['Outer membrane ferric siderophore receptor'],Homodimer.,[]
81,Q88GA8,"['Polyamine ABC transporter, permease protein']",Homodimer.,[]
82,Q88FU3,['DNA (cytosine-5-)-methyltransferase'],Homodimer.,[]
83,Q88GB0,"['Polyamine ABC transporter, periplasmic polyamine-binding protein']",Homodimer.,[]
84,Q88GA9,"['Polyamine ABC transporter, permease protein']",Homodimer.,[]
85,Q88H97,['Phenylacetaldehyde dehydrogenase'],Homodimer.,"['peaE', 'PP_3463']"
86,Q88JI0,['Outer membrane protein'],Homodimer.,[]
87,Q88JI2,['Transport permease protein'],Homodimer.,[]
88,Q88H96,['Alginate export domain-containing protein'],Homodimer.,[]
89,Q88HK0,['Feruloyl-CoA-synthetase'],Homodimer.,"['fcs', 'PP_3356']"
90,Q88JI1,"['ABC efflux transporter, ATP-binding protein']",Homodimer.,[]
91,Q88CR0,['Aldehyde dehydrogenase'],Homodimer.,"['calB', 'PP_5120']"
92,Q88GS0,['Carboxymuconolactone decarboxylase family protein'],Homodimer.,[]
93,Q88IP4,"['Magnesium/cobalt transporter, CorA family']",Homodimer.,[]
94,Q88N35,['4-carboxymuconolactone decarboxylase'],Homodimer.,"['pcaC', 'PP_1381']"
95,Q88LT4,['Mg2+/Co2+ transporter'],Homodimer.,[]
96,Q88JR0,['Aldehyde dehydrogenase family protein'],Homodimer.,[]
97,Q88H28,['p-hydroxybenzoate hydroxylase'],Homodimer.,"['pobA', 'PP_3537']"
98,Q88DJ6,['Precorrin-3B synthase'],Homodimer.,"['cobG', 'PP_4829']"
99,Q88N33,['Porin-like protein'],Homodimer.,"['galP-II', 'PP_1383']"
100,Q88ND2,['Probable alginate O-acetylase AlgI'],Homodimer.,"['algI', 'PP_1280']"
101,Q88NF6,['Cis-4-hydroxy-D-proline oxidase'],Homodimer.,[]
102,Q88H58,['Aerobic cobaltochelatase subunit CobN'],Homodimer.,"['cobN', 'PP_3507']"
103,Q88NF2,['Aspartate-proton symporter'],Homodimer.,"['yveA', 'PP_1259']"
104,Q88NF3,['4-hydroxyproline 2-epimerase'],Homodimer.,"['proR', 'prpA', 'PP_1258']"
105,Q88ND3,['Probable alginate O-acetylase AlgJ'],Homodimer.,"['algJ', 'PP_1279']"
106,Q88ND4,['Alginate biosynthesis protein AlgF'],Homodimer.,"['algF', 'PP_1278']"
107,Q88D92,['ATP-dependent lipid A-core flippase'],Homodimer.,"['msbA', 'PP_4935']"
108,Q88NC9,['Mannuronan C5-epimerase'],Homodimer.,"['algG', 'PP_1283']"
109,Q88MU7,['Threonine synthase'],Homodimer.,"['thrC', 'PP_1471']"
110,Q88ND1,['Alginate lyase'],Homodimer.,"['algL', 'PP_1281']"
111,Q88KE9,"['6-carboxy-5,6,7,8-tetrahydropterin synthase']",Homodimer.,"['queD', 'PP_2341']"
112,Q88NC8,['Alginate production protein AlgE'],Homodimer.,"['algE', 'PP_1284']"
113,Q88Q36,['Threonine synthase'],Homodimer.,[]
114,Q88K11,['Molybdenum cofactor biosynthesis protein A'],Homodimer.,[]
115,Q88Q81,['N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1'],Homodimer.,[]
116,Q88E69,"[""GTP 3',8-cyclase""]",Monomer and homodimer.,"['moaA', 'PP_4597']"
117,Q88H35,['S-ureidoglycine aminohydrolase'],Monomer and homodimer.,"['allE', 'PP_3530']"
118,Q88JY9,['2-hydroxymuconate tautomerase'],Homohexamer.,[]
119,Q88LG4,['Molybdenum cofactor biosynthesis protein A'],Homohexamer.,[]
120,Q88FQ3,['N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 2'],Homohexamer.,"['hyuC', 'PP_4034']"
121,Q88NC0,['Cyclic pyranopterin monophosphate synthase'],Homohexamer; trimer of dimers.,"['moaC', 'PP_1292']"
122,Q88F13,['Allantoinase'],Homohexamer; trimer of dimers.,"['puuE', 'PP_4286']"
123,Q88RQ6,['Oxygen-dependent coproporphyrinogen-III oxidase'],Homodimer.,"['hemF', 'PP_0073']"
124,Q88DM6,['Muramoyltetrapeptide carboxypeptidase'],Homodimer.,[]
125,Q88F35,['Coproporphyrinogen-III oxidase'],Monomer.,"['hemN', 'PP_4264']"
126,Q88NR4,['Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit'],Monomer.,"['livK', 'PP_1141']"
127,Q88EZ0,['Hydantoin racemase'],Monomer.,[]
128,Q88EZ1,"['Transporter, NCS1 nucleoside transporter family']",Monomer.,[]
129,Q88GQ1,['Creatinase'],Monomer.,"['creA', 'PP_3667']"
130,Q88GQ2,"['Metabolite MFS transporter, MHS family']",Monomer.,[]
131,Q88DN4,"['Apolipoprotein N-acyltransferase', 'ALP N-acyltransferase']",Monomer.,"['lnt', 'PP_4790']"
132,Q88NR7,['Branched chain amino acid transporter-ATP binding subunit'],Monomer.,"['livG', 'PP_1138']"
133,Q88R32,['L-carnitine dehydrogenase'],Homodimer.,"['lcdH', 'PP_0302']"
134,Q88NR5,['Branched chain amino acid transporter-permease subunit'],Homodimer.,"['livH', 'PP_1140']"
135,Q88NR8,['High-affinity branched-chain amino acid transport ATP-binding protein'],Homodimer.,"['livF-I', 'PP_1137']"
136,Q88NR6,['Branched chain amino acid transporter-permease subunit'],Homodimer.,"['livM', 'PP_1139']"
137,Q88CF5,"['Lipoprotein, Lppl family']",Homodimer.,[]
138,Q88R31,['Dehydrocarnitine cleavage enzyme'],Homodimer.,[]
139,Q88R33,['Betainyl-CoA thiolase'],Homodimer.,[]
140,Q88J15,['D-galactarate dehydratase/Altronate dehydratase'],Homodimer.,[]
141,Q88GW8,['5-dehydro-4-deoxyglucarate dehydratase'],Homodimer.,[]
142,Q88R30,"['Carnitine uptake ABC transporter, periplasmic component']",Homodimer.,"['caiX', 'PP_0304']"
143,Q88JU1,['Chromate transporter'],Homodimer.,[]
144,Q88M85,['Long-chain fatty acid transporter'],Homodimer.,[]
145,Q88D44,"['Adenosylmethionine-8-amino-7-oxononanoate aminotransferase', '7,8-diamino-pelargonic acid aminotransferase']",Homodimer.,"['bioA', 'PP_4984']"
146,Q88GK1,['NAD(P)H quinone oxidoreductase'],Homodimer.,[]
147,Q88EZ5,['Sulfate ABC transporter'],Homodimer.,"['sbp-I', 'PP_4305']"
148,Q88CL2,['Sulfate/thiosulfate import ATP-binding protein CysA'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['cysA', 'PP_5168']"
149,Q88G79,['(R)-stereoselective amidase'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['ramA', 'PP_3846']"
150,Q88FY2,"['6-hydroxynicotinate 3-monooxygenase', '6-HNA monooxygenase']",Monomer.,"['nicC', 'PP_3944']"
151,Q88CK9,['Sulfate ABC transporter'],Monomer.,"['sbp-II', 'PP_5171']"
152,Q88FY6,['Putative metabolite transport protein NicT'],Monomer.,"['nicT', 'PP_3940']"
153,Q88DA5,"['Phosphomethylpyrimidine synthase', 'Hydroxymethylpyrimidine phosphate synthase']",Homodimer.,"['thiC', 'PP_4922']"
154,Q88CL0,['Sulfate transport system permease protein CysT'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['cysU', 'PP_5170']"
155,Q88FY7,['Porin-like protein NicP'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['nicP', 'PP_3939']"
156,Q88CL1,"['Sulfate ABC transporter, inner membrane subunit CysW']","The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['cysW', 'PP_5169']"
157,Q88I13,['Cytosine deaminase / isoguanine deaminase'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['codA', 'PP_3189']"
158,Q88DP5,['AMP nucleosidase'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['amn', 'PP_4779']"
159,Q88FA4,['Citrate synthase'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['gltA', 'PP_4194']"
160,Q88P73,"['Probable cytosol aminopeptidase', 'Leucine aminopeptidase', 'LAP', 'Leucyl aminopeptidase']","The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['pepA', 'PP_0980']"
161,Q88P95,"['Arabinose 5-phosphate isomerase', 'API']","The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['kdsD', 'PP_0957']"
162,Q88I15,['Cytosine transporter'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['codB', 'PP_3187']"
163,Q88LX1,"['Arabinose 5-phosphate isomerase', 'API']","The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).",[]
164,Q88IS0,['Carboxynorspermidine/carboxyspermidine decarboxylase'],Homodimer.,"['nspC', 'PP_2929']"
165,Q88LB8,['Aminopeptidase N'],Homodimer.,"['pepN', 'PP_2017']"
166,Q88IS1,['Saccharopine dehydrogenase'],Homodimer.,[]
167,Q88EN1,['N-alpha-acetyl diaminobutyric acid deacetylase DoeB'],Homodimer.,[]
168,Q88MG1,"['CTP synthase', ""Cytidine 5'-triphosphate synthase"", 'Cytidine triphosphate synthetase']",Homotetramer.,"['pyrG', 'PP_1610']"
169,Q88QQ4,['Anhydro-N-acetylmuramic acid kinase'],Homotetramer.,"['anmK', 'PP_0434']"
170,Q88QA8,['Cadmium translocating P-type ATPase'],Homotetramer.,"['cadA-II', 'PP_0586']"
171,Q88QR7,['Anthranilate phosphoribosyltransferase'],Homodimer.,"['trpD', 'PP_0421']"
172,Q88DI7,['Outer membrane copper receptor OprC'],Homodimer.,"['oprC', 'PP_4838']"
173,Q88QT9,['Thiosulfate sulfurtransferase GlpE'],Homodimer.,"['glpE', 'PP_0398']"
174,Q88QS1,['Anthranilate synthase component 1'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['trpE', 'PP_0417']"
175,Q88IC8,['Acetoacetyl-coenzyme A synthetase'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['aacs', 'PP_3071']"
176,Q88DC0,['Sulfurtransferase'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['rhdA', 'PP_4907']"
177,Q88QR8,['Aminodeoxychorismate synthase / para-aminobenzoate synthase multi-enzyme complex'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['pabA', 'PP_0420']"
178,Q88CR2,['3-mercaptopyruvate sulfurtransferase'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['sseA', 'PP_5118']"
179,Q88CC3,['aldehyde dehydrogenase (NAD(+))'],Homotetramer.,"['amaB', 'PP_5258']"
180,Q88P83,['Cyanate MFS transporter'],Homotetramer.,[]
181,Q88FI7,"['2-aminoadipate transaminase', '2-aminoadipate aminotransferase', 'L-2AA aminotransferase']",Homotetramer.,[]
182,Q88QX1,"['8-amino-7-oxononanoate synthase', 'AONS', '7-keto-8-amino-pelargonic acid synthase']",Homodimer.,"['bioF', 'PP_0363', 'PP0363']"
183,Q88QT8,"[""Bis(5'-nucleosyl)-tetraphosphatase, symmetrical"", 'Ap4A hydrolase', ""Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase"", 'Diadenosine tetraphosphatase']",Homodimer.,"['apaH', 'PP_0399']"
184,Q88GH2,['Cyanate transporter'],Homodimer.,[]
185,Q88MS3,['Lysine--tRNA ligase'],Homodimer.,"['lysS', 'PP_1496']"
186,Q88N95,['Ubiquinol-cytochrome c reductase iron-sulfur subunit'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['petA', 'PP_1317']"
187,Q88RB9,"['5-aminovalerate aminotransferase DavT', '5-aminovalerate transaminase', 'Delta-aminovalerate aminotransferase']","The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['davT', 'PP_0214']"
188,Q88N94,['Cytochrome b'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['petB', 'PP_1318']"
189,Q88HS4,['Phenylacetate-coenzyme A ligase'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['paaK', 'PP_3279']"
190,Q88N93,"['Ubiquinol--cytochrome c reductase, cytochrome c1']","The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['petC', 'PP_1319']"
191,Q88N32,['Probable efflux pump outer membrane protein TtgC'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['ttgC', 'PP_1384']"
192,Q88JH4,['Cytochrome c-type protein'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.",[]
193,Q88P92,['Phospholipid ABC transporter binding protein'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['mlaD', 'PP_0960']"
194,Q88J48,['Gamma-aminobutyraldehyde dehydrogenase'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['prr', 'PP_2801']"
195,Q88E95,['Cysteine synthase'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['cysK', 'PP_4571']"
196,Q88MT7,['Medium chain aldehyde dehydrogenase'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['patD', 'PP_1481']"
197,Q88N30,['Probable efflux pump periplasmic linker TtgA'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['ttgA', 'PP_1386']"
198,Q88P93,['Intermembrane phospholipid transport system permease protein MlaE'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['mlaE', 'PP_0959']"
199,Q88MC0,['Cysteine synthase'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['cysM', 'PP_1654']"
200,Q88N31,['Probable efflux pump membrane transporter TtgB'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['ttgB', 'PP_1385']"
201,Q88P94,['Phospholipid ABC transporter ATP-binding subunit'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['mlaF', 'PP_0958']"
202,Q88CA3,['4-guanidinobutyraldehyde dehydrogenase'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['kauB', 'PP_5278']"
203,Q9Z408,['Probable cysteine desulfurase'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['csdA', 'PP_1529']"
204,Q88DR7,['Gamma-aminobutyrate permease'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['gabP-V', 'PP_4756']"
205,Q88QV2,['5-aminopentanamidase'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['davA', 'PP_0382']"
206,Q88Q39,['Cystathionine gamma-synthase'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['metB', 'PP_0659']"
207,Q88QU5,"['Glycerol-3-phosphate acyltransferase', 'Acyl-PO4 G3P acyltransferase', 'Acyl-phosphate--glycerol-3-phosphate acyltransferase', 'G3P acyltransferase', 'GPAT', 'Lysophosphatidic acid synthase', 'LPA synthase']",Probably interacts with PlsX.,"['plsY', 'PP_0391']"
208,Q88FI9,['Gamma-aminobutyrate permease'],Probably interacts with PlsX.,"['gabP-IV', 'PP_4106']"
209,Q88E72,['Cystathionine gamma-synthase'],Probably interacts with PlsX.,[]
210,Q88IU4,['Cysteine--tRNA ligase'],Monomer.,"['cysS', 'PP_2905']"
211,Q88IT8,['Gamma-aminobutyrate permease'],Monomer.,"['gabP-III', 'PP_2911']"
212,Q88QH9,['Riboflavin biosynthesis protein RibD'],Monomer.,"['ribD', 'PP_0514']"
213,Q88Q40,['Homocysteine S-methyltransferase family protein'],Monomer.,[]
214,Q88RA6,['Periplasmic cystine-binding protein'],Monomer.,"['fliY', 'PP_0227']"
215,Q88JQ5,['Ferric anguibactin transport system permease protein FatD'],Monomer.,"['fatD', 'PP_2594']"
216,Q88JV4,['Gamma-aminobutyrate permease'],Monomer.,"['gabP-II', 'PP_2543']"
217,Q88GH0,['Beta-ketothiolase BktB'],Monomer.,"['bktB', 'PP_3754']"
218,Q88E32,['Acetyl-CoA acetyltransferase'],Monomer.,"['yqeF', 'PP_4636']"
219,Q88K73,"['Cobalamin ABC transporter, periplasmic']",Monomer.,[]
220,Q88JQ6,"['Ferric siderophore ABC transporter, permease protein']",Monomer.,[]
