UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
Q88PG7,27,['Glycine-glutamate dipeptide porin'],Tightly associated with the cellulose synthase catalytic subunit.,"['opdP', 'PP_0883']",1
Q88M74,28,['Acyltransferase'],Tightly associated with the cellulose synthase catalytic subunit.,[],1
Q88HH9,29,['2-ketogluconokinase'],Tightly associated with the cellulose synthase catalytic subunit.,"['kguK', 'PP_3378']",1
Q88HI0,30,"['2-ketogluconate transporter, putative']",Tightly associated with the cellulose synthase catalytic subunit.,"['kguT', 'PP_3377']",1
Q88HC7,31,['4-hydroxyphenylpyruvate dioxygenase'],Tightly associated with the cellulose synthase catalytic subunit.,"['hpd', 'PP_3433']",1
Q88Q98,32,['Omega-amino acid--pyruvate aminotransferase'],Tightly associated with the cellulose synthase catalytic subunit.,[],1
O85207,33,['(R)-3-hydroxydecanoyl-ACP:CoA transacylase'],Tightly associated with the cellulose synthase catalytic subunit.,"['phaG', 'PP_1408']",1
Q88MG9,34,"['3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ', '(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase', '(3R)-hydroxymyristoyl-ACP dehydrase', 'Beta-hydroxyacyl-ACP dehydratase']",Tightly associated with the cellulose synthase catalytic subunit.,"['fabZ', 'PP_1602']",1
Q88FC4,35,"['3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase', '3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA', 'Beta-hydroxydecanoyl thioester dehydrase', 'Trans-2-decenoyl-[acyl-carrier-protein] isomerase']",Homodimer.,"['fabA', 'PP_4174']",2
Q88DK8,36,['MaoC domain protein'],Homodimer.,[],2
Q88RQ2,37,['Choline-sulfatase'],Homodimer.,"['betC', 'PP_0077']",2
Q88RQ4,38,['Choline sulfate transporter'],Homodimer.,[],2
Q88RQ3,39,['Choline betaine-binding protein'],Homodimer.,[],2
Q88RA4,40,['Choline/carnitine/betaine transporter'],Homodimer.,"['betT-II', 'PP_0229']",2
Q88FX0,41,['Choline/carnitine/betaine transporter BetTC'],Homodimer.,"['betT-III', 'PP_3957']",2
Q88GJ9,42,['Broad specificity amino-acid racemase'],Homodimer.,"['alr', 'PP_3722']",2
Q88C09,43,['Choline/carnitine/betaine transporter family protein'],Homodimer.,[],2
Q88CW9,44,['Choline transporter'],Homodimer.,"['betT-I', 'PP_5061']",2
Q88CB2,45,"['Alanine racemase, catabolic']",Homodimer.,"['dadX', 'PP_5269']",2
Q88LU7,46,"['Chorismate synthase', 'CS']",Homotetramer.,"['aroC', 'PP_1830']",4
Q88PN2,47,['Aminotransferase'],Homotetramer.,"['alaC', 'PP_0817']",4
Q88C66,48,['Probable chorismate pyruvate-lyase'],Homotetramer.,"['ubiC', 'PP_5317']",4
Q88JU5,49,['DOPA decarboxylase'],Homotetramer.,[],4
Q88RI2,50,['Citrate transporter'],Homotetramer.,"['citN', 'PP_0147']",4
Q88LQ7,51,['alanine transaminase'],Homotetramer.,"['alaA', 'PP_1872']",4
Q88L78,52,['Uncharacterized transporter YraO'],Homotetramer.,"['yraO', 'PP_2057']",4
Q88JE6,53,['Major facilitator transporter'],Homotetramer.,[],4
Q88EI8,54,['Alanine--tRNA ligase'],Homotetramer.,"['alaS', 'PP_4474']",4
Q88HT9,55,"['Cardiolipin synthase B', 'CL synthase']",Homotetramer.,"['clsB', 'PP_3264']",4
P0A101,56,['3-oxoadipate CoA-transferase subunit B'],Heterodimer.,"['pcaJ', 'PP_3952']",1
Q88FX5,57,['3-oxoadipate CoA-transferase'],Heterodimer.,"['pcaI', 'PP_3951']",1
Q88LL6,58,['3-oxoacyl-[acyl-carrier-protein] reductase'],Homotetramer.,"['fabG', 'PP_1914']",4
Q88HQ0,59,['3-oxoacyl-[acyl-carrier-protein] synthase 2'],Homotetramer.,[],4
Q88LL4,60,['3-oxoacyl-[acyl-carrier-protein] synthase 2'],Homotetramer.,"['fabF', 'PP_1916']",4
Q88FC3,61,"['3-oxoacyl-[acyl-carrier-protein] synthase 1', '3-oxoacyl-[acyl-carrier-protein] synthase I', 'Beta-ketoacyl-ACP synthase I']",Homodimer.,"['fabB', 'PP_4175']",2
Q88HS3,62,"['3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase']",Homodimer.,"['paaJ', 'PP_3280']",2
Q88N39,63,['Beta-ketoadipyl-CoA thiolase'],Homodimer.,"['pcaF-I', 'PP_1377']",2
Q88N38,64,['Alpha-ketoglutarate permease'],Homodimer.,"['pcaT', 'PP_1378']",2
Q88N40,65,['4-hydroxybenzoate transporter'],Homodimer.,"['pcaK', 'PP_1376']",2
Q88DI5,66,"['D-alanine, beta-alanine, D-serine, glycine permease']",Homodimer.,"['cycA', 'PP_4840']",2
Q88QJ5,67,['Sodium/alanine symporter'],Homodimer.,[],2
Q88QE9,68,['Aldehyde dehydrogenase'],Homodimer.,"['aldB-I', 'PP_0545']",2
Q88JF5,69,['Aldehyde dehydrogenase family protein'],Homodimer.,[],2
Q88MF5,70,['alcohol dehydrogenase'],Homodimer.,"['frmA', 'PP_1616']",2
Q88G86,71,['alcohol dehydrogenase'],Homodimer.,"['adhP', 'PP_3839']",2
Q88JH5,72,['Quinoprotein ethanol dehydrogenase'],Homodimer.,"['qedH-I', 'PP_2674']",2
Q88FV8,73,"['Oxidoreductase, Zn-dependent and NAD(P)-binding']",Homodimer.,"['ybdR', 'PP_3970']",2
Q88C19,74,"['Cardiolipin synthase A', 'CL synthase']",Homodimer.,"['clsA', 'cls', 'PP_5364']",2
Q88R06,75,['Formaldehyde dehydrogenase'],Homodimer.,"['fdhA', 'PP_0328']",2
Q88N34,76,['Porin-encoding protein'],Homodimer.,"['pcaP', 'PP_1382']",2
Q88FW8,77,['Voltage-gated chloride channel family protein'],Homodimer.,[],2
Q88GA7,78,"['Polyamine ABC transporter, ATP-binding protein']",Homodimer.,[],2
Q88JG9,79,['Aldehyde dehydrogenase'],Homodimer.,"['aldB-II', 'PP_2680']",2
Q88JQ9,80,['Outer membrane ferric siderophore receptor'],Homodimer.,[],2
Q88GA8,81,"['Polyamine ABC transporter, permease protein']",Homodimer.,[],2
Q88FU3,82,['DNA (cytosine-5-)-methyltransferase'],Homodimer.,[],2
Q88GB0,83,"['Polyamine ABC transporter, periplasmic polyamine-binding protein']",Homodimer.,[],2
Q88GA9,84,"['Polyamine ABC transporter, permease protein']",Homodimer.,[],2
Q88H97,85,['Phenylacetaldehyde dehydrogenase'],Homodimer.,"['peaE', 'PP_3463']",2
Q88JI0,86,['Outer membrane protein'],Homodimer.,[],2
Q88JI2,87,['Transport permease protein'],Homodimer.,[],2
Q88H96,88,['Alginate export domain-containing protein'],Homodimer.,[],2
Q88HK0,89,['Feruloyl-CoA-synthetase'],Homodimer.,"['fcs', 'PP_3356']",2
Q88JI1,90,"['ABC efflux transporter, ATP-binding protein']",Homodimer.,[],2
Q88CR0,91,['Aldehyde dehydrogenase'],Homodimer.,"['calB', 'PP_5120']",2
Q88GS0,92,['Carboxymuconolactone decarboxylase family protein'],Homodimer.,[],2
Q88IP4,93,"['Magnesium/cobalt transporter, CorA family']",Homodimer.,[],2
Q88N35,94,['4-carboxymuconolactone decarboxylase'],Homodimer.,"['pcaC', 'PP_1381']",2
Q88LT4,95,['Mg2+/Co2+ transporter'],Homodimer.,[],2
Q88JR0,96,['Aldehyde dehydrogenase family protein'],Homodimer.,[],2
Q88H28,97,['p-hydroxybenzoate hydroxylase'],Homodimer.,"['pobA', 'PP_3537']",2
Q88DJ6,98,['Precorrin-3B synthase'],Homodimer.,"['cobG', 'PP_4829']",2
Q88N33,99,['Porin-like protein'],Homodimer.,"['galP-II', 'PP_1383']",2
Q88ND2,100,['Probable alginate O-acetylase AlgI'],Homodimer.,"['algI', 'PP_1280']",2
Q88NF6,101,['Cis-4-hydroxy-D-proline oxidase'],Homodimer.,[],2
Q88H58,102,['Aerobic cobaltochelatase subunit CobN'],Homodimer.,"['cobN', 'PP_3507']",2
Q88NF2,103,['Aspartate-proton symporter'],Homodimer.,"['yveA', 'PP_1259']",2
Q88NF3,104,['4-hydroxyproline 2-epimerase'],Homodimer.,"['proR', 'prpA', 'PP_1258']",2
Q88ND3,105,['Probable alginate O-acetylase AlgJ'],Homodimer.,"['algJ', 'PP_1279']",2
Q88ND4,106,['Alginate biosynthesis protein AlgF'],Homodimer.,"['algF', 'PP_1278']",2
Q88D92,107,['ATP-dependent lipid A-core flippase'],Homodimer.,"['msbA', 'PP_4935']",2
Q88NC9,108,['Mannuronan C5-epimerase'],Homodimer.,"['algG', 'PP_1283']",2
Q88MU7,109,['Threonine synthase'],Homodimer.,"['thrC', 'PP_1471']",2
Q88ND1,110,['Alginate lyase'],Homodimer.,"['algL', 'PP_1281']",2
Q88KE9,111,"['6-carboxy-5,6,7,8-tetrahydropterin synthase']",Homodimer.,"['queD', 'PP_2341']",2
Q88NC8,112,['Alginate production protein AlgE'],Homodimer.,"['algE', 'PP_1284']",2
Q88Q36,113,['Threonine synthase'],Homodimer.,[],2
Q88K11,114,['Molybdenum cofactor biosynthesis protein A'],Homodimer.,[],2
Q88Q81,115,['N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1'],Homodimer.,[],2
Q88E69,116,"[""GTP 3',8-cyclase""]",Monomer and homodimer.,"['moaA', 'PP_4597']",1
Q88H35,117,['S-ureidoglycine aminohydrolase'],Monomer and homodimer.,"['allE', 'PP_3530']",1
Q88JY9,118,['2-hydroxymuconate tautomerase'],Homohexamer.,[],6
Q88LG4,119,['Molybdenum cofactor biosynthesis protein A'],Homohexamer.,[],6
Q88FQ3,120,['N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 2'],Homohexamer.,"['hyuC', 'PP_4034']",6
Q88NC0,121,['Cyclic pyranopterin monophosphate synthase'],Homohexamer; trimer of dimers.,"['moaC', 'PP_1292']",6
Q88F13,122,['Allantoinase'],Homohexamer; trimer of dimers.,"['puuE', 'PP_4286']",6
Q88RQ6,123,['Oxygen-dependent coproporphyrinogen-III oxidase'],Homodimer.,"['hemF', 'PP_0073']",2
Q88DM6,124,['Muramoyltetrapeptide carboxypeptidase'],Homodimer.,[],2
Q88F35,125,['Coproporphyrinogen-III oxidase'],Monomer.,"['hemN', 'PP_4264']",1
Q88NR4,126,['Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit'],Monomer.,"['livK', 'PP_1141']",1
Q88EZ0,127,['Hydantoin racemase'],Monomer.,[],1
Q88EZ1,128,"['Transporter, NCS1 nucleoside transporter family']",Monomer.,[],1
Q88GQ1,129,['Creatinase'],Monomer.,"['creA', 'PP_3667']",1
Q88GQ2,130,"['Metabolite MFS transporter, MHS family']",Monomer.,[],1
Q88DN4,131,"['Apolipoprotein N-acyltransferase', 'ALP N-acyltransferase']",Monomer.,"['lnt', 'PP_4790']",1
Q88NR7,132,['Branched chain amino acid transporter-ATP binding subunit'],Monomer.,"['livG', 'PP_1138']",1
Q88R32,133,['L-carnitine dehydrogenase'],Homodimer.,"['lcdH', 'PP_0302']",2
Q88NR5,134,['Branched chain amino acid transporter-permease subunit'],Homodimer.,"['livH', 'PP_1140']",2
Q88NR8,135,['High-affinity branched-chain amino acid transport ATP-binding protein'],Homodimer.,"['livF-I', 'PP_1137']",2
Q88NR6,136,['Branched chain amino acid transporter-permease subunit'],Homodimer.,"['livM', 'PP_1139']",2
Q88CF5,137,"['Lipoprotein, Lppl family']",Homodimer.,[],2
Q88R31,138,['Dehydrocarnitine cleavage enzyme'],Homodimer.,[],2
Q88R33,139,['Betainyl-CoA thiolase'],Homodimer.,[],2
Q88J15,140,['D-galactarate dehydratase/Altronate dehydratase'],Homodimer.,[],2
Q88GW8,141,['5-dehydro-4-deoxyglucarate dehydratase'],Homodimer.,[],2
Q88R30,142,"['Carnitine uptake ABC transporter, periplasmic component']",Homodimer.,"['caiX', 'PP_0304']",2
Q88JU1,143,['Chromate transporter'],Homodimer.,[],2
Q88M85,144,['Long-chain fatty acid transporter'],Homodimer.,[],2
Q88D44,145,"['Adenosylmethionine-8-amino-7-oxononanoate aminotransferase', '7,8-diamino-pelargonic acid aminotransferase']",Homodimer.,"['bioA', 'PP_4984']",2
Q88GK1,146,['NAD(P)H quinone oxidoreductase'],Homodimer.,[],2
Q88EZ5,147,['Sulfate ABC transporter'],Homodimer.,"['sbp-I', 'PP_4305']",2
Q88CL2,148,['Sulfate/thiosulfate import ATP-binding protein CysA'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['cysA', 'PP_5168']",1
Q88G79,149,['(R)-stereoselective amidase'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['ramA', 'PP_3846']",1
Q88FY2,150,"['6-hydroxynicotinate 3-monooxygenase', '6-HNA monooxygenase']",Monomer.,"['nicC', 'PP_3944']",1
Q88CK9,151,['Sulfate ABC transporter'],Monomer.,"['sbp-II', 'PP_5171']",1
Q88FY6,152,['Putative metabolite transport protein NicT'],Monomer.,"['nicT', 'PP_3940']",1
Q88DA5,153,"['Phosphomethylpyrimidine synthase', 'Hydroxymethylpyrimidine phosphate synthase']",Homodimer.,"['thiC', 'PP_4922']",2
Q88CL0,154,['Sulfate transport system permease protein CysT'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['cysU', 'PP_5170']",1
Q88FY7,155,['Porin-like protein NicP'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['nicP', 'PP_3939']",1
Q88CL1,156,"['Sulfate ABC transporter, inner membrane subunit CysW']","The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['cysW', 'PP_5169']",1
Q88I13,157,['Cytosine deaminase / isoguanine deaminase'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['codA', 'PP_3189']",1
Q88DP5,158,['AMP nucleosidase'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['amn', 'PP_4779']",1
Q88FA4,159,['Citrate synthase'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['gltA', 'PP_4194']",1
Q88P73,160,"['Probable cytosol aminopeptidase', 'Leucine aminopeptidase', 'LAP', 'Leucyl aminopeptidase']","The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['pepA', 'PP_0980']",1
Q88P95,161,"['Arabinose 5-phosphate isomerase', 'API']","The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['kdsD', 'PP_0957']",1
Q88I15,162,['Cytosine transporter'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['codB', 'PP_3187']",1
Q88LX1,163,"['Arabinose 5-phosphate isomerase', 'API']","The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).",[],1
Q88IS0,164,['Carboxynorspermidine/carboxyspermidine decarboxylase'],Homodimer.,"['nspC', 'PP_2929']",2
Q88LB8,165,['Aminopeptidase N'],Homodimer.,"['pepN', 'PP_2017']",2
Q88IS1,166,['Saccharopine dehydrogenase'],Homodimer.,[],2
Q88EN1,167,['N-alpha-acetyl diaminobutyric acid deacetylase DoeB'],Homodimer.,[],2
Q88MG1,168,"['CTP synthase', ""Cytidine 5'-triphosphate synthase"", 'Cytidine triphosphate synthetase']",Homotetramer.,"['pyrG', 'PP_1610']",4
Q88QQ4,169,['Anhydro-N-acetylmuramic acid kinase'],Homotetramer.,"['anmK', 'PP_0434']",4
Q88QA8,170,['Cadmium translocating P-type ATPase'],Homotetramer.,"['cadA-II', 'PP_0586']",4
Q88QR7,171,['Anthranilate phosphoribosyltransferase'],Homodimer.,"['trpD', 'PP_0421']",2
Q88DI7,172,['Outer membrane copper receptor OprC'],Homodimer.,"['oprC', 'PP_4838']",2
Q88QT9,173,['Thiosulfate sulfurtransferase GlpE'],Homodimer.,"['glpE', 'PP_0398']",2
Q88QS1,174,['Anthranilate synthase component 1'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['trpE', 'PP_0417']",2
Q88IC8,175,['Acetoacetyl-coenzyme A synthetase'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['aacs', 'PP_3071']",2
Q88DC0,176,['Sulfurtransferase'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['rhdA', 'PP_4907']",2
Q88QR8,177,['Aminodeoxychorismate synthase / para-aminobenzoate synthase multi-enzyme complex'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['pabA', 'PP_0420']",2
Q88CR2,178,['3-mercaptopyruvate sulfurtransferase'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['sseA', 'PP_5118']",2
Q88CC3,179,['aldehyde dehydrogenase (NAD(+))'],Homotetramer.,"['amaB', 'PP_5258']",4
Q88P83,180,['Cyanate MFS transporter'],Homotetramer.,[],4
Q88FI7,181,"['2-aminoadipate transaminase', '2-aminoadipate aminotransferase', 'L-2AA aminotransferase']",Homotetramer.,[],4
Q88QX1,182,"['8-amino-7-oxononanoate synthase', 'AONS', '7-keto-8-amino-pelargonic acid synthase']",Homodimer.,"['bioF', 'PP_0363', 'PP0363']",2
Q88QT8,183,"[""Bis(5'-nucleosyl)-tetraphosphatase, symmetrical"", 'Ap4A hydrolase', ""Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase"", 'Diadenosine tetraphosphatase']",Homodimer.,"['apaH', 'PP_0399']",2
Q88GH2,184,['Cyanate transporter'],Homodimer.,[],2
Q88MS3,185,['Lysine--tRNA ligase'],Homodimer.,"['lysS', 'PP_1496']",2
Q88N95,186,['Ubiquinol-cytochrome c reductase iron-sulfur subunit'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['petA', 'PP_1317']",1
Q88RB9,187,"['5-aminovalerate aminotransferase DavT', '5-aminovalerate transaminase', 'Delta-aminovalerate aminotransferase']","The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['davT', 'PP_0214']",1
Q88N94,188,['Cytochrome b'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['petB', 'PP_1318']",1
Q88HS4,189,['Phenylacetate-coenzyme A ligase'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['paaK', 'PP_3279']",1
Q88N93,190,"['Ubiquinol--cytochrome c reductase, cytochrome c1']","The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['petC', 'PP_1319']",1
Q88N32,191,['Probable efflux pump outer membrane protein TtgC'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['ttgC', 'PP_1384']",1
Q88JH4,192,['Cytochrome c-type protein'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.",[],1
Q88P92,193,['Phospholipid ABC transporter binding protein'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['mlaD', 'PP_0960']",1
Q88J48,194,['Gamma-aminobutyraldehyde dehydrogenase'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['prr', 'PP_2801']",1
Q88E95,195,['Cysteine synthase'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['cysK', 'PP_4571']",1
Q88MT7,196,['Medium chain aldehyde dehydrogenase'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['patD', 'PP_1481']",1
Q88N30,197,['Probable efflux pump periplasmic linker TtgA'],"The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein.","['ttgA', 'PP_1386']",1
Q88P93,198,['Intermembrane phospholipid transport system permease protein MlaE'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['mlaE', 'PP_0959']",1
Q88MC0,199,['Cysteine synthase'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['cysM', 'PP_1654']",1
Q88N31,200,['Probable efflux pump membrane transporter TtgB'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['ttgB', 'PP_1385']",1
Q88P94,201,['Phospholipid ABC transporter ATP-binding subunit'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['mlaF', 'PP_0958']",1
Q88CA3,202,['4-guanidinobutyraldehyde dehydrogenase'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['kauB', 'PP_5278']",1
Q9Z408,203,['Probable cysteine desulfurase'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['csdA', 'PP_1529']",1
Q88DR7,204,['Gamma-aminobutyrate permease'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['gabP-V', 'PP_4756']",1
Q88QV2,205,['5-aminopentanamidase'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['davA', 'PP_0382']",1
Q88Q39,206,['Cystathionine gamma-synthase'],"The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD).","['metB', 'PP_0659']",1
Q88QU5,207,"['Glycerol-3-phosphate acyltransferase', 'Acyl-PO4 G3P acyltransferase', 'Acyl-phosphate--glycerol-3-phosphate acyltransferase', 'G3P acyltransferase', 'GPAT', 'Lysophosphatidic acid synthase', 'LPA synthase']",Probably interacts with PlsX.,"['plsY', 'PP_0391']",1
Q88FI9,208,['Gamma-aminobutyrate permease'],Probably interacts with PlsX.,"['gabP-IV', 'PP_4106']",1
Q88E72,209,['Cystathionine gamma-synthase'],Probably interacts with PlsX.,[],1
Q88IU4,210,['Cysteine--tRNA ligase'],Monomer.,"['cysS', 'PP_2905']",1
Q88IT8,211,['Gamma-aminobutyrate permease'],Monomer.,"['gabP-III', 'PP_2911']",1
Q88QH9,212,['Riboflavin biosynthesis protein RibD'],Monomer.,"['ribD', 'PP_0514']",1
Q88Q40,213,['Homocysteine S-methyltransferase family protein'],Monomer.,[],1
Q88RA6,214,['Periplasmic cystine-binding protein'],Monomer.,"['fliY', 'PP_0227']",1
Q88JQ5,215,['Ferric anguibactin transport system permease protein FatD'],Monomer.,"['fatD', 'PP_2594']",1
Q88JV4,216,['Gamma-aminobutyrate permease'],Monomer.,"['gabP-II', 'PP_2543']",1
