UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
A6T9T4,45,"['Gamma-aminobutyraldehyde dehydrogenase', 'ABALDH', '1-pyrroline dehydrogenase', '4-aminobutanal dehydrogenase', '5-aminopentanal dehydrogenase']",Homotetramer.,"['ydcW', 'patD', 'KPN_01924']",4
A6T536,46,"['Gamma-aminobutyrate transport protein, RpoS-dependent (APC family)']",Homotetramer.,"['gabP', 'KPN_00254']",4
A6TAK6,47,['Aldehyde-alcohol dehydrogenase'],Homotetramer.,"['adhE', 'KPN_02199']",4
A6TAC5,48,['Acetaldehyde dehydrogenase'],Interacts with MhpE.,"['mhpF', 'KPN78578_20850', 'KPN_02118']",1
A6T9P4,49,['N-hydroxyarylamine O-acetyltransferase'],Interacts with MhpE.,"['nhoA', 'KPN_01884']",1
A6TDB0,50,['Bifunctional adenosylcobalamin biosynthesis protein'],Interacts with MhpE.,"['cobU', 'KPN_03183']",1
A6TC02,51,['Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accD', 'KPN78578_26620', 'KPN_02706']",1
A6THA2,52,['Enzyme with metallo-hydrolase domain'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['yjfR', 'KPN_04585']",1
A6TES2,53,['Biotin carboxyl carrier protein of acetyl-CoA carboxylase'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accB', 'KPN_03664']",1
A6THA3,54,['Ascorbate-specific PTS system EIIC component'],Homodimer.,"['ulaA', 'KPN_04586']",2
A6THC4,55,"[""2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase bifunctional periplasmic protein""]",Homodimer.,"['cpdB', 'KPN_04607']",2
A6T4Y7,56,['Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accA', 'KPN78578_01970', 'KPN_00198']",1
A6TDH1,57,['Lysophospholipid transporter LplT'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['lplT', 'KPN78578_31810', 'KPN_03244']",1
A6THA5,58,['Ascorbate-specific PTS system EIIA component'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['ptxA', 'KPN_04588']",1
A6THA4,59,"['PTS family enzyme II component, possibly ascorbate-specific']","Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['sgaB', 'KPN_04587']",1
A6TES3,60,['Biotin carboxylase'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['accC', 'KPN_03665']",1
A6T6S6,61,['L-asparaginase'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['ybiK', 'KPN_00861']",1
A6TDH2,62,['Bifunctional protein Aas'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['aas', 'KPN78578_31820', 'KPN_03245']",1
A6T7H8,63,['N-acetyl-D-glucosamine kinase'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['ycfX', 'nagK', 'KPN_01116']",1
A6TGH2,64,"['Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase', 'UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase', 'Undecaprenyl-phosphate GlcNAc-1-phosphate transferase']","Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['wecA', 'KPN_04284']",1
A6TFG7,65,['Glyoxylate/hydroxypyruvate reductase B'],Homodimer.,"['ghrB', 'KPN78578_38770', 'KPN_03915']",2
A6TC51,66,['Phosphocarrier protein HPr'],Homodimer.,"['ptsH', 'KPN_02762']",2
A6THJ4,67,['Inosose dehydratase'],Homodimer.,"['iolE', 'KPN78578_46040', 'KPN_04677']",2
A6T7R5,68,['asparaginase'],Homodimer.,"['ansA', 'KPN_01203']",2
A6T6C2,69,['PTS family enzyme IIC/enzyme IIB/enzyme IIC'],Homodimer.,"['nagE', 'KPN_00700']",2
A6T7M7,70,['Asparaginase/glutaminase'],Homodimer.,[],2
A6T5I9,71,['HMP-PP phosphatase'],Homodimer.,"['cof', 'KPN78578_03990', 'KPN_00408']",2
A6T7G1,72,['PTS system glucose-specific EIICB component'],Homodimer.,"['ptsG', 'KPN_01099']",2
A6T7K4,73,['Phosphatase NudJ'],Monomer.,"['ymfB', 'nudJ', 'KPN_01142']",1
A6T6B7,74,['asparagine synthase (glutamine-hydrolyzing)'],Monomer.,"['asnB', 'KPN_00695']",1
A6TC53,75,['Glucose-specific PTS system enzyme IIA component'],Monomer.,"['crr', 'KPN_02764']",1
A6T4Y2,76,"['3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ', '(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase', '(3R)-hydroxymyristoyl-ACP dehydrase', 'Beta-hydroxyacyl-ACP dehydratase']",Monomer.,"['fabZ', 'KPN78578_01920', 'KPN_00193']",1
A6TC52,77,['Phosphoenolpyruvate-protein phosphotransferase'],Monomer.,"['ptsI', 'KPN_02763']",1
A6TG48,78,['Aspartate--ammonia ligase'],Monomer.,"['asnA', 'KPN78578_41080', 'KPN_04149']",1
A6TGE3,79,"['Acetylglutamate kinase', 'N-acetyl-L-glutamate 5-phosphotransferase', 'NAG kinase', 'NAGK']",Homodimer.,"['argB', 'KPN78578_42030', 'KPN_04248']",2
A6T748,80,"['3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase', '3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA', 'Beta-hydroxydecanoyl thioester dehydrase', 'Trans-2-decenoyl-[acyl-carrier-protein] isomerase']",Homodimer.,"['fabA', 'KPN78578_09580', 'KPN_00983']",2
A6TDF3,81,['Amino-acid acetyltransferase'],Homohexamer.,"['argA', 'KPN_03226']",6
A6TAC9,82,['3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase'],Homohexamer.,"['mhpA', 'KPN78578_20890', 'KPN_02122']",6
A6T726,83,['Asparagine--tRNA ligase'],Homodimer.,"['asnS', 'KPN78578_09360', 'KPN_00961']",2
A6T4M2,84,['Acetolactate synthase small subunit'],Dimer of large and small chains.,"['ilvH', 'KPN_00083']",1
A6T9R6,85,['L-asparagine permease'],Dimer of large and small chains.,"['ansP', 'KPN_01906']",1
A6TFX3,86,['Acetolactate synthase'],Dimer of large and small chains.,"['ilvB', 'KPN_04074']",1
A6T8P9,87,['Acetyl-CoA:acetoacetyl-CoA transferase beta subunit'],Dimer of large and small chains.,[],1
A6TFX2,88,['acetolactate synthase'],Dimer of large and small chains.,"['ilvN', 'KPN_04073']",1
A6T8P8,89,['Acetyl-CoA:acetoacetyl-CoA transferase alpha subunit'],Dimer of large and small chains.,[],1
A6TDN1,90,['Arsenical pump membrane protein'],Dimer of large and small chains.,"['arsB', 'KPN_03304']",1
A6T4M1,91,['Acetolactate synthase'],Dimer of large and small chains.,"['ilvI', 'KPN_00082']",1
A6TAU8,92,['Propionate kinase'],Homodimer.,"['tdcD', 'KPN_02293']",2
A6T7F3,93,['3-oxoacyl-[acyl-carrier-protein] reductase'],Homotetramer.,"['fabG', 'KPN_01091']",4
A6TB19,94,"['Formate-dependent phosphoribosylglycinamide formyltransferase', ""5'-phosphoribosylglycinamide transformylase 2"", 'Formate-dependent GAR transformylase', 'GAR transformylase 2', 'GART 2', 'Non-folate glycinamide ribonucleotide transformylase', 'Phosphoribosylglycinamide formyltransferase 2']",Homodimer.,"['purT', 'KPN_02364']",2
A6T7F5,95,['3-oxoacyl-[acyl-carrier-protein] synthase 2'],Homodimer.,"['fabF', 'KPN_01093']",2
A6T4S8,96,['Aspartate 1-decarboxylase'],Heterooctamer of four alpha and four beta subunits.,"['panD', 'KPN_00139']",4
A6TBY3,97,['Acetate kinase'],Homodimer.,"['ackA', 'KPN_02687']",2
A6THH4,98,['Aspartate carbamoyltransferase catalytic subunit'],"Heterododecamer (2C3:3R2) of six catalytic PyrB chains organized as two trimers (C3), and six regulatory PyrI chains organized as three dimers (R2).","['pyrB', 'KPN78578_45840', 'KPN_04657']",12
A6TA66,99,['Alpha-acetolactate decarboxylase'],"Heterododecamer (2C3:3R2) of six catalytic PyrB chains organized as two trimers (C3), and six regulatory PyrI chains organized as three dimers (R2).",[],12
A6THH3,100,['Aspartate carbamoyltransferase regulatory chain'],Contains catalytic and regulatory chains.,"['pyrI', 'KPN78578_45830', 'KPN_04656']",1
A6TC09,101,"['3-oxoacyl-[acyl-carrier-protein] synthase 1', '3-oxoacyl-[acyl-carrier-protein] synthase I', 'Beta-ketoacyl-ACP synthase I']",Homodimer.,"['fabB', 'KPN_02713']",2
A6TGF6,102,"['Acetolactate synthase II, small subunit']",Homodimer.,"['ilvM', 'KPN_04268']",2
A6TGC9,103,['Bifunctional aspartokinase/homoserine dehydrogenase'],Homotetramer.,"['metL', 'KPN_04234']",4
A6TGF5,104,['Acetolactate synthase'],Homotetramer.,"['ilvG', 'KPN_04267']",4
A6TDJ5,105,['Acetyl-CoA acetyltransferase'],Homotetramer.,"['yqeF', 'KPN_03268']",4
A6TGI3,106,"['UDP-N-acetyl-D-mannosaminuronic acid transferase', 'UDP-ManNAcA transferase']",Homotetramer.,"['wecG', 'rffM', 'KPN78578_42430', 'KPN_04295']",4
A6T4E2,107,['Bifunctional aspartokinase/homoserine dehydrogenase'],Homotetramer.,"['thrA', 'KPN_00002']",4
A6TAY8,108,"['PTS system mannose-specific EIIAB component', 'EIIAB-Man', 'EIII-Man']",Homodimer.,"['manX', 'KPN_02333']",2
A6T8Q0,109,['Beta-ketoadipyl-CoA thiolase'],Homodimer.,[],2
A6TAY9,110,"['PTS enzyme IIC, mannose-specific']",Homodimer.,"['manY', 'KPN_02334']",2
A6TA62,111,['Beta-ketothiolase'],Homodimer.,[],2
A6TGT3,112,['Aspartokinase'],Homodimer.,"['lysC', 'KPN_04412']",2
A6TAZ0,113,"['PTS enzyme IID, mannose-specific']",Homodimer.,"['manZ', 'KPN_02335']",2
A6TAK3,114,['Oligopeptide permease ABC transporter membrane component'],Homodimer.,"['oppB', 'KPN_02196']",2
A6TFU3,115,['PTS system N-acetylmuramic acid-specific EIIBC component'],Homodimer.,[],2
A6T517,116,['Acyl-coenzyme A dehydrogenase'],Homodimer.,"['fadE', 'KPN_00235']",2
A6T821,117,['Periplasmic murein tripeptide (L-Ala-gamma-D-Glut-m-DAP) permease'],Homodimer.,"['mppA', 'KPN_01310']",2
A6TAK1,118,['Oligopeptide transporter ATP-binding component'],Homodimer.,"['oppD', 'KPN_02194']",2
A6TCI8,119,['L-aspartate oxidase'],Homodimer.,"['nadB', 'KPN_02899']",2
A6T7F1,120,"['Beta-ketoacyl-[acyl-carrier-protein] synthase III', '3-oxoacyl-[acyl-carrier-protein] synthase 3', '3-oxoacyl-[acyl-carrier-protein] synthase III']",Homodimer.,"['fabH', 'KPN78578_10610', 'KPN_01089']",2
A6TGE1,121,['Acetylornithine deacetylase'],Homodimer.,"['argE', 'KPN_04246']",2
A6TH49,122,"['Aspartate ammonia-lyase', 'Aspartase']",Homodimer.,"['aspA', 'KPN_04529']",2
A6T8H5,123,['Peptidic bond hydrolase'],Homodimer.,[],2
A6T720,124,['Aminotransferase'],Homodimer.,"['aspC', 'KPN_00955']",2
A6T906,125,['Trans-aconitate 2-methyltransferase'],Homodimer.,"['tam', 'KPN_01646']",2
A6T4R3,126,['Aconitate hydratase B'],Homodimer.,"['acnB', 'KPN_00124']",2
A6T674,127,['Aminotransferase'],Homodimer.,"['ybdL', 'KPN_00645']",2
A6T7Y4,128,"['Aconitate hydratase', 'Aconitase']",Homodimer.,"['acnA', 'KPN_01272']",2
A6TB35,129,['Aspartate--tRNA ligase'],Homodimer.,"['aspS', 'KPN78578_23450', 'KPN_02380']",2
A6T7T3,130,['Acetylornithine/succinyldiaminopimelate aminotransferase'],Homodimer.,"['argD', 'dapC', 'KPN_01221']",2
A6T6B0,131,['Glutamate/aspartate periplasmic binding protein'],Homodimer.,"['gltI', 'KPN_00681']",2
A6T8K4,132,['Acetylornithine/succinyldiaminopimelate aminotransferase'],Homodimer.,"['argD', 'dapC', 'KPN_01493']",2
A6T6A9,133,"['Glutamate/aspartate transport protein (ABC superfamily, membrane)']",Homodimer.,"['gltJ', 'KPN_00680']",2
A6T6A7,134,['ATP-binding protein of glutamate/aspartate transport system'],Homodimer.,"['gltL', 'KPN_00678']",2
A6TEZ8,135,['Acetylornithine/succinyldiaminopimelate aminotransferase'],Homodimer.,"['argD', 'dapC', 'KPN_03745']",2
A6T6A8,136,"['Glutamate/aspartate transport protein (ABC superfamily, membrane)']",Homodimer.,"['gltK', 'KPN_00679']",2
A6TCH7,137,"['Holo-[acyl-carrier-protein] synthase', 'Holo-ACP synthase']",Homodimer.,"['acpS', 'KPN78578_28370', 'KPN_02888']",2
A6TFD1,138,['C4-dicarboxylate transport protein'],Homodimer.,"['dctA', 'KPN78578_38410', 'KPN_03878']",2
A6TGZ9,139,"['Acetyl-coenzyme A synthetase', 'Acetate--CoA ligase', 'Acyl-activating enzyme']",Homodimer.,"['acs', 'KPN_04478']",2
A6TGP2,140,['C4-dicarboxylate transporter'],Homodimer.,"['dcuB', 'KPN_04367']",2
A6T515,141,['Cysteine/O-acetylserine efflux protein'],Homodimer.,"['eamB', 'KPN78578_02250', 'KPN_00233']",2
A6TH48,142,['C4-dicarboxylate transporter'],Homodimer.,"['dcuA', 'KPN_04528']",2
A6T8Y2,143,['Amino acid metabolite efflux pump'],Homodimer.,"['eamA', 'KPN_01622']",2
A6TH01,144,['Proton/glutamate-aspartate symporter'],Homodimer.,"['gltP', 'KPN_04480']",2
A6TA68,145,['diacetyl reductase [(S)-acetoin forming]'],Homodimer.,[],2
A6T7T4,146,"['Arginine N-succinyltransferase', 'AST']",Homodimer.,"['astA', 'KPN_01222']",2
A6TGZ7,147,"['Cation/acetate symporter ActP', 'Acetate permease', 'Acetate transporter ActP']",Homodimer.,"['actP', 'KPN78578_44070', 'KPN_04476']",2
A6T8K5,148,['Arginine succinyltransferase'],Homodimer.,[],2
A6T9W8,149,['Adenosine deaminase'],Homodimer.,"['add', 'KPN78578_19280', 'KPN_01958']",2
A6T8V0,150,['Oxidoreductase'],Homodimer.,"['ydfG', 'KPN_01590']",2
A6TEA8,151,['phosphoenolpyruvate--glycerone phosphotransferase'],Homodimer.,"['dhaM', 'KPN_03497']",2
A6T7F6,152,['aminodeoxychorismate lyase'],Homodimer.,"['pabC', 'KPN_01094']",2
A6TEA6,153,"['Dihydroxyacetone kinase, N-terminal domain']",Homodimer.,"['dhaK', 'KPN_03495']",2
A6TEA7,154,"['Dihydroxyacetone kinase, C-terminal domain']",Homodimer.,"['dhaL', 'KPN_03496']",2
A6TDC6,155,['Cobalamin biosynthesis protein CobD'],Homodimer.,"['cobD', 'KPN78578_31360', 'KPN_03199']",2
A6TEZ9,156,['Para-aminobenzoate synthase component II'],Homodimer.,"['pabA', 'KPN_03746']",2
A6TBC2,157,['ATP phosphoribosyltransferase'],"Equilibrium between an active dimeric form, an inactive hexameric form and higher aggregates. Interconversion between the various forms is largely reversible and is influenced by the natural substrates and inhibitors of the enzyme.","['hisG', 'KPN78578_24320', 'KPN_02475']",1
A6TAY3,158,['aminodeoxychorismate synthase'],"Equilibrium between an active dimeric form, an inactive hexameric form and higher aggregates. Interconversion between the various forms is largely reversible and is influenced by the natural substrates and inhibitors of the enzyme.","['pabB', 'KPN_02328']",1
A6TG42,159,"['ATP synthase subunit a', 'ATP synthase F0 sector subunit a', 'F-ATPase subunit 6']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpB', 'KPN78578_41020', 'KPN_04143']",1
A6T643,160,"['2,3-dihydroxybenzoate-2,3-dehydrogenase']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['entA', 'KPN_00614']",1
A6TDB1,161,['Cobyric acid synthase'],"F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['cobQ', 'KPN78578_31210', 'KPN_03184']",1
A6T641,162,"['2,3-dihydroxybenzoate-AMP ligase']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['entE', 'KPN_00612']",1
A6TG41,163,"['ATP synthase subunit c', 'ATP synthase F(0) sector subunit c', 'F-type ATPase subunit c', 'F-ATPase subunit c', 'Lipid-binding protein']","F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpE', 'KPN78578_41010', 'KPN_04142']",1
A6TBK1,164,['Adenine deaminase'],Homodimer.,"['ade', 'KPN78578_25110', 'KPN_02554']",2
A6TG43,165,['ATP synthase subunit I'],Homodimer.,"['atpI', 'KPN_04144']",2
A6TG36,166,"['ATP synthase subunit beta', 'ATP synthase F1 sector subunit beta', 'F-ATPase subunit beta']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpD', 'KPN78578_40960', 'KPN_04137']",1
A6TAC8,167,"['2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase']",Homotetramer.,"['mhpB', 'KPN78578_20880', 'KPN_02121']",4
A6TFR4,168,['Purine/xanthine transport protein (NCS2 family)'],Homotetramer.,"['yicE', 'KPN_04013']",4
A6T4H8,169,"['4-hydroxy-tetrahydrodipicolinate reductase', 'HTPA reductase']",Homotetramer.,"['dapB', 'KPN78578_00380', 'KPN_00039']",4
A6TG40,170,"['ATP synthase subunit b', 'ATP synthase F(0) sector subunit b', 'ATPase subunit I', 'F-type ATPase subunit b', 'F-ATPase subunit b']","F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpF', 'KPN78578_41000', 'KPN_04141']",1
A6TG37,171,"['ATP synthase gamma chain', 'ATP synthase F1 sector gamma subunit', 'F-ATPase gamma subunit']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.","['atpG', 'KPN78578_40970', 'KPN_04138']",1
A6T5N7,172,"['Adenylate kinase', 'AK', 'ATP-AMP transphosphorylase', 'ATP:AMP phosphotransferase', 'Adenylate monophosphate kinase']",Monomer.,"['adk', 'KPN78578_04470', 'KPN_00456']",1
A6TG35,173,"['ATP synthase epsilon chain', 'ATP synthase F1 sector epsilon subunit', 'F-ATPase epsilon subunit']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.","['atpC', 'KPN78578_40950', 'KPN_04136']",1
A6TCA1,174,"['4-hydroxy-tetrahydrodipicolinate synthase', 'HTPA synthase']",Homotetramer; dimer of dimers.,"['dapA', 'KPN78578_27610', 'KPN_02812']",4
A6T4R5,175,['S-adenosylmethionine decarboxylase proenzyme'],Heterooctamer of four alpha and four beta chains arranged as a tetramer of alpha/beta heterodimers.,"['speD', 'KPN78578_01250', 'KPN_00126']",1
