UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
B7G4F0,88,['Anthranilate phosphoribosyltransferase'],Heterodimer of an alpha and a beta subunit.,"['PHATRDRAFT_14230', 'PHATRDRAFT_28937']",1
B7FYT1,89,"['ATP-citrate synthase', 'ATP-citrate (pro-S-)-lyase', 'Citrate cleavage enzyme']",Homotetramer.,"['ACL', 'PHATRDRAFT_54477']",4
B7G9P5,90,['Citrate synthase'],Homotetramer.,[],4
B7FUY5,91,['3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)'],Homotetramer.,[],4
B7FQ11,92,['Glycerol-3-phosphate dehydrogenase [NAD(+)]'],Homotetramer.,[],4
B7G1X8,93,['3-isopropylmalate dehydrogenase'],Homodimer.,"['IPMDH', 'PHATRDRAFT_20934']",2
B7FPF7,94,['3-dehydroquinate synthase domain-containing protein'],Homodimer.,[],2
B7FT67,95,['Triosephosphate isomerase'],Homodimer.,[],2
B7FNW0,96,['NADPH--hemoprotein reductase'],Homodimer.,[],2
B7G177,97,['3-dehydroquinate synthase'],Homodimer.,"['AroB', 'PHATRDRAFT_20809']",2
B7FSQ0,98,['Triosephosphate isomerase'],Homodimer.,[],2
B7FPB6,99,['Ribonucleoside-diphosphate reductase'],Homodimer.,[],2
B7G0T4,100,['Heme oxygenase (biliverdin-producing)'],Homodimer.,[],2
B7FYD5,101,['Heme oxygenase'],Homodimer.,[],2
B7GE26,102,['Hydratase enyol-coa hydratase'],Homodimer.,[],2
B7GBG1,103,['pyruvate carboxylase'],Homodimer.,"['PYC1', 'PHATRDRAFT_30519']",2
B7FQI2,104,['Tryptophan synthase'],Homodimer.,[],2
B7G2W2,105,['3-oxoacyl-[acyl-carrier-protein] synthase'],Homodimer.,"['FABFa', 'PHATRDRAFT_37367']",2
B7GDA9,106,['Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex'],Homodimer.,"['DHLTA_3', 'PHATRDRAFT_23850']",2
B7GCM0,107,['Nodulation protein E'],Homodimer.,"['FABB', 'PHATRDRAFT_52648']",2
B7GBQ6,108,['serine--tRNA ligase'],Homodimer.,[],2
B7FQ66,109,['Serine hydroxymethyltransferase'],Homodimer.,"['SHMT2', 'PHATRDRAFT_54015']",2
B7FS76,110,['Chorismate synthase'],Homodimer.,[],2
B7G1G6,111,['phosphoenolpyruvate carboxylase'],Homodimer.,"['PEPCase_1', 'PHATRDRAFT_27976']",2
B7G4H5,112,['2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase'],Homodimer.,[],2
B7G9H4,113,['Pyruvate kinase'],Homotetramer.,"['PK2', 'PHATRDRAFT_49098']",4
B7G0P4,114,['glutamate N-acetyltransferase'],Homotetramer.,[],4
B7G9I8,115,"['homogentisate 1,2-dioxygenase']",Homotetramer.,[],4
B7FZG0,116,['Pyruvate kinase'],Homotetramer.,"['PK4a', 'PHATRDRAFT_45997']",4
B7FUX7,117,['aspartate-semialdehyde dehydrogenase'],Homodimer.,[],2
B7G0U4,118,['Phosphoketolase'],Homodimer.,[],2
B7GB77,119,['uroporphyrinogen decarboxylase'],Homodimer.,"['hemE', 'PHATRDRAFT_16140']",2
B7G5P2,120,['Bifunctional aspartokinase'],Homodimer.,[],2
B7G585,121,"['pyruvate, phosphate dikinase']",Homodimer.,"['PPdK', 'PHATRDRAFT_21988']",2
B7GCY9,122,['Solanesyl diphosphate synthase'],Homodimer.,[],2
B7GD47,123,"['Methylthioribose-1-phosphate isomerase', 'S-methyl-5-thioribose-1-phosphate isomerase', 'Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein']",Homodimer.,[],2
B7G5Q3,124,['Nucleoside phosphorylase domain-containing protein'],Homodimer.,[],2
B7FQJ9,125,['Bifunctional dihydrofolate reductase-thymidylate synthase'],Homodimer.,[],2
B7FRH0,126,['Cysteine synthase'],Homodimer.,"['cysK', 'PHATRDRAFT_3311']",2
B7FPZ8,127,"['3-isopropylmalate dehydratase', 'Alpha-IPM isomerase', 'Isopropylmalate isomerase']",Homodimer.,[],2
B7FZN6,128,['Pyruvate dehydrogenase E1 component subunit beta'],Homodimer.,"['PDHB1', 'PHATRDRAFT_20183']",2
B7FV31,129,['Argininosuccinate lyase'],Homodimer.,[],2
B7G3I7,130,['Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex'],Homodimer.,"['DHLTA_2', 'PHATRDRAFT_13894']",2
B7G430,131,['thymidylate synthase'],Homodimer.,[],2
B7FP61,132,['Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex'],Homodimer.,"['DHLTA_1', 'PHATRDRAFT_17401']",2
B7FV10,133,['1-hydroxy-2-methyl-2-(E)-butenyl-4-diphosphate synthase'],Homodimer.,"['HDS', 'PHATRDRAFT_44955']",2
B7GB64,134,['Alanine glyoxylate aminotransferase'],Homodimer.,[],2
B7FRY0,135,['aspartate carbamoyltransferase'],Homodimer.,[],2
B7FWU0,136,['dihydroorotase'],Homodimer.,[],2
B7FYT9,137,['Malate synthase'],Homodimer.,"['MS', 'PHATRDRAFT_54478']",2
B7FUR4,138,"['Aconitate hydratase B', '(2R,3S)-2-methylisocitrate dehydratase', '(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase', '2-methyl-cis-aconitate hydratase']",Homodimer.,[],2
B7FUR5,139,['Photosystem II 12 kDa extrinsic protein'],Homodimer.,[],2
B7G786,140,['CN hydrolase domain-containing protein'],Homodimer.,[],2
B7FZ96,141,['Oxygen-evolving enhancer protein 1'],Homodimer.,"['PsbO', 'PHATRDRAFT_20331']",2
B7FZ94,142,['Oxygen-evolving enhancer protein 3'],Homodimer.,"['OEE3', 'PHATRDRAFT_54499']",2
B7G9G3,143,['Lipoamide dehydrogenase'],Homodimer.,"['pDLDH1', 'PHATRDRAFT_30113']",2
B7FVM3,144,['Dihydrolipoyl dehydrogenase'],Homodimer.,"['DLDH', 'PHATRDRAFT_26432']",2
B7FUM7,145,['Adenylosuccinate synthetase'],Homodimer.,[],2
B7FSU4,146,"['UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase', 'GlcNAc-1-P transferase', 'N-acetylglucosamine-1-phosphate transferase']",Homodimer.,[],2
B7GAS5,147,['Photosystem II subunit'],Homodimer.,"['PsbM', 'PHATRDRAFT_55057']",2
B7FR40,148,['pyridoxal kinase'],Homodimer.,[],2
B7G027,149,['Tocopherol o-methyltransferase'],Homodimer.,"['TMT', 'PHATRDRAFT_20470']",2
B7FQ34,150,['Helicase ATP-binding domain-containing protein'],Homodimer.,[],2
B7G2B9,151,['Trifunctional purine biosynthetic protein adenosine-3'],Homodimer.,[],2
B7FQW0,152,['Phosphoribosyltransferase domain-containing protein'],Homodimer.,[],2
B7FQE5,153,"['phosphoribosylformylglycinamidine synthase', 'Formylglycinamide ribonucleotide amidotransferase', 'Formylglycinamide ribotide amidotransferase']",Homodimer.,[],2
B7GBW9,154,['Glucose transport protein'],Homodimer.,[],2
B7FZR4,155,['Major facilitator superfamily (MFS) profile domain-containing protein'],Homodimer.,[],2
B7G0I5,156,['GMP synthase [glutamine-hydrolyzing]'],Homodimer.,[],2
B7GBH2,157,['Delta-1-pyrroline-5-carboxylate synthase'],Homodimer.,"['P5CS', 'PHATRDRAFT_55086']",2
B7FP55,158,"[""Inosine-5'-monophosphate dehydrogenase""]",Homotetramer.,[],4
B7GCG9,159,"['Pyrophosphate--fructose 6-phosphate 1-phosphotransferase', '6-phosphofructokinase, pyrophosphate dependent', 'PPi-dependent phosphofructokinase', 'PPi-PFK', 'Pyrophosphate-dependent 6-phosphofructose-1-kinase']",Homodimer or homotetramer.,[],2
B7FPZ7,160,['histidinol dehydrogenase'],Homodimer or homotetramer.,[],2
B7GAB0,161,['Pyruvate dehydrogenase E1 component subunit alpha'],Homodimer or homotetramer.,"['PDHA1', 'PHATRDRAFT_55035']",2
B7G307,162,['Alcohol dehydrogenase'],Homodimer or homotetramer.,"['ADH_1', 'PHATRDRAFT_52208']",2
B7FTQ8,163,['Magnesium-protoporphyrin IX methyltransferase'],Homodimer or homotetramer.,"['chlM', 'PHATRDRAFT_18872']",2
B7G0N4,164,['Alcohol dehydrogenase'],Homodimer or homotetramer.,"['ADH_2', 'PHATRDRAFT_12757']",2
B7G938,165,['Phosphoglycerate kinase'],Monomer.,"['PGK', 'PHATRDRAFT_48983']",1
B7GAM1,166,['Cycloeucalenol cycloisomerase'],Monomer.,[],1
B7GEJ8,167,['Uncharacterized protein'],Monomer.,[],1
B7GAD6,168,['Aromatic amino acid beta-eliminating lyase/threonine aldolase domain-containing protein'],Monomer.,[],1
B7GA44,169,"['sulfate adenylyltransferase', 'ATP-sulfurylase', 'Sulfate adenylate transferase']",Monomer.,[],1
B7G6Z9,170,['Pyruvate kinase'],Homotetramer.,"['PK1', 'PHATRDRAFT_22404']",4
B7G3D2,171,['prephenate dehydratase'],Homotetramer.,[],4
B7GBV4,172,['Amine oxidase'],Homotetramer.,"['PDS2', 'PHATRDRAFT_55102']",4
B7GBP0,173,['Sugar phosphate transporter domain-containing protein'],Homotetramer.,[],4
B7FWX4,174,['Dolichol-phosphate mannosyltransferase subunit 1'],Component of the dolichol-phosphate mannose (DPM) synthase complex.,"['DPM1', 'PHATRDRAFT_19705']",1
B7FWQ7,175,['Uncharacterized protein'],Component of the dolichol-phosphate mannose (DPM) synthase complex.,[],1
B7FWY2,176,['hydroxymethylbilane synthase'],Component of the dolichol-phosphate mannose (DPM) synthase complex.,"['hemC', 'PHATRDRAFT_51811']",1
B7FXR7,177,['Coproporphyrinogen oxidase'],Component of the dolichol-phosphate mannose (DPM) synthase complex.,"['HemF_3', 'PHATRDRAFT_12186']",1
B7G7B7,178,['cysteine synthase'],Component of the dolichol-phosphate mannose (DPM) synthase complex.,"['CysK', 'PHATRDRAFT_54915']",1
B7FUS9,179,['2-dehydro-3-deoxy-phosphogluconate aldolase'],Component of the dolichol-phosphate mannose (DPM) synthase complex.,[],1
B7G7A5,180,['coproporphyrinogen oxidase'],Homodimer.,"['HemF_1', 'PHATRDRAFT_15068']",2
B7G0U3,181,['Probable acetate kinase'],Homodimer.,[],2
B7GDU9,182,['Protoporphyrinogen oxidase'],Homodimer.,"['PPO', 'PHATRDRAFT_31109']",2
B7FVQ7,183,['Imidazole glycerol phosphate synthase hisHF'],Homodimer.,[],2
B7FT14,184,['Adenosylhomocysteinase'],Homodimer.,[],2
B7GA98,185,['pyruvate carboxylase'],Homodimer.,"['PYC2', 'PHATRDRAFT_49339']",2
B7FV03,186,['phosphoserine phosphatase'],Homodimer.,"['PSP', 'PHATRDRAFT_19244']",2
B7FVA8,187,['Isocitrate dehydrogenase (NADP(+))'],Homodimer.,[],2
B7G6K6,188,['Glyceraldehyde-3-phosphate dehydrogenase'],Homotetramer.,"['GapC2a', 'GapC2b', 'PHATRDRAFT_51128', 'PHATRDRAFT_51129']",4
B7GBE7,189,['dihydrolipoyllysine-residue succinyltransferase'],Homotetramer.,[],4
B7G4T8,190,"['2-oxoglutarate dehydrogenase, mitochondrial']",Homotetramer.,"['OGD1', 'PHATRDRAFT_29016']",4
B7G620,191,"['Isocitrate dehydrogenase [NAD(+)] 1, mitochondrial', 'PtIDH1']",Homodimer.,"['IDH1', 'PHATRDRAFT_14762']",2
B7FSS5,192,['3-phosphoshikimate 1-carboxyvinyltransferase'],Homodimer.,"['EPSPsy', 'PHATRDRAFT_18246']",2
B7G627,193,['Arginase'],Homodimer.,[],2
B7GC94,194,['Glyceraldehyde-3-phosphate dehydrogenase'],Homotetramer.,"['GAPDH_3', 'PHATRDRAFT_23598']",4
B7G5Q1,195,['Glyceraldehyde-3-phosphate dehydrogenase'],Homotetramer.,"['GapC1', 'PHATRDRAFT_22122']",4
B7G959,196,['LL-diaminopimelate aminotransferase'],Homotetramer.,[],4
B7G5G4,197,['Phosphoglycerate kinase'],Monomer.,[],1
B7G3X3,198,['Glutamate dehydrogenase'],Homohexamer.,[],6
B7FT68,199,['4-hydroxy-tetrahydrodipicolinate reductase'],Homohexamer.,[],6
B7FQ83,200,['glutamate--tRNA ligase'],Homohexamer.,"['GluRS_1', 'PHATRDRAFT_51430']",6
B7FWY4,201,['Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase C-terminal domain-containing protein'],Homohexamer.,[],6
B7FSI4,202,['Glyceraldehyde-3-phosphate dehydrogenase'],Homotetramer.,"['GapC4', 'PHATRDRAFT_32747']",4
B7FSI3,203,['glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)'],Homotetramer.,"['TPI/GapC3', 'PHATRDRAFT_25308']",4
B7FT63,204,['Glutamyl-tRNA reductase'],Homotetramer.,"['HemA', 'PHATRDRAFT_54134']",4
B7FPN7,205,['Aldehyde dehydrogenase'],Homotetramer.,[],4
B7G798,206,"['Methionyl-tRNA formyltransferase, mitochondrial']",Homotetramer.,[],4
B7GDA6,207,['Acetohydroxy-acid reductoisomerase'],Homotetramer.,[],4
B7FYS6,208,['Formidase'],Homotetramer.,[],4
B7FXR0,209,['Formamidase'],Homotetramer.,[],4
B7FYV2,210,['Ornithine cyclodeaminase'],Homotetramer.,[],4
B7G2E3,211,['Uncharacterized protein'],Homotetramer.,[],4
B7G754,212,['cystathionine gamma-lyase'],Homotetramer.,[],4
B7G6I8,213,['Uncharacterized protein'],Homotetramer.,[],4
B7FZ04,214,['isopentenyl-diphosphate Delta-isomerase'],Homotetramer.,[],4
B7FUA8,215,['Aspartate/glutamate/uridylate kinase domain-containing protein'],Homotetramer.,[],4
B7FNT8,216,['Succinate semialdehyde dehydrogenase'],Homotetramer.,"['SSDH', 'PHATRDRAFT_31599']",4
B7GAN1,217,['ethanolamine-phosphate cytidylyltransferase'],Homotetramer.,[],4
B7G052,218,['arginine--tRNA ligase'],Homotetramer.,[],4
B7FU89,219,['Farnesyltranstransferase'],Homotetramer.,[],4
B7G3D5,220,['tRNA synthetases class I catalytic domain-containing protein'],Homotetramer.,[],4
B7FU99,221,['Amidohydrolase-related domain-containing protein'],Homotetramer.,[],4
B7FUX6,222,['cysteine--tRNA ligase'],Homotetramer.,[],4
B7FX58,223,['glycine--tRNA ligase'],Homotetramer.,[],4
B7FWI9,224,['inositol-3-phosphate synthase'],Homotetramer.,[],4
B7GE55,225,['histidine--tRNA ligase'],Homotetramer.,[],4
B7FRF4,226,['isoleucine--tRNA ligase'],Homotetramer.,[],4
B7G888,227,['isoleucine--tRNA ligase'],Homotetramer.,[],4
B7GC47,228,"['Divinyl chlorophyllide a 8-vinyl-reductase, chloroplastic']",Homotetramer.,[],4
B7FUC3,229,['leucine--tRNA ligase'],Homotetramer.,[],4
B7FQH9,230,['Lysine--tRNA ligase'],Homotetramer.,[],4
B7G7W5,231,['Urease'],Homotetramer.,[],4
B7GC21,232,['proline--tRNA ligase'],Homotetramer.,[],4
B7FRT7,233,['Uncharacterized protein'],Homotetramer.,[],4
B7G6K7,234,['Fe2OG dioxygenase domain-containing protein'],Homotetramer.,[],4
B7FQC5,235,['valine--tRNA ligase'],Homotetramer.,[],4
B7G3Y1,236,['valine--tRNA ligase'],Homotetramer.,[],4
B7FYY7,237,['NAD(+) kinase'],Homotetramer.,[],4
B7G6Q6,238,"['GLNA, glutamine synthase']",Homotetramer.,"['GLNA', 'PHATRDRAFT_22357']",4
B7FTA8,239,['Triose phosphate/phosphate translocator'],Homotetramer.,"['TPT2', 'PHATRDRAFT_50742']",4
B7G3Q8,240,['Phosphatidate cytidylyltransferase'],Homotetramer.,[],4
B7FQ79,241,['Plastidic triose-phosphate/phosphate translocator'],Homotetramer.,"['Tpt3', 'PHATRDRAFT_54017']",4
B7FRV2,242,['Sugar phosphate transporter domain-containing protein'],Homotetramer.,[],4
B7G4M3,243,"['Diacylglycerol kinase', 'DAG kinase']",Homotetramer.,[],4
B7FPD9,244,['Triose phosphate/phosphate translocator'],Homotetramer.,"['Tpt1', 'PHATRDRAFT_24610']",4
B7FWX5,245,['fumarate hydratase'],Homodimer.,"['FUM1', 'PHATRDRAFT_19708']",2
B7FQB8,246,['CDP-diacylglycerol--inositol 3-phosphatidyltransferase'],Homodimer.,[],2
B7G1A1,247,['Choline kinase'],Homodimer.,[],2
B7GD69,248,['Phosphoglycerate mutase'],Homodimer.,[],2
B7FU06,249,['Phosphoglycerate mutase'],Homodimer.,"['PGAM_6', 'PHATRDRAFT_33839']",2
B7GA25,250,['PI3K/PI4K catalytic domain-containing protein'],Homodimer.,[],2
B7G377,251,['PIPK domain-containing protein'],Homodimer.,[],2
B7G237,252,['procollagen-proline 4-dioxygenase'],Homodimer.,[],2
B7G2E7,253,"[""Pyridoxamine 5'-phosphate oxidase Alr4036 family FMN-binding domain-containing protein""]",Homodimer.,[],2
B7FSU6,254,['Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein'],Homodimer.,[],2
B7FY73,255,['phosphoglycerate dehydrogenase'],Homodimer.,[],2
B7FY72,256,['phosphoglycerate dehydrogenase'],Homodimer.,[],2
B7GAW8,257,['PIPK domain-containing protein'],Homodimer.,[],2
B7G492,258,['Phosphomannomutase'],Homodimer.,"['PMM1', 'PHATRDRAFT_28882']",2
B7FXK7,259,['glycine--tRNA ligase'],Homodimer.,[],2
B7FSY9,260,['Rho-GAP domain-containing protein'],Homodimer.,[],2
B7FRD6,261,['phosphoserine transaminase'],Homodimer.,"['PSAT', 'PHATRDRAFT_42458']",2
