UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
O51933,59,['Adenosylhomocysteinase'],Homodimer.,"['ahcY', 'TM_0172']",2
Q9WYN3,60,['Ammonium transporter'],Homodimer.,[],2
P42848,61,"['Enolase', '2-phospho-D-glycerate hydro-lyase', '2-phosphoglycerate dehydratase']",Homooctamer. Forms a ring-shaped particle.,"['eno', 'TM_0877']",8
Q9X0L3,62,"[""5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase"", ""5'-deoxyadenosine nucleosidase""]",Homooctamer. Forms a ring-shaped particle.,"['mtnN', 'mtn', 'TM_1129']",8
Q9WYB0,63,['Fructose-bisphosphate aldolase'],Homooctamer. Forms a ring-shaped particle.,[],8
Q9WXV2,64,"['Probable nicotinate-nucleotide adenylyltransferase', 'Deamido-NAD(+) diphosphorylase', 'Deamido-NAD(+) pyrophosphorylase', 'Nicotinate mononucleotide adenylyltransferase', 'NaMN adenylyltransferase']",Homooctamer. Forms a ring-shaped particle.,"['nadD', 'TM_0097']",8
Q9WZR6,65,['beta-N-acetylhexosaminidase'],Homooctamer. Forms a ring-shaped particle.,"['nagA', 'TM_0809']",8
O33832,66,"['Fructose-1,6-bisphosphatase/inositol-1-monophosphatase', 'FBPase/IMPase']",Homotetramer.,"['suhB', 'TM_1415']",4
Q9WZP5,67,"['Phosphomethylpyrimidine synthase', 'Hydroxymethylpyrimidine phosphate synthase']",Homotetramer.,"['thiC', 'TM_0788']",4
Q9WYU6,68,['Pyrazinamidase/nicotinamidase-related protein'],Homotetramer.,[],4
Q9WZY4,69,"['O-acetyl-L-homoserine sulfhydrylase', 'OAH sulfhydrylase']",Homotetramer.,"['TM_0882', 'Tmari_0884']",4
Q9X1X8,70,['nicotinate-nucleotide diphosphorylase (carboxylating)'],Homotetramer.,[],4
Q9WYE3,71,"['L-fucose isomerase, putative']",Homotetramer.,[],4
Q9X0X6,72,['Bifunctional purine biosynthesis protein PurH'],Homotetramer.,"['purH', 'TM_1249']",4
Q9WY34,73,"['Iron(III) ABC transporter, ATP-binding protein, putative']",Homotetramer.,[],4
Q9WYS7,74,"['N5-carboxyaminoimidazole ribonucleotide mutase', 'N5-CAIR mutase']",Homotetramer.,"['purE', 'TM_0446']",4
Q9WY33,75,"['Iron(III) ABC transporter, permease protein, putative']",Homotetramer.,[],4
Q9X1E7,76,"['Oxidoreductase, putative']",Homotetramer.,[],4
Q9WYS8,77,"['N5-carboxyaminoimidazole ribonucleotide synthase', 'N5-CAIR synthase']",Homodimer.,"['purK', 'TM_0447']",2
Q9WXT3,78,"['Iron(III) ABC transporter, ATP-binding protein']",Homodimer.,[],2
Q9WY03,79,['Alkaline phosphatase'],Homodimer.,[],2
Q9WXT5,80,"['Iron(III) ABC transporter, periplasmic-binding protein, putative']",Homodimer.,[],2
Q9WXT4,81,"['Iron(III) ABC transporter, permease protein']",Homodimer.,[],2
Q9X259,82,['Purine nucleoside phosphorylase'],Homodimer.,[],2
P46805,83,"['D-alanine--D-alanine ligase', 'D-Ala-D-Ala ligase', 'D-alanylalanine synthetase']",Homodimer.,"['ddl', 'TM_0259']",2
Q9X1T2,84,['Purine nucleoside phosphorylase'],Homodimer.,[],2
Q9WY32,85,"['Iron(III) ABC transporter, periplasmic iron-binding protein, putative']",Homodimer.,[],2
Q9X1B6,86,['Alanine--tRNA ligase'],Homodimer.,"['alaS', 'TM_1396']",2
Q9WYZ8,87,['Methionyl-tRNA formyltransferase'],Homodimer.,"['fmt', 'TM_0528']",2
P96112,88,"[""5'-nucleotidase SurE""]",Homodimer and possibly homotetramer.,"['surE', 'TM_1662']",2
Q9X0M0,89,"['Branched chain amino acid ABC transporter, permease protein']",Homodimer and possibly homotetramer.,[],2
Q9WZW1,90,['Riboflavin biosynthesis protein'],Homodimer and possibly homotetramer.,[],2
Q9X0L9,91,"['Branched chain amino acid ABC transporter, periplasmic amino acid-binding protein']",Homodimer and possibly homotetramer.,[],2
Q9X0M1,92,"['Branched chain amino acid ABC transporter, permease protein']",Homodimer and possibly homotetramer.,[],2
Q9WXP7,93,['dihydropteroate synthase'],Homodimer and possibly homotetramer.,[],2
Q9X2J1,94,['UDP-sugar hydrolase'],Homodimer and possibly homotetramer.,[],2
Q9X0M3,95,"['Branched chain amino acid ABC transporter, ATP-binding protein']",Homodimer and possibly homotetramer.,[],2
Q9X0M2,96,"['Branched chain amino acid ABC transporter, ATP-binding protein']",Homodimer and possibly homotetramer.,[],2
P96108,97,"['Ornithine carbamoyltransferase', 'OTCase']",Homodimer and possibly homotetramer.,"['argF', 'TM_1097']",2
Q9WYP3,98,['Scyllo-inosose 3-dehydrogenase'],Homodimer.,"['iolM', 'TM_0412']",2
Q9WZT5,99,"['Sugar kinase, pfkB family']",Homodimer.,[],2
Q9X1P6,100,"['Serine cycle enzyme, putative']",Homodimer.,[],2
Q9S5Y2,101,['Alpha-amylase'],Homodimer.,[],2
Q9X1M1,102,"['Octoprenyl-diphosphate synthase, putative']",Homodimer.,[],2
Q9WYG7,103,"[""Orotidine 5'-phosphate decarboxylase""]",Homodimer.,"['pyrF', 'TM_0332']",2
O33840,104,"['Pullulanase', 'Alpha-dextrin endo-1,6-alpha-glucosidase', 'Pullulan 6-glucanohydrolase']",Homodimer.,"['pulA', 'TM_1845']",2
Q9X287,105,['Formate--tetrahydrofolate ligase'],Homodimer.,"['fhs', 'TM_1766']",2
Q9WYE2,106,"['Alpha-L-fucosidase, putative']",Homodimer.,[],2
Q08654,107,['Bifunctional protein TrpGD'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['trpGD', 'trpD', 'TM_0141']",2
Q9WZ10,108,"['Fumarate hydratase, N-terminal subunit']",Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,[],2
Q9X0P7,109,"['2-oxoacid ferredoxin oxidoreductase, alpha subunit']",Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,[],2
Q9X0P8,110,"['2-oxoacid ferredoxin oxidoreductase, beta subunit']",Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,[],2
Q9WYN6,111,"['Keto/oxoacid ferredoxin oxidoreductase, beta subunit, putative']",Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,[],2
Q08653,112,['Anthranilate synthase component 1'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['trpE', 'TM_0142']",2
Q9WZ11,113,['L(+)-tartrate dehydratase subunit beta'],Heterotetramer of two alpha and two beta subunits.,[],2
Q9X2E8,114,['Riboflavin biosynthesis protein RibD'],Heterotetramer of two alpha and two beta subunits.,[],2
Q9WYN7,115,"['Keto/oxoacid ferredoxin oxidoreductase, gamma subunit, putative']",Heterotetramer of two alpha and two beta subunits.,[],2
Q9X2I6,116,['ornithine decarboxylase'],Heterotetramer of two alpha and two beta subunits.,[],2
Q9WYB3,117,['L-arabinose isomerase'],Heterotetramer of two alpha and two beta subunits.,"['araA', 'TM_0276']",2
Q9WYG6,118,['Orotate phosphoribosyltransferase'],Homodimer.,"['pyrE', 'TM_0331']",2
Q9X1W4,119,['Bifunctional protein GlmU'],Homotrimer.,"['glmU', 'TM_1629']",3
Q9X2A1,120,['Argininosuccinate synthase'],Homotetramer.,"['argG', 'TM_1780']",4
Q9X113,121,['Oxalate-binding protein'],Homodimer.,[],2
Q9X0H8,122,['Arginine--tRNA ligase'],Monomer.,"['argS', 'TM_1093']",1
Q9X1E6,123,['Glycerol-3-phosphate dehydrogenase'],Monomer.,[],1
Q9WY02,124,"['Bifunctional chorismate mutase/prephenate dehydratase', 'Chorismate mutase-prephenate dehydratase', 'p-protein']",Monomer.,[],1
Q9WYC9,125,"['Gamma-glutamyl phosphate reductase', 'GPR', 'Glutamate-5-semialdehyde dehydrogenase', 'Glutamyl-gamma-semialdehyde dehydrogenase', 'GSA dehydrogenase']",Monomer.,"['proA', 'TM_0293']",1
Q9X0G6,126,"['Pantothenate synthetase', 'PS', 'Pantoate--beta-alanine ligase', 'Pantoate-activating enzyme']",Homodimer.,"['panC', 'TM_1077']",2
Q9X1L1,127,['aspartate-semialdehyde dehydrogenase'],Homodimer.,[],2
Q9WZS0,128,['SIS domain-containing protein'],Homodimer.,[],2
Q9X100,129,"['Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B', 'Asp/Glu-ADT subunit B']","Heterotrimer of A, B and C subunits.","['gatB', 'TM_1273']",1
Q9WY77,130,['Phospho-N-acetylmuramoyl-pentapeptide-transferase'],"Heterotrimer of A, B and C subunits.","['mraY', 'TM_0235']",1
Q9WY94,131,"['Glutamyl-tRNA(Gln) amidotransferase subunit C', 'Glu-ADT subunit C']","Heterotrimer of A, B and C subunits.","['gatC', 'TM_0252']",1
Q9X0N9,132,"['Glucose-6-phosphate 1-dehydrogenase', 'G6PD']","Heterotrimer of A, B and C subunits.","['zwf', 'TM_1155']",1
Q9X0Z9,133,"['Glutamyl-tRNA(Gln) amidotransferase subunit A', 'Glu-ADT subunit A']","Heterotrimer of A, B and C subunits.","['gatA', 'TM_1272']",1
Q9X277,134,['Phosphate butyryltransferase'],"Heterotrimer of A, B and C subunits.",[],1
Q9X037,135,['Aspartate 1-decarboxylase'],Heterooctamer of four alpha and four beta subunits.,"['panD', 'TM_0939']",4
P56838,136,['Galactokinase'],Heterooctamer of four alpha and four beta subunits.,"['galK', 'TM_1190']",4
P96111,137,['Protein PyrBI'],Heterooctamer of four alpha and four beta subunits.,"['pyrBI', 'TM_1642']",4
Q9WY52,138,['ATP-dependent 6-phosphofructokinase'],Homotetramer.,"['pfkA', 'TM_0209']",4
Q9WZ17,139,['Aspartokinase II'],Homotetramer.,[],4
Q9WYC5,140,"['Pyrophosphate--fructose 6-phosphate 1-phosphotransferase', '6-phosphofructokinase, pyrophosphate dependent', 'PPi-dependent phosphofructokinase', 'PPi-PFK', 'Pyrophosphate-dependent 6-phosphofructose-1-kinase']",Homodimer.,"['pfp', 'TM_0289', 'THEMA_03280', 'Tmari_0287']",2
Q9WYB8,141,['Aldose 1-epimerase'],Homodimer.,[],2
Q9X1K6,142,['Aspartokinase'],Homodimer.,[],2
Q9X273,143,['Endoglucanase'],Homodimer.,[],2
Q9X1X6,144,['L-aspartate dehydrogenase'],Homodimer.,"['nadX', 'TM_1643']",2
Q9X274,145,['Endoglucanase'],Homodimer.,[],2
Q9WY28,146,['Phosphoglucosamine mutase'],Homodimer.,"['glmM', 'TM_0184']",2
Q9X1C0,147,"['Serine-pyruvate aminotransferase', 'SAT']",Homodimer.,"['TM_1400', 'THEMA_07315', 'Tmari_1407']",2
G4FEF4,148,['Alpha-galactosidase'],Homodimer.,"['galA', 'TM_1192', 'Tmari_1199']",2
Q9X1F4,149,"['Aspartate--tRNA(Asp/Asn) ligase', 'Aspartyl-tRNA synthetase', 'AspRS', 'Non-discriminating aspartyl-tRNA synthetase', 'ND-AspRS']",Homodimer.,"['aspS', 'TM_1441']",2
Q9WYG2,150,"['Phosphoglycerate dehydrogenase, putative']",Homodimer.,[],2
Q9X1A5,151,"['Glucose-6-phosphate isomerase', 'GPI', 'Phosphoglucose isomerase', 'PGI', 'Phosphohexose isomerase', 'PHI', 'TmPGI']",Homodimer.,"['pgi', 'TM_1385']",2
Q9WYS5,152,['Aspartate ammonia-lyase'],Homodimer.,[],2
Q9X1V9,153,['beta-mannosidase'],Homodimer.,[],2
Q9X271,154,"['Oligopeptide ABC transporter, ATP-binding protein']",Homodimer.,[],2
Q9X0D3,155,['ATP phosphoribosyltransferase regulatory subunit'],Heteromultimer composed of HisG and HisZ subunits.,"['hisZ', 'TM_1043']",1
P36204,156,['Bifunctional PGK/TIM'],Monomer (PGK) and homotetramer (PGK-TIM).,"['pgk/tpi', 'TM_0689']",1
Q9X0N8,157,"['6-phosphogluconolactonase', '6PGL']",Monomer (PGK) and homotetramer (PGK-TIM).,"['pgl', 'devB', 'TM_1154']",1
Q9X0D2,158,['ATP phosphoribosyltransferase'],Heteromultimer composed of HisG and HisZ subunits.,"['hisG', 'TM_1042']",1
Q9X268,159,"['Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein']",Heteromultimer composed of HisG and HisZ subunits.,[],1
Q9X1U6,160,"['ATP synthase gamma chain', 'ATP synthase F1 sector gamma subunit', 'F-ATPase gamma subunit']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.","['atpG', 'TM_1611']",1
Q9X270,161,"['Oligopeptide ABC transporter, permease protein']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.",[],1
Q9X269,162,"['Oligopeptide ABC transporter, permease protein']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.",[],1
Q9X272,163,"['Oligopeptide ABC transporter, ATP-binding protein']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.",[],1
Q9X295,164,"['Probable 2,3-bisphosphoglycerate-independent phosphoglycerate mutase']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.","['apgM', 'TM_1774']",1
Q9X1V1,165,"['ATP synthase subunit a', 'ATP synthase F0 sector subunit a', 'F-ATPase subunit 6']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpB', 'TM_1616']",1
Q9X194,166,['Phosphoglycerate mutase'],"F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.",[],1
Q9X1U9,167,"['ATP synthase subunit b', 'ATP synthase F(0) sector subunit b', 'ATPase subunit I', 'F-type ATPase subunit b', 'F-ATPase subunit b']","F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpF', 'TM_1614']",1
Q9X1V0,168,"['ATP synthase subunit c', 'ATP synthase F(0) sector subunit c', 'F-type ATPase subunit c', 'F-ATPase subunit c', 'Lipid-binding protein']","F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpE', 'TM_1615']",1
Q9X0V4,169,"['Endo-1,4-beta-mannosidase']","F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.",[],1
Q9X1U8,170,"['ATP synthase subunit delta', 'ATP synthase F(1) sector subunit delta', 'F-type ATPase subunit delta', 'F-ATPase subunit delta']","F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpH', 'TM_1613']",1
Q9X2H5,171,['CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase'],"F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.",[],1
O50550,172,"['ATP synthase subunit beta', 'ATP synthase F1 sector subunit beta', 'F-ATPase subunit beta']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpD', 'TM_1610']",1
Q9WZZ8,173,"['Galactose-1-phosphate uridylyltransferase, putative']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.",[],1
Q9X1U7,174,"['ATP synthase subunit alpha', 'ATP synthase F1 sector subunit alpha', 'F-ATPase subunit alpha']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpA', 'TM_1612']",1
O33836,175,"['Galactose-1-phosphate uridylyltransferase', 'Gal-1-P uridylyltransferase']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['galT', 'TM_1191']",1
Q9WZS8,176,['Phenylalanine--tRNA ligase alpha subunit'],Tetramer of two alpha and two beta subunits.,"['pheS', 'TM_0821']",2
Q9X1U5,177,"['ATP synthase epsilon chain', 'ATP synthase F1 sector epsilon subunit', 'F-ATPase epsilon subunit']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.","['atpC', 'TM_1609']",1
Q9WZS9,178,['Phenylalanine--tRNA ligase beta subunit'],Tetramer of two alpha and two beta subunits.,"['pheT', 'TM_0822']",2
Q9WY67,179,['Biotin--(Acetyl-CoA carboxylase) synthetase'],Tetramer of two alpha and two beta subunits.,[],2
Q9X0Y9,180,['Phosphate transport system permease protein PstA'],Tetramer of two alpha and two beta subunits.,[],2
