UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
Q186H0,24,"['ABC-type transport system, permease']",Homotetramer.,[],4
Q180A6,25,['Phosphate transport system permease protein PstA'],Homotetramer.,"['pstA', 'CD630_32620']",4
Q180A7,26,['Phosphate transport system permease protein'],Homotetramer.,"['pstC', 'CD630_32630']",4
Q180B2,27,['Phosphate-binding protein'],"The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).","['pstS', 'CD630_32680']",1
Q18CR1,28,['Carbon monoxide dehydrogenase'],"The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).","['cooS', 'CD630_01740']",1
Q18D50,29,['Cd(2+)-exporting ATPase'],"The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q189S5,30,['CO-methylating acetyl-CoA synthase'],"The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q180R4,31,"['ABC-type transport system, sugar-family permease']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q180R3,32,"['ABC-type transport system, sugar-family permease']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q180R5,33,"['ABC-type transport system, sugar-family ATP-binding protein']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q18C55,34,['Ferredoxin--NADP(+) reductase subunit alpha'],"The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q180R1,35,"['ABC-type transport system, sugar-family extracellular solute-binding protein']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q182U5,36,['adenosylhomocysteine nucleosidase'],"The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).","['mtnN', 'CD630_26110']",1
Q186K1,37,"['ABC-type transport system, iron-family permease']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q180A2,38,['Iron hydrogenase'],"The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q186K3,39,"['ABC-type transport system, iron-family permease']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q186K4,40,"['ABC-type transport system, iron-family extracellular substrate-binding protein']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q186K5,41,"['ABC-type transport system, iron-family ATP-binding protein']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q18AJ9,42,"['ABC-type transport system,nitrate/sulfonate/taurine extracellular solute-binding protein']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q184I0,43,"['ABC-type transport system, sulfonate-family ATP-binding protein']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).","['ssuB2', 'CD630_29900']",1
Q18A86,44,['Iron-dependent hydrogenase'],"The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q180F8,45,['Iron hydrogenase'],"The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).","['hydA', 'CD630_33140']",1
Q18A87,46,['Iron-dependent hydrogenase'],"The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q189W6,47,['Oxidoreductase subunit'],"The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q180C2,48,"['PTS system, mannose/fructose/sorbose IIB component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q18D27,49,"['PTS system, mannose/fructose/sorbose IIC component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q18CU4,50,"['PTS system, fructose-like IIC component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q180C1,51,"['PTS system, mannose/fructose/sorbose IIC component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q18CU9,52,['protein-N(pi)-phosphohistidine--D-fructose phosphotransferase'],"The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q18CU5,53,"['PTS system, fructose-like IIA component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q181J6,54,['Methionine synthase'],"The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q187T8,55,"['ABC-type transport system, ATP-binding protein']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q187D4,56,['O-acetylhomoserine sulfhydrylase'],"The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).","['metY', 'CD630_18250']",1
Q180C3,57,"['PTS system, mannose/fructose/sorbose IIA component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q188T5,58,"['PTS system, mannose/fructose/sorbose IIA component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q181N4,59,"['PTS system, fructose/mannitol-family IIB component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q184X2,60,['protein-N(pi)-phosphohistidine--D-fructose phosphotransferase'],"The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q18D24,61,"['PTS system, mannose/fructose/sorbose IIA component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q188T4,62,"['PTS system, mannose/fructose/sorbose IIB component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q18D26,63,"['PTS system, mannose/fructose/sorbose IID component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q18D28,64,"['PTS system, mannose/fructose/sorbose IIB component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q18D23,65,"['PTS system, mannose/fructose/sorbose IIB component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q188T3,66,"['PTS system, mannose/fructose/sorbose IIC component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q18AS7,67,"['PTS system, mannose/fructose/sorbose IIC component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q18D29,68,"['PTS system, mannose/fructose/sorbose IIA component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q18AT0,69,"['PTS system, mannose/fructose/sorbose IIA component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q18AS8,70,"['PTS system, mannose/fructose/sorbose IIB component']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).",[],1
Q181N0,71,['Ascorbate-specific PTS system EIIC component'],Homodimer.,[],2
Q18AT2,72,"['PTS system, mannose/fructose/sorbose IID component']",Homodimer.,[],2
Q188T9,73,"['PTS system, mannose/fructose/sorbose IID component']",Homodimer.,[],2
Q180B9,74,"['PTS system, mannose/fructose/sorbose IID component']",Homodimer.,[],2
Q18AK4,75,"['ABC-type transport system,nitrate/sulfonate/taurine ATP-binding protein']",Homodimer.,[],2
Q185F1,76,"['PTS system, fructose/mannitol family IIC component']",Homodimer.,[],2
Q187U0,77,"['ABC-type transport system, extracellular solute-binding protein']",Homodimer.,[],2
Q18A81,78,['S-adenosylmethionine decarboxylase proenzyme'],Heterotetramer of two alpha and two beta chains arranged as a dimer of alpha/beta heterodimers.,"['speH', 'CD630_08890']",1
Q185N2,79,"['ABC-type transport system,nitrate/sulfonate/taurine ATP-binding protein']",Heterotetramer of two alpha and two beta chains arranged as a dimer of alpha/beta heterodimers.,[],1
Q184I1,80,"['ABC-type transport system, sulfonate-family extracellular solute-binding protein']",Heterotetramer of two alpha and two beta chains arranged as a dimer of alpha/beta heterodimers.,"['ssuA2', 'CD630_29890']",1
Q18AJ8,81,"['ABC-type transport system,nitrate/sulfonate/taurine permease']",Heterotetramer of two alpha and two beta chains arranged as a dimer of alpha/beta heterodimers.,[],1
Q182H1,82,['cysteine-S-conjugate beta-lyase'],Heterotetramer of two alpha and two beta chains arranged as a dimer of alpha/beta heterodimers.,[],1
Q187L5,83,"['ABC-type transport system, permease']",Heterotetramer of two alpha and two beta chains arranged as a dimer of alpha/beta heterodimers.,[],1
Q185N5,84,"['ABC-type transport system,nitrate/sulfonate/taurine extracellular solute-binding protein']",Heterotetramer of two alpha and two beta chains arranged as a dimer of alpha/beta heterodimers.,[],1
Q187T9,85,"['ABC-type transport system, permease']",Heterotetramer of two alpha and two beta chains arranged as a dimer of alpha/beta heterodimers.,[],1
Q183G9,86,['cysteine-S-conjugate beta-lyase'],Heterotetramer of two alpha and two beta chains arranged as a dimer of alpha/beta heterodimers.,[],1
Q183W4,87,"['ABC-type transport system, ferrichrome-specific extracellular solute-binding protein']",Heterotetramer of two alpha and two beta chains arranged as a dimer of alpha/beta heterodimers.,"['fhuD', 'CD630_28780']",1
Q183W5,88,"['ABC-type transport system, ferrichrome-specific permease']",Heterotetramer of two alpha and two beta chains arranged as a dimer of alpha/beta heterodimers.,"['fhuB', 'CD630_28770']",1
Q183D0,89,['cysteine-S-conjugate beta-lyase'],Heterotetramer of two alpha and two beta chains arranged as a dimer of alpha/beta heterodimers.,[],1
Q184G7,90,['CRISPR-associated endoribonuclease Cas2'],"Homodimer, forms a heterotetramer with a Cas1 homodimer.","['cas2', 'CD630_29750']",2
Q183W1,91,"['ABC-type transport system, ferrichrome-specific permease']","Homodimer, forms a heterotetramer with a Cas1 homodimer.","['fhuG', 'CD630_28760']",2
Q183W2,92,"['ABC-type transport system, ferrichrome-specific ATP-binding protein']","Homodimer, forms a heterotetramer with a Cas1 homodimer.","['fhuC', 'CD630_28750']",2
Q184L6,93,['cysteine-S-conjugate beta-lyase'],"Homodimer, forms a heterotetramer with a Cas1 homodimer.","['malY', 'CD630_30290']",2
Q18D67,94,['ABC transporter ATP-binding protein'],"Homodimer, forms a heterotetramer with a Cas1 homodimer.","['cbiO', 'CD630_03270']",2
Q184M0,95,['Aminotransferase'],"Homodimer, forms a heterotetramer with a Cas1 homodimer.",[],2
Q18D63,96,['Cobalt transport protein CbiM'],"Forms an energy-coupling factor (ECF) transporter complex composed of an ATP-binding protein (A component, CbiO), a transmembrane protein (T component, CbiQ) and 2 possible substrate-capture proteins (S components, CbiM and CbiN) of unknown stoichimetry.","['cbiM', 'CD630_03240']",1
Q18CJ3,97,"['Energy-coupling factor transporter transmembrane protein EcfT', 'ECF transporter T component EcfT']","Forms a stable energy-coupling factor (ECF) transporter complex composed of 2 membrane-embedded substrate-binding proteins (S component), 2 ATP-binding proteins (A component) and 2 transmembrane proteins (T component).","['cbiQ', 'ecfT', 'CD630_01020']",2
Q188L7,98,"['ABC-type transport system, cobalt-specific ATP-binding protein Tn1549-like, CTn2-Orf26']","Forms a stable energy-coupling factor (ECF) transporter complex composed of 2 membrane-embedded substrate-binding proteins (S component), 2 ATP-binding proteins (A component) and 2 transmembrane proteins (T component).",[],2
Q18D62,99,['Cobalt transport protein CbiN'],"Forms an energy-coupling factor (ECF) transporter complex composed of an ATP-binding protein (A component, CbiO), a transmembrane protein (T component, CbiQ) and 2 possible substrate-capture proteins (S components, CbiM and CbiN) of unknown stoichimetry.","['cbiN', 'CD630_03250']",1
Q18CC5,100,"['PTS system, galactitol-specific IIB component']","Forms an energy-coupling factor (ECF) transporter complex composed of an ATP-binding protein (A component, CbiO), a transmembrane protein (T component, CbiQ) and 2 possible substrate-capture proteins (S components, CbiM and CbiN) of unknown stoichimetry.",[],1
Q18D68,101,"['ABC-type transport system, cobalt-specific permease']","Forms an energy-coupling factor (ECF) transporter complex composed of an ATP-binding protein (A component, CbiO), a transmembrane protein (T component, CbiQ) and 2 possible substrate-capture proteins (S components, CbiM and CbiN) of unknown stoichimetry.","['cbiQ1', 'CD630_03260']",1
Q188L8,102,"['ABC-type transport system, cobalt-specific permease Tn1549-like, CTn2-Orf25']","Forms an energy-coupling factor (ECF) transporter complex composed of an ATP-binding protein (A component, CbiO), a transmembrane protein (T component, CbiQ) and 2 possible substrate-capture proteins (S components, CbiM and CbiN) of unknown stoichimetry.",[],1
Q18AT4,103,"['PTS system, IIB component']","Forms an energy-coupling factor (ECF) transporter complex composed of an ATP-binding protein (A component, CbiO), a transmembrane protein (T component, CbiQ) and 2 possible substrate-capture proteins (S components, CbiM and CbiN) of unknown stoichimetry.",[],1
Q183R9,104,['P-type Ca(2+) transporter'],"Forms an energy-coupling factor (ECF) transporter complex composed of an ATP-binding protein (A component, CbiO), a transmembrane protein (T component, CbiQ) and 2 possible substrate-capture proteins (S components, CbiM and CbiN) of unknown stoichimetry.",[],1
Q185K1,105,"['PTS system, fructose/mannitol family IIB component']","Forms an energy-coupling factor (ECF) transporter complex composed of an ATP-binding protein (A component, CbiO), a transmembrane protein (T component, CbiQ) and 2 possible substrate-capture proteins (S components, CbiM and CbiN) of unknown stoichimetry.",[],1
Q186J2,106,['P-type Ca(2+) transporter'],"Forms an energy-coupling factor (ECF) transporter complex composed of an ATP-binding protein (A component, CbiO), a transmembrane protein (T component, CbiQ) and 2 possible substrate-capture proteins (S components, CbiM and CbiN) of unknown stoichimetry.",[],1
Q185K0,107,"['PTS system, fructose/mannitol family IIA component']","Forms an energy-coupling factor (ECF) transporter complex composed of an ATP-binding protein (A component, CbiO), a transmembrane protein (T component, CbiQ) and 2 possible substrate-capture proteins (S components, CbiM and CbiN) of unknown stoichimetry.",[],1
Q18CD0,108,"['PTS system, galactitol-specific IIC component']","Forms an energy-coupling factor (ECF) transporter complex composed of an ATP-binding protein (A component, CbiO), a transmembrane protein (T component, CbiQ) and 2 possible substrate-capture proteins (S components, CbiM and CbiN) of unknown stoichimetry.",[],1
Q187D1,109,['Na(+)/K(+)-exchanging ATPase'],"The sodium/potassium-transporting ATPase is composed of a catalytic alpha subunit, an auxiliary non-catalytic beta subunit and an additional regulatory subunit.",[],1
Q182I9,110,['Cation-transporting P-type ATPase'],"The sodium/potassium-transporting ATPase is composed of a catalytic alpha subunit, an auxiliary non-catalytic beta subunit and an additional regulatory subunit.",[],1
Q185F2,111,"['PTS system, fructose/mannitol family IIA component']","The sodium/potassium-transporting ATPase is composed of a catalytic alpha subunit, an auxiliary non-catalytic beta subunit and an additional regulatory subunit.",[],1
Q18CC6,112,"['PTS system, galactitol-specific IIA component']","The sodium/potassium-transporting ATPase is composed of a catalytic alpha subunit, an auxiliary non-catalytic beta subunit and an additional regulatory subunit.",[],1
Q185J8,113,"['PTS system, fructose/mannitol family IIC component']","The sodium/potassium-transporting ATPase is composed of a catalytic alpha subunit, an auxiliary non-catalytic beta subunit and an additional regulatory subunit.",[],1
Q180M0,114,"['Magnesium-transporting ATPase, P-type 1']","The sodium/potassium-transporting ATPase is composed of a catalytic alpha subunit, an auxiliary non-catalytic beta subunit and an additional regulatory subunit.","['mgtA', 'CD630_33730']",1
Q184L8,115,"['PTS system, glucose-like IIBC component']","The sodium/potassium-transporting ATPase is composed of a catalytic alpha subunit, an auxiliary non-catalytic beta subunit and an additional regulatory subunit.",[],1
Q180M4,116,"['Magnesium-transporting ATPase, P-type 1']","The sodium/potassium-transporting ATPase is composed of a catalytic alpha subunit, an auxiliary non-catalytic beta subunit and an additional regulatory subunit.","['mgtA1', 'CD630_33770']",1
Q18BE4,117,['Cysteine desulfurase IscS'],"Homodimer. Forms a heterotetramer with IscU, interacts with other sulfur acceptors.","['iscS2', 'iscS', 'CD630_12790']",2
Q186E6,118,"['Potassium-transporting ATPase ATP-binding subunit', 'ATP phosphohydrolase [potassium-transporting] B chain', 'Potassium-binding and translocating subunit B', 'Potassium-translocating ATPase B chain']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['kdpB', 'CD630_15920']",1
Q184L4,119,"['PTS system, glucose-like IIA component']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
Q189U9,120,['Cysteine desulfurase'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['iscS1', 'CD630_07530']",1
Q186E7,121,"['Potassium-transporting ATPase potassium-binding subunit', 'ATP phosphohydrolase [potassium-transporting] A chain', 'Potassium-binding and translocating subunit A', 'Potassium-translocating ATPase A chain']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['kdpA', 'CD630_15910']",1
Q181S2,122,['cysteine desulfurase'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
Q182Q6,123,"['PTS system, mannose-specfic IIA component']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
Q182Q5,124,['protein-N(pi)-phosphohistidine--D-fructose phosphotransferase'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
Q180M2,125,"['Magnesium-transporting ATPase protein C Tn916-like, CTn7-Orf10']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['mgtC', 'CD630_33750']",1
Q18D42,126,"['ABC-type transport system, ribose-specific ATP-binding protein']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['rbsA', 'CD630_03010']",1
Q184K4,127,"['PTS system, mannose-specfic IIA component']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
Q182Q7,128,"['PTS system, mannose-specfic IIC component']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
Q181I0,129,['Methionine gamma-lyase'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['mdeA', 'CD630_35770']",1
Q187D6,130,"['Homoserine O-acetyltransferase', 'HAT']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['metA', 'metAA', 'CD630_18260']",1
Q18D41,131,"['ABC-type transport system, ribose-specific permease']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['rbsC', 'CD630_03020']",1
Q184K5,132,['protein-N(pi)-phosphohistidine--D-fructose phosphotransferase'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
Q186E2,133,"['ABC-type transport system, sugar-family ATP-binding protein']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
Q184K3,134,"['PTS system, mannose-specfic IIC component']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
Q18D38,135,"['ABC-type transport system, ribose-specific extracellular solute-binding protein']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['rbsB', 'CD630_03000']",1
Q186E3,136,"['ABC-type transport system, sugar-family permease']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
Q186E4,137,"['ABC-type transport system, sugar-family extracellular solute-binding protein']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
Q182J6,138,"['PTS system, glucose-like IIA component']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
Q188N3,139,['2-amino-4-ketopentanoate thiolase alpha subunit'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['ortA', 'CD630_04430']",1
Q183C9,140,['Aspartate--ammonia ligase'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['asnA', 'CD630_26950']",1
Q182J8,141,"['PTS system, glucose-like IIBC component']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
Q188I0,142,['asparagine synthase (glutamine-hydrolyzing)'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['asnB', 'CD630_03910']",1
Q188N9,143,['2-amino-4-ketopentanoate thiolase beta subunit'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['ortB', 'CD630_04440']",1
Q188N7,144,['D-ornithine aminomutase E component'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['oraE', 'CD630_04460']",1
Q186I9,145,['asparagine synthase (glutamine-hydrolyzing)'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['asnB1', 'CD630_16320']",1
Q188N8,146,['D-ornithine aminomutase S component'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['oraS', 'CD630_04450']",1
Q188N4,147,"['2,4-diaminopentanoate dehydrogenase']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['ord', 'CD630_04420']",1
Q183A1,148,"['PTS system, glucose-specific IIA component']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['ptsG-A', 'CD630_26660']",1
Q181J2,149,['Carbamoyl-phosphate synthase large chain'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate.","['carB2', 'carB', 'CD630_35900']",2
Q184P4,150,"['PTS system, alpha-glucoside-specific IIA component']","Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate.",[],2
Q18BX0,151,"['Dihydropteroate synthase', 'DHPS']","Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate.","['folP', 'CD630_14500']",2
Q181J0,152,['Carbamoyl-phosphate synthase large chain'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate.","['carB1', 'carB', 'CD630_35880']",2
Q18BX4,153,['2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate.","['folK', 'CD630_14520']",2
Q184T8,154,"['PTS system, glucose-like IIBC component']","Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate.",[],2
Q188A1,155,['Arginine biosynthesis bifunctional protein ArgJ'],Heterotetramer of two alpha and two beta chains.,"['argJ', 'CD630_20330']",2
Q184U0,156,"['PTS system, glucose-like IIA component']",Heterotetramer of two alpha and two beta chains.,[],2
Q18BW5,157,['aminodeoxychorismate synthase'],Heterotetramer of two alpha and two beta chains.,"['pabB', 'CD630_14460']",2
Q18BW6,158,['Para-aminobenzoate/anthranilate synthase glutamine amidotransferase component II'],Heterotetramer of two alpha and two beta chains.,"['pabA', 'CD630_14450']",2
Q18C58,159,['glutamate synthase (NADPH)'],Heterotetramer of two alpha and two beta chains.,"['aspB1', 'CD630_15370']",2
Q185L7,160,['Succinate-semialdehyde dehydrogenase (NAD(P)+)'],Heterotetramer of two alpha and two beta chains.,"['sucD', 'CD630_23420']",2
Q183A0,161,"['PTS system, glucose-specific IIBC component']",Heterotetramer of two alpha and two beta chains.,"['ptsG-BC', 'CD630_26670']",2
Q183H2,162,['Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase'],Heterotetramer of two alpha and two beta chains.,[],2
Q184P8,163,"['PTS system, alpha-glucoside-specific IIBC component']",Heterotetramer of two alpha and two beta chains.,[],2
Q17ZZ4,164,['tetrahydrofolate synthase'],Monomer.,"['folC', 'CD630_32530']",1
Q18AJ4,165,['Serine-pyruvate aminotransferase'],Monomer.,[],1
Q18CM9,166,"['PTS system, lactose/cellobiose-family IIA component']",Monomer.,[],1
Q182L9,167,"['Aminotransferase, alanine--glyoxylate transaminase']",Monomer.,[],1
Q18CM7,168,['Permease IIC component'],Monomer.,[],1
Q18B90,169,['Endolytic murein transglycosylase'],Monomer.,"['mltG', 'CD630_12260']",1
Q18BW9,170,['Aminodeoxychorismate lyase (4-amino-4-deoxychorismate lyase) (ADC lyase) (ADCL)'],Monomer.,"['pabC', 'CD630_14470']",1
Q18CS0,171,['Glutamate dehydrogenase'],Monomer.,"['gluD', 'CD630_01790']",1
Q181U6,172,['D-aminoacylase'],Monomer.,[],1
Q184N6,173,"['PTS system, lactose/cellobiose-family IIB subunit']",Monomer.,[],1
Q185U6,174,['4-aminobutyrate aminotransferase'],Monomer.,"['gabT', 'CD630_21580']",1
Q18A55,175,['Permease IIC component'],Monomer.,[],1
