,UniProtID,proteinNames,txt_subunit,geneNames
46,Q39R89,"['Glycerol-3-phosphate acyltransferase', 'Acyl-PO4 G3P acyltransferase', 'Acyl-phosphate--glycerol-3-phosphate acyltransferase', 'G3P acyltransferase', 'GPAT', 'Lysophosphatidic acid synthase', 'LPA synthase']",Probably interacts with PlsX.,"['plsY', 'Gmet_3020']"
47,Q39S27,['Acylphosphatase'],Probably interacts with PlsX.,"['acyP', 'Gmet_2729']"
48,Q39R78,['Sodium/solute symporter family protein'],Probably interacts with PlsX.,"['aplD', 'Gmet_3031']"
49,Q39VB7,['Enoyl-CoA hydratase/isomerase'],Probably interacts with PlsX.,[]
50,Q39V69,['Riboflavin biosynthesis protein RibD'],Probably interacts with PlsX.,"['ribD', 'Gmet_1624']"
51,Q39VC0,['Enoyl-CoA hydratase/isomerase'],Probably interacts with PlsX.,[]
52,Q39RP8,"[""Adenosine 5'-phosphosulfate reductase"", 'APS reductase', ""5'-adenylylsulfate reductase"", ""Thioredoxin-dependent 5'-adenylylsulfate reductase""]",Probably interacts with PlsX.,"['apr', 'cysH', 'Gmet_2858']"
53,Q39TY8,['Enoyl-CoA hydratase/isomerase'],Probably interacts with PlsX.,[]
54,Q39QH3,['Sodium/solute symporter family protein'],Probably interacts with PlsX.,"['aplB', 'Gmet_3288']"
55,Q39X78,"['Biosynthetic arginine decarboxylase', 'ADC']",Probably interacts with PlsX.,"['speA', 'Gmet_0904']"
56,Q39Z69,"['Argininosuccinate lyase', 'ASAL']",Probably interacts with PlsX.,"['argH', 'Gmet_0209']"
57,Q39XP3,['Sodium/solute symporter family protein'],Probably interacts with PlsX.,"['aplA', 'Gmet_0739']"
58,Q39TX4,['Enoyl-CoA hydratase/isomerase'],Probably interacts with PlsX.,[]
59,Q39Z72,['Argininosuccinate synthase'],Homotetramer.,"['argG', 'Gmet_0206']"
60,Q39TI5,['Enoyl-CoA hydratase/isomerase'],Homotetramer.,[]
61,Q39VQ6,['Arginine--tRNA ligase'],Monomer.,"['argS', 'Gmet_1434']"
62,Q39Y29,"['3-isopropylmalate dehydrogenase', '3-IPM-DH', 'Beta-IPM dehydrogenase', 'IMDH']",Homodimer.,"['leuB', 'Gmet_0602']"
63,Q39Y28,['Aspartate-semialdehyde dehydrogenase'],Homodimer.,"['asd', 'asd-2', 'Gmet_0603']"
64,Q39UZ9,['3-oxoacyl-(Acyl carrier protein) reductase'],Homodimer.,"['fabG-1', 'Gmet_1694']"
65,Q39Y27,['Aspartate-semialdehyde dehydrogenase'],Homodimer.,"['asd', 'asd-1', 'Gmet_0604']"
66,Q39QF6,['Enoyl-CoA hydratase/isomerase'],Homodimer.,[]
67,Q39U21,['asparagine synthase (glutamine-hydrolyzing)'],Homodimer.,"['asnB-2', 'Gmet_2024']"
68,Q39TK1,['Enoyl-CoA hydratase/isomerase'],Homodimer.,[]
69,Q39TJ3,['Enoyl-CoA hydratase/isomerase'],Homodimer.,[]
70,Q39V91,['3-oxoacyl-[acyl-carrier-protein] reductase'],Homotetramer.,"['fabG-2', 'Gmet_1601']"
71,Q39UZ8,['3-oxoacyl-(Acyl carrier protein) synthase II'],Homotetramer.,"['fabF-1', 'Gmet_1695']"
72,Q39TM3,['asparagine synthase (glutamine-hydrolyzing)'],Homotetramer.,"['asnB-1', 'Gmet_2172']"
73,Q39V89,['3-oxoacyl-[acyl-carrier-protein] synthase 2'],Homotetramer.,"['fabF-2', 'Gmet_1603']"
74,Q39SY7,['Asparagine--tRNA ligase'],Homodimer.,"['asnS', 'Gmet_2412']"
75,Q39QI9,"['Beta-ketoacyl-[acyl-carrier-protein] synthase III', '3-oxoacyl-[acyl-carrier-protein] synthase 3', '3-oxoacyl-[acyl-carrier-protein] synthase III']",Homodimer.,"['fabH', 'fabH-1', 'Gmet_3272']"
76,Q39W62,"['CTP synthase', ""Cytidine 5'-triphosphate synthase"", 'Cytidine triphosphate synthetase']",Homotetramer.,"['pyrG', 'Gmet_1276']"
77,Q39YB1,['Arsenite efflux pump'],Homotetramer.,"['arsB', 'Gmet_0520']"
78,Q39RY4,['Copper-translocating P-type ATPase'],Homotetramer.,"['copA', 'Gmet_2772']"
79,Q39QX9,['Phosphate/sulfate transporter family membrane protein'],Homotetramer.,[]
80,Q39V93,"['Beta-ketoacyl-[acyl-carrier-protein] synthase III', '3-oxoacyl-[acyl-carrier-protein] synthase 3', '3-oxoacyl-[acyl-carrier-protein] synthase III']",Homodimer.,"['fabH', 'fabH-2', 'Gmet_1599']"
81,Q39TI2,['4-hydroxybutyryl-CoA dehydratase'],Homodimer.,[]
82,Q39V49,"[""Pyridoxal-5'-phosphate-dependent decarboxylase""]",Homodimer.,[]
83,Q39YE0,['Periplasmic divalent manganese/zinc-binding lipoprotein'],Homodimer.,"['acdA', 'Gmet_0491']"
84,Q39US4,['Aspartate carbamoyltransferase catalytic subunit'],"Heterododecamer (2C3:3R2) of six catalytic PyrB chains organized as two trimers (C3), and six regulatory PyrI chains organized as three dimers (R2).","['pyrB', 'Gmet_1769']"
85,Q39YD9,"['Divalent manganese/zinc ABC transporter, ATP-binding protein']","Heterododecamer (2C3:3R2) of six catalytic PyrB chains organized as two trimers (C3), and six regulatory PyrI chains organized as three dimers (R2).",[]
86,Q39YD8,"['Divalent manganese/zinc ABC transporter, membrane protein']","Heterododecamer (2C3:3R2) of six catalytic PyrB chains organized as two trimers (C3), and six regulatory PyrI chains organized as three dimers (R2).",[]
87,Q39TQ9,['4-hydroxybenzoyl-CoA reductase subunit'],"Heterododecamer (2C3:3R2) of six catalytic PyrB chains organized as two trimers (C3), and six regulatory PyrI chains organized as three dimers (R2).","['pcmT', 'Gmet_2136']"
88,Q39UG5,['Aspartokinase'],"Heterododecamer (2C3:3R2) of six catalytic PyrB chains organized as two trimers (C3), and six regulatory PyrI chains organized as three dimers (R2).",[]
89,Q39TR0,"['4-hydroxybenzoyl-CoA reductase iron-sulfur cluster-binding subunit, putative']","Heterododecamer (2C3:3R2) of six catalytic PyrB chains organized as two trimers (C3), and six regulatory PyrI chains organized as three dimers (R2).","['pcmS', 'Gmet_2135']"
90,Q39TR1,['4-hydroxybenzoyl-CoA reductase flavoprotein subunit'],"Heterododecamer (2C3:3R2) of six catalytic PyrB chains organized as two trimers (C3), and six regulatory PyrI chains organized as three dimers (R2).","['pcmR', 'Gmet_2134']"
91,Q39U91,['L-aspartate oxidase'],"Heterododecamer (2C3:3R2) of six catalytic PyrB chains organized as two trimers (C3), and six regulatory PyrI chains organized as three dimers (R2).","['nadB', 'Gmet_1954']"
92,Q39R28,['Aspartate ammonia-lyase'],"Heterododecamer (2C3:3R2) of six catalytic PyrB chains organized as two trimers (C3), and six regulatory PyrI chains organized as three dimers (R2).","['aspA', 'Gmet_3082']"
93,Q39YG0,['5-hydroxybenzimidazole synthase'],Homodimer.,"['bzaF', 'thiC-2', 'Gmet_0471']"
94,Q39Z29,['Cytochrome c'],Homodimer.,"['coxC', 'Gmet_0250']"
95,Q39Z27,['Cytochrome c oxidase subunit 2'],Homodimer.,"['coxB', 'Gmet_0252']"
96,Q39Q29,['Aminotransferase'],Homodimer.,[]
97,Q39Z30,['Cytochrome c oxidase subunit 1'],Homodimer.,"['coxA', 'Gmet_0249']"
98,Q39Z28,['Cytochrome c'],Homodimer.,"['coxD', 'Gmet_0251']"
99,Q39V36,"['6-carboxy-5,6,7,8-tetrahydropterin synthase']",Homodimer.,"['queD', 'Gmet_1657']"
100,Q39QD6,['alanine transaminase'],Homodimer.,[]
101,Q39W60,['Arabinose-5-phosphate isomerase'],Homodimer.,"['kdsD', 'Gmet_1278']"
102,Q39YG1,"['Cobyrinate a,c-diamide synthase']",Homodimer.,"['cbiA', 'Gmet_0470']"
103,Q39XQ0,"['Amino acid aminotransferase, putative']",Homodimer.,[]
104,Q39W38,['cysteine desulfurase'],Homodimer.,[]
105,Q39UX4,['Thiolase'],Homodimer.,[]
106,Q39TW7,"['Amino acid aminotransferase, putative']",Homodimer.,"['bamJ', 'Gmet_2078']"
107,Q39TX1,['Thiolase'],Homodimer.,"['bamN', 'Gmet_2074']"
108,Q39VY3,"['Aspartate--tRNA(Asp/Asn) ligase', 'Aspartyl-tRNA synthetase', 'AspRS', 'Non-discriminating aspartyl-tRNA synthetase', 'ND-AspRS']",Homodimer.,"['aspS', 'Gmet_1357']"
109,Q39TK0,['Thiolase'],Homodimer.,[]
110,Q39TD0,['Thiolase'],Homodimer.,[]
111,Q39RC1,['Cysteine synthase A'],Homodimer.,"['cysK-1', 'Gmet_2988']"
112,Q39YB0,['Arsenate reductase and protein tyrosine phosphatase'],Homodimer.,"['arsC', 'Gmet_0521']"
113,Q39Z15,['Cysteine synthase B'],Homodimer.,"['cysM', 'Gmet_0264']"
114,Q39TI4,['Thiolase'],Homodimer.,[]
115,Q39YP8,['ATP phosphoribosyltransferase'],Heteromultimer composed of HisG and HisZ subunits.,"['hisG', 'Gmet_0383']"
116,Q39ZD1,"['Thiolase, putative']",Heteromultimer composed of HisG and HisZ subunits.,[]
117,Q39VD2,['Cysteine synthase'],Heteromultimer composed of HisG and HisZ subunits.,"['cysK-2', 'Gmet_1558']"
118,Q39UE7,['ATP phosphoribosyltransferase'],Heteromultimer composed of HisG and HisZ subunits.,"['hisG', 'hisGL', 'Gmet_1898']"
119,Q39Q52,"['ATP synthase subunit b', 'ATP synthase F(0) sector subunit b', 'ATPase subunit I', 'F-type ATPase subunit b', 'F-ATPase subunit b']","F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpF', 'Gmet_3410']"
120,Q39XT3,['Cystathionine gamma-synthase/beta-lyase'],"F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['metC-2', 'Gmet_0699']"
121,Q39QF9,['Thiolase'],"F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.",[]
122,Q39WT9,"['Aldehyde:ferredoxin oxidoreductase, tungsten-containing']","F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['aorA', 'Gmet_1045']"
123,Q39QA2,"['ATP synthase subunit c', 'ATP synthase F(0) sector subunit c', 'F-type ATPase subunit c', 'F-ATPase subunit c', 'Lipid-binding protein']","F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpE', 'Gmet_3360']"
124,Q39XT4,['Cystathionine gamma-synthase/beta-lyase'],"F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['metC-1', 'Gmet_0698']"
125,Q39QA3,"['ATP synthase subunit a', 'ATP synthase F0 sector subunit a', 'F-ATPase subunit 6']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpB', 'Gmet_3359']"
126,Q39YG5,['Adenosylcobinamide kinase'],"F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['cobU', 'Gmet_0466']"
127,Q39Q54,"['ATP synthase subunit alpha', 'ATP synthase F1 sector subunit alpha', 'F-ATPase subunit alpha']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpA', 'Gmet_3408']"
128,Q39ZL8,['Cysteine--tRNA ligase'],Monomer.,"['cysS', 'Gmet_0057']"
129,Q39Q56,"['ATP synthase subunit beta', 'ATP synthase F1 sector subunit beta', 'F-ATPase subunit beta']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpD', 'Gmet_3406']"
130,Q39WZ9,['Biotin carboxyl carrier protein of acetyl-CoA carboxylase'],"F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['accB', 'Gmet_0983']"
131,Q39Q55,"['ATP synthase gamma chain', 'ATP synthase F1 sector gamma subunit', 'F-ATPase gamma subunit']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.","['atpG', 'Gmet_3407']"
132,Q39WZ8,['Biotin carboxylase'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['accC', 'Gmet_0984']"
133,Q39R19,['Cytochrome c peroxidase'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['macA', 'Gmet_3091']"
134,Q39Q53,"['ATP synthase subunit delta', 'ATP synthase F(1) sector subunit delta', 'F-type ATPase subunit delta', 'F-ATPase subunit delta']","F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpH', 'Gmet_3409']"
135,Q39Q51,"['ATP synthase subunit b', 'ATP synthase F(0) sector subunit b', 'ATPase subunit I', 'F-type ATPase subunit b', 'F-ATPase subunit b']","F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpF', 'atpX', 'Gmet_3411']"
136,Q39SC1,"['Thiol reductant ABC exporter, ATP-binding protein CydD']","F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['cydD', 'Gmet_2634']"
137,Q39SS3,['Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accD', 'Gmet_2476']"
138,Q39Q57,"['ATP synthase epsilon chain', 'ATP synthase F1 sector epsilon subunit', 'F-ATPase epsilon subunit']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.","['atpC', 'Gmet_3405']"
139,Q39SC2,"['Thiol reductant ABC exporter, ATP-binding protein CydC']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.","['cydC', 'Gmet_2633']"
140,Q39U58,"['Bifunctional ligase/repressor BirA', 'Biotin--[acetyl-CoA-carboxylase] ligase', 'Biotin--protein ligase', 'Biotin-[acetyl-CoA carboxylase] synthetase']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.","['birA', 'Gmet_1987']"
141,Q39WC1,['Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accA', 'Gmet_1216']"
142,Q39TQ2,['Benzoate--coenzyme A ligase'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['bamY', 'Gmet_2143']"
143,Q39UB5,"['Cytochrome bd menaquinol oxidase, subunit I']","Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['cydA', 'Gmet_1930']"
144,Q39TW1,"['Polyferredoxin, putative benzoyl-CoA reductase electron transfer protein']","Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['bamE', 'Gmet_2084']"
145,Q39UB6,"['Cytochrome bd menaquinol oxidase, subunit II']","Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['cydB', 'Gmet_1929']"
146,Q39TN4,['peptidylprolyl isomerase'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
147,Q39YQ6,"['Ech-hydrogenase-related complex, NuoL-like integral membrane subunit']","Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['ehrA-2', 'Gmet_0375']"
