,UniProtID,proteinNames,txt_subunit,geneNames
39,Q7CQL0,['Cyclopropane fatty acyl phospholipid synthase'],Homotetramer.,"['cfa', 'STM1427']"
40,Q8ZLA1,['Glyoxylate/hydroxypyruvate reductase B'],Homodimer.,"['ghrB', 'STM3646']"
41,O85139,"['Beta-ketoacyl-[acyl-carrier-protein] synthase III', '3-oxoacyl-[acyl-carrier-protein] synthase 3', '3-oxoacyl-[acyl-carrier-protein] synthase III']",Homodimer.,"['fabH', 'STM1193']"
42,Q8ZKL9,['Acetylornithine deacetylase'],Homodimer.,"['argE', 'STM4120']"
43,Q8ZP52,"['Aconitate hydratase A', '(2R,3S)-2-methylisocitrate dehydratase', '(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase', '2-methyl-cis-aconitate hydratase', 'Iron-responsive protein-like', 'IRP-like', 'RNA-binding protein']",Monomer.,"['acnA', 'STM1712']"
44,Q8ZRB6,['HMP-PP phosphatase'],Monomer.,"['cof', 'STM0457']"
45,Q8ZNM9,"['ABC-type proline/glycine betaine transport system, permease component']",Monomer.,"['yehY', 'STM2164']"
46,Q8ZRS8,"['Aconitate hydratase B', '(2R,3S)-2-methylisocitrate dehydratase', '(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase', '2-methyl-cis-aconitate hydratase', 'Iron-responsive protein-like', 'IRP-like', 'RNA-binding protein']",Monomer.,"['acnB', 'STM0158']"
47,Q8ZNN0,"['ABC-type proline/glycine betaine transport system, permease component']",Monomer.,"['yehW', 'STM2162']"
48,Q8ZNM8,['ABC superfamily transport protein (Bind_prot)'],Monomer.,"['yehZ', 'STM2165']"
49,Q7CQ89,"['ABC-type proline/glycine betaine transport system, ATPase component']",Monomer.,"['yehX', 'STM2163']"
50,Q8ZPZ3,['Phosphatase NudJ'],Monomer.,"['ymfB', 'nudJ', 'STM1235']"
51,P40732,['Acetylornithine/succinyldiaminopimelate aminotransferase'],Homodimer.,"['argD', 'dapC', 'dtu', 'STM3468']"
52,P0A1H9,"['3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ', '(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase', '(3R)-hydroxymyristoyl-ACP dehydrase', 'Beta-hydroxyacyl-ACP dehydratase']",Homodimer.,"['fabZ', 'STM0227']"
53,Q8ZPV2,"['Succinylornithine transaminase', 'SOAT']",Homodimer.,"['astC', 'argM', 'STM1303']"
54,P64105,"['3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase', '3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA', 'Beta-hydroxydecanoyl thioester dehydrase', 'Trans-2-decenoyl-[acyl-carrier-protein] isomerase']",Homodimer.,"['fabA', 'STM1067']"
55,P58729,"['Chorismate synthase', 'CS']",Homotetramer.,"['aroC', 'STM2384']"
56,P63466,"['Holo-[acyl-carrier-protein] synthase', 'Holo-ACP synthase']",Homodimer.,"['acpS', 'dpj', 'STM2577']"
57,Q8ZL78,['Cryptic L-xylulose kinase'],Homodimer.,"['lyxK', 'STM3674']"
58,Q8ZLE2,"[""4'-phosphopantetheinyl transferase AcpT""]",Homodimer.,"['acpT', 'STM3583']"
59,Q8ZKI0,['Chorismate pyruvate-lyase'],Monomer.,"['ubiC', 'STM4233']"
60,Q8ZMX5,['Cysteine/O-acetylserine efflux protein'],Monomer.,"['eamB', 'STM2645']"
61,P66881,"[""5'/3'-nucleotidase SurE"", 'Exopolyphosphatase', 'Nucleoside monophosphate phosphohydrolase']",Monomer.,"['surE', 'STM2927']"
62,Q7CQZ6,['Citrate lyase acyl carrier protein 1'],"Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citD1', 'citD', 'STM0623']"
63,Q56072,['Probable amino-acid metabolite efflux pump'],"Oligomer with a subunit composition of (alpha,beta,gamma)6.","['eamA', 'STM1517']"
64,P0A2C9,"['3-oxoacyl-[acyl-carrier-protein] reductase FabG', '3-ketoacyl-acyl carrier protein reductase', 'Beta-Ketoacyl-acyl carrier protein reductase', 'Beta-ketoacyl-ACP reductase']",Homotetramer.,"['fabG', 'STM1195']"
65,Q8ZKF8,"['Cation/acetate symporter ActP', 'Acetate permease', 'Acetate transporter ActP']",Homotetramer.,"['actP', 'STM4273']"
66,Q7CQ36,"['3-oxoacyl-[acyl-carrier-protein] synthase 1', '3-oxoacyl-[acyl-carrier-protein] synthase I', 'Beta-ketoacyl-ACP synthase I']",Homodimer.,"['fabB', 'STM2378']"
67,Q8ZRY2,"['Citrate lyase subunit beta', 'Citrate (pro-3S)-lyase subunit beta', 'Citryl-CoA lyase subunit']","Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citE2', 'STM0060']"
68,Q8ZRY1,"['Citrate lyase alpha chain', 'Citrase alpha chain', 'Citrate (pro-3S)-lyase alpha chain', 'Citrate CoA-transferase subunit']","Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citF2', 'STM0061']"
69,Q8ZQ14,['3-oxoacyl-[acyl-carrier-protein] synthase 2'],"Oligomer with a subunit composition of (alpha,beta,gamma)6.","['fabF', 'STM1197']"
70,Q8ZPL9,['Adenosine deaminase'],"Oligomer with a subunit composition of (alpha,beta,gamma)6.","['add', 'STM1463']"
71,Q8ZR11,"['Citrate lyase subunit beta', 'Citrate (pro-3S)-lyase subunit beta', 'Citryl-CoA lyase subunit']","Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citE', 'STM0622']"
72,Q7CR91,['Citrate lyase acyl carrier protein 2'],"Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citD2', 'STM0059']"
73,Q8ZR12,"['Citrate lyase alpha chain', 'Citrase alpha chain', 'Citrate (pro-3S)-lyase alpha chain', 'Citrate CoA-transferase subunit']","Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citF', 'STM0621']"
74,Q7CQR1,['aminodeoxychorismate lyase'],Homodimer.,"['pabC', 'STM1198']"
75,P04285,['Oligopeptide transport ATP-binding protein OppD'],Homodimer.,"['oppD', 'STM1743']"
76,P06193,"['Aminodeoxychorismate synthase component 2', '4-amino-4-deoxychorismate synthase component 2', 'Aminodeoxychorismate synthase, glutamine amidotransferase component']",Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['pabA', 'STM3469']"
77,P08007,['Oligopeptide transport ATP-binding protein OppF'],Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['oppF', 'STM1742']"
78,Q8ZR13,['Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase'],Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['citX', 'STM0620']"
79,Q8ZR15,"['DASS family, citrate:succinate transport (Antiport) protein']",Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['citT', 'STM0618']"
80,P12680,['Aminodeoxychorismate synthase component 1'],Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['pabB', 'STM1824']"
81,P63798,"['Cardiolipin synthase A', 'CL synthase']",Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['clsA', 'cls', 'STM1739']"
82,P08005,['Oligopeptide transport system permease protein OppB'],Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['oppB', 'STM1745']"
83,P08006,['Oligopeptide transport system permease protein OppC'],Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['oppC', 'STM1744']"
84,Q7CPH2,['NCS2 family purine/xanthine transport protein'],Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['yicE', 'STM3747']"
85,Q8ZQP4,"['Cardiolipin synthase B', 'CL synthase']",Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['clsB', 'ybhO', 'STM0812']"
86,Q8ZP68,['Periplasmic murein tripeptide transport protein'],Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['mppA', 'STM1679']"
87,P0A1V4,"['Adenylate kinase', 'AK', 'ATP-AMP transphosphorylase', 'ATP:AMP phosphotransferase', 'Adenylate monophosphate kinase']",Monomer.,"['adk', 'STM0488']"
88,Q8ZRS4,['S-adenosylmethionine decarboxylase proenzyme'],Heterooctamer of four alpha and four beta chains arranged as a tetramer of alpha/beta heterodimers.,"['speD', 'STM0165']"
89,Q8ZP18,['Resistance protein MccF'],Heterooctamer of four alpha and four beta chains arranged as a tetramer of alpha/beta heterodimers.,"['ycgQ', 'STM1800']"
90,Q8ZPK5,['Voltage-gated ClC-type chloride channel ClcB'],Heterooctamer of four alpha and four beta chains arranged as a tetramer of alpha/beta heterodimers.,"['clcB', 'STM1490']"
91,P0A1A7,"['Adenylate cyclase', 'ATP pyrophosphate-lyase', 'Adenylyl cyclase']",Heterooctamer of four alpha and four beta chains arranged as a tetramer of alpha/beta heterodimers.,"['cyaA', 'cya', 'STM3939', 'STMD1.50']"
92,Q8ZRP8,['H(+)/Cl(-) exchange transporter ClcA'],Homodimer.,"['clcA', 'eriC', 'STM0203']"
93,Q8ZRY7,['Non-specific ribonucleoside hydrolase RihC'],Homodimer.,"['rihC', 'STM0051']"
94,Q8ZK23,['5-keto-D-gluconate-5-reductase'],Homodimer.,"['idnO', 'STM4483']"
95,Q8ZNA0,['Nucleoside permease'],Homodimer.,"['nupC', 'STM2409']"
96,Q8ZK24,['GntP family L-idonate transport protein'],Homodimer.,"['idnT', 'STM4482']"
97,P0A2R8,['Magnesium transport protein CorA'],"Homopentamer. In the absence of Mg(2+), interactions between subunits are weakened, and dimers, trimers and tetramers can be observed in vitro (By similarity). Homotetramer (PubMed:15231793).","['corA', 'STM3952', 'STMD1.38']"
98,Q8ZM38,['Nucleoside permease NupG'],"Homopentamer. In the absence of Mg(2+), interactions between subunits are weakened, and dimers, trimers and tetramers can be observed in vitro (By similarity). Homotetramer (PubMed:15231793).","['nupG', 'STM3113']"
99,P63359,['ATP-dependent lipid A-core flippase'],Homodimer.,"['msbA', 'STM0984']"
100,P60217,"[""5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase"", ""5'-deoxyadenosine nucleosidase""]",Homodimer.,"['mtnN', 'mtn', 'STM0207']"
101,Q8ZN95,['MFS superfamily xanthosine permease'],Homodimer.,"['xapB', 'STM2421']"
102,P0A261,['Nucleoside-specific channel-forming protein Tsx'],Homodimer.,"['tsx', 'STM0413']"
103,Q8ZLS1,['Arabinose 5-phosphate isomerase KdsD'],Homotetramer.,"['kdsD', 'STM3315']"
104,P0A6B1,"['Acyl carrier protein', 'ACP', 'Cytosolic-activating factor', 'CAF', 'Fatty acid synthase acyl carrier protein']",Homotetramer.,"['acpP', 'STM1196']"
105,Q8ZQ10,['Outer membrane receptor for Fe(III)-coprogen'],Homotetramer.,"['fhuE', 'STM1204']"
106,P63351,['Vitamin B12 import ATP-binding protein BtuD'],"The complex is composed of two ATP-binding proteins (BtuD), two transmembrane proteins (BtuC) and a solute-binding protein (BtuF).","['btuD', 'STM1342']"
107,P33771,['Oxygen-dependent coproporphyrinogen-III oxidase'],Homodimer.,"['hemF', 'STM2451']"
108,Q8ZPS8,['Vitamin B12 import system permease protein BtuC'],"The complex is composed of two ATP-binding proteins (BtuD), two transmembrane proteins (BtuC) and a solute-binding protein (BtuF).","['btuC', 'STM1340']"
109,P26613,['Cytoplasmic alpha-amylase'],Monomer.,"['amyA', 'STM1963']"
110,Q8ZRP7,['Vitamin B12-binding protein'],"The complex is composed of two ATP-binding proteins (BtuD), two transmembrane proteins (BtuC) and a solute-binding protein (BtuF).","['btuF', 'STM0206']"
111,P0A1E1,"['Oxygen-independent coproporphyrinogen III oxidase', 'CPO']",Monomer.,"['hemN', 'STM4004']"
112,Q7CPS6,['Biopolymer transport protein ExbD'],The accessory proteins ExbB and ExbD seem to form a complex with TonB.,"['exbD', 'STM3158']"
113,Q8ZL87,['Alpha-amylase'],The accessory proteins ExbB and ExbD seem to form a complex with TonB.,"['malS', 'STM3664']"
114,P0A1H7,['Biopolymer transport protein ExbB'],The accessory proteins ExbB and ExbD seem to form a complex with TonB.,"['exbB', 'STM3159']"
115,Q8ZRX3,['L-carnitine CoA-transferase'],Homodimer.,"['caiB', 'STM0072']"
116,Q8ZRX4,['Crotonobetaine/carnitine--CoA ligase'],Homodimer.,"['caiC', 'STM0071']"
117,P25945,['Protein TonB'],Homodimer. Forms a complex with the accessory proteins ExbB and ExbD (By similarity).,"['tonB', 'STM1737']"
118,Q8ZRX5,['Carnitinyl-CoA dehydratase'],Homodimer. Forms a complex with the accessory proteins ExbB and ExbD (By similarity).,"['caiD', 'STM0070']"
119,Q8ZMM1,['4-aminobutyrate aminotransferase'],Homodimer. Forms a complex with the accessory proteins ExbB and ExbD (By similarity).,"['gabT', 'STM2792']"
120,P37409,"['Vitamin B12 transporter BtuB', 'Cobalamin receptor', 'Outer membrane cobalamin translocator']",Homodimer. Forms a complex with the accessory proteins ExbB and ExbD (By similarity).,"['btuB', 'STM4130']"
121,Q8ZPC9,"['Gamma-aminobutyraldehyde dehydrogenase', 'ABALDH', '1-pyrroline dehydrogenase', '4-aminobutanal dehydrogenase', '5-aminopentanal dehydrogenase']",Homotetramer.,"['patD', 'STM1597']"
122,Q7CPS2,"['ADP-ribose pyrophosphatase', 'ADP-ribose diphosphatase', 'ADP-ribose phosphohydrolase', 'Adenosine diphosphoribose pyrophosphatase']",Homodimer.,"['yqiE', 'STM3185']"
123,Q8ZMM0,['RpoS dependent gamma-aminobutyrate transport protein'],Homodimer.,"['gabP', 'STM2793']"
124,Q8ZRA2,"['Adenine phosphoribosyltransferase', 'APRT']",Homodimer.,"['apt', 'STM0483']"
125,Q8ZP45,['Aldehyde-alcohol dehydrogenase'],Homodimer.,"['adhE', 'STM1749']"
126,Q8ZML1,['Glycine betaine/proline betaine-binding periplasmic protein'],"The complex is composed of two ATP-binding proteins (ProV), two transmembrane proteins (ProW) and a solute-binding protein (ProX).","['proX', 'STM2811']"
127,P63889,"['Adenylyl-sulfate kinase', 'APS kinase', ""ATP adenosine-5'-phosphosulfate 3'-phosphotransferase"", ""Adenosine-5'-phosphosulfate kinase""]","The complex is composed of two ATP-binding proteins (ProV), two transmembrane proteins (ProW) and a solute-binding protein (ProX).","['cysC', 'STM2933']"
128,P17328,['Glycine betaine/proline betaine transport system ATP-binding protein ProV'],"The complex is composed of two ATP-binding proteins (ProV), two transmembrane proteins (ProW) and a solute-binding protein (ProX).","['proV', 'STM2809']"
129,P17327,['Glycine betaine/proline betaine transport system permease protein ProW'],"The complex is composed of two ATP-binding proteins (ProV), two transmembrane proteins (ProW) and a solute-binding protein (ProX).","['proW', 'STM2810']"
130,Q8ZPZ6,"['Adenylosuccinate lyase', 'ASL']",Homotetramer. Residues from neighboring subunits contribute catalytic and substrate-binding residues to each active site.,"['purB', 'STM1232']"
131,P41793,['Acetaldehyde dehydrogenase (acetylating) EutE'],"Interacts with EutS, which targets it to the interior of the BMC.","['eutE', 'STM2463']"
132,P65882,[],"Interacts with EutS, which targets it to the interior of the BMC.",[]
133,P40862,['Proline/betaine transporter'],"Interacts with EutS, which targets it to the interior of the BMC.","['proP', 'STM4290']"
134,Q8ZRX1,['L-carnitine/gamma-butyrobetaine antiporter'],Homotrimer.,"['caiT', 'STM0074']"
135,Q8ZQX8,['N-acetylglucosamine-6-phosphate deacetylase'],Homotrimer.,"['nagA', 'STM0683']"
136,P0CL03,"['1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD']",Homotrimer.,"['ampD', 'STM0146']"
137,O68883,['Citrate synthase'],Homohexamer.,"['gltA', 'STM0730']"
138,Q8ZMB9,['N-acetylmuramoyl-L-alanine amidase'],Homohexamer.,"['amiC', 'STM2991']"
139,P33772,['N-acetylmuramoyl-L-alanine amidase AmiA'],Homohexamer.,"['amiA', 'STM2450']"
140,P65921,"['CTP synthase', ""Cytidine 5'-triphosphate synthase"", 'Cytidine triphosphate synthetase']",Homotetramer.,"['pyrG', 'STM2953']"
141,Q8ZRS2,"['Multicopper oxidase CueO', 'MCO', 'Copper efflux oxidase', 'Cu efflux oxidase', 'Cuprous oxidase']",Monomer.,"['cueO', 'cuiD', 'STM0168']"
142,Q9AG04,['IS2 orf2'],Monomer.,"['S0001', 'pWR501_0001']"
143,P26366,['N-acetylmuramoyl-L-alanine amidase AmiB'],Monomer.,"['amiB', 'STM4358']"
144,Q8ZQ06,"['Beta-hexosaminidase', 'Beta-N-acetylhexosaminidase', 'N-acetyl-beta-glucosaminidase']",Monomer.,"['nagZ', 'STM1209']"
145,Q05599,"['Bifunctional adenosylcobalamin biosynthesis protein CobU', 'Adenosylcobinamide kinase', 'Adenosylcobinamide-phosphate guanylyltransferase']",Homotrimer.,"['cobU', 'STM2018']"
146,Q8ZR95,"['Copper-exporting P-type ATPase', 'Copper-exporting P-type ATPase A', 'Cu(+)-exporting ATPase', 'Soluble copper chaperone CopA(Z)']",Homotrimer.,"['copA', 'STM0498']"
147,Q8ZRC2,"['MFS family, muropeptide transporter']",Homotrimer.,"['ampG', 'STM0444']"
148,P67912,['ADP-L-glycero-D-manno-heptose-6-epimerase'],Homopentamer.,"['hldD', 'rfaD', 'STM3710']"
149,Q8ZRG7,['Cation transport ATPase'],Homopentamer.,[]
150,P0A1C3,['Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accA', 'STM0232']"
151,P60656,['Agmatinase'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['speB', 'STM3078']"
152,Q7CPM1,['Biotin carboxyl carrier protein of acetyl-CoA carboxylase'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accB', 'STM3379']"
153,P64251,['Thiosulfate sulfurtransferase GlpE'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['glpE', 'STM3525']"
154,P0A257,['1-acyl-sn-glycerol-3-phosphate acyltransferase'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['plsC', 'parF', 'STM3173']"
155,Q8ZP62,['Phage shock protein'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['pspE', 'STM1686']"
156,Q7CPM0,['Biotin carboxylase'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['accC', 'STM3380']"
157,Q8ZKL8,"['N-acetyl-gamma-glutamyl-phosphate reductase', 'AGPR']","Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['argC', 'STM4121']"
158,Q7CQ41,['Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accD', 'STM2366']"
159,P18949,"['Cystathionine beta-lyase', 'CBL', 'Beta-cystathionase', 'Cysteine lyase', 'Cysteine-S-conjugate beta-lyase']",Homotetramer.,"['metC', 'STM3161']"
160,P26978,['Bifunctional purine biosynthesis protein PurH'],Homotetramer.,"['purH', 'STM4176', 'STMF1.30']"
161,Q8ZKF6,"['Acetyl-coenzyme A synthetase', 'Acetate--CoA ligase', 'Acyl-activating enzyme']",Monomer.,"['acs', 'STM4275']"
162,Q8ZR71,"['N5-carboxyaminoimidazole ribonucleotide synthase', 'N5-CAIR synthase']",Homodimer.,"['purK', 'STM0533']"
163,P0A1E3,"['Cysteine synthase A', 'CSase A', 'O-acetylserine (thiol)-lyase A', 'OAS-TL A', 'O-acetylserine sulfhydrylase A']","Part of the cysteine synthase complex formed at a ratio of 2 copies of this protein and 1 copy of serine acetyltransferase (cysE). The complex reversibly dissociates in the presence of O-acetyl-L-serine but in the absence of hydrogen sulfide (PubMed:4977445). Homodimer (PubMed:10452898, PubMed:11023792, PubMed:9761678).","['cysK', 'STM2430']"
164,Q8ZR70,"['N5-carboxyaminoimidazole ribonucleotide mutase', 'N5-CAIR mutase']","Part of the cysteine synthase complex formed at a ratio of 2 copies of this protein and 1 copy of serine acetyltransferase (cysE). The complex reversibly dissociates in the presence of O-acetyl-L-serine but in the absence of hydrogen sulfide (PubMed:4977445). Homodimer (PubMed:10452898, PubMed:11023792, PubMed:9761678).","['purE', 'STM0534']"
