UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
P0A2C9,64,"['3-oxoacyl-[acyl-carrier-protein] reductase FabG', '3-ketoacyl-acyl carrier protein reductase', 'Beta-Ketoacyl-acyl carrier protein reductase', 'Beta-ketoacyl-ACP reductase']",Homotetramer.,"['fabG', 'STM1195']",4
Q8ZKF8,65,"['Cation/acetate symporter ActP', 'Acetate permease', 'Acetate transporter ActP']",Homotetramer.,"['actP', 'STM4273']",4
Q7CQ36,66,"['3-oxoacyl-[acyl-carrier-protein] synthase 1', '3-oxoacyl-[acyl-carrier-protein] synthase I', 'Beta-ketoacyl-ACP synthase I']",Homodimer.,"['fabB', 'STM2378']",2
Q8ZRY2,67,"['Citrate lyase subunit beta', 'Citrate (pro-3S)-lyase subunit beta', 'Citryl-CoA lyase subunit']","Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citE2', 'STM0060']",1
Q8ZRY1,68,"['Citrate lyase alpha chain', 'Citrase alpha chain', 'Citrate (pro-3S)-lyase alpha chain', 'Citrate CoA-transferase subunit']","Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citF2', 'STM0061']",1
Q8ZQ14,69,['3-oxoacyl-[acyl-carrier-protein] synthase 2'],"Oligomer with a subunit composition of (alpha,beta,gamma)6.","['fabF', 'STM1197']",1
Q8ZPL9,70,['Adenosine deaminase'],"Oligomer with a subunit composition of (alpha,beta,gamma)6.","['add', 'STM1463']",1
Q8ZR11,71,"['Citrate lyase subunit beta', 'Citrate (pro-3S)-lyase subunit beta', 'Citryl-CoA lyase subunit']","Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citE', 'STM0622']",1
Q7CR91,72,['Citrate lyase acyl carrier protein 2'],"Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citD2', 'STM0059']",1
Q8ZR12,73,"['Citrate lyase alpha chain', 'Citrase alpha chain', 'Citrate (pro-3S)-lyase alpha chain', 'Citrate CoA-transferase subunit']","Oligomer with a subunit composition of (alpha,beta,gamma)6.","['citF', 'STM0621']",1
Q7CQR1,74,['aminodeoxychorismate lyase'],Homodimer.,"['pabC', 'STM1198']",2
P04285,75,['Oligopeptide transport ATP-binding protein OppD'],Homodimer.,"['oppD', 'STM1743']",2
P06193,76,"['Aminodeoxychorismate synthase component 2', '4-amino-4-deoxychorismate synthase component 2', 'Aminodeoxychorismate synthase, glutamine amidotransferase component']",Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['pabA', 'STM3469']",1
P08007,77,['Oligopeptide transport ATP-binding protein OppF'],Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['oppF', 'STM1742']",1
Q8ZR13,78,['Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase'],Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['citX', 'STM0620']",1
Q8ZR15,79,"['DASS family, citrate:succinate transport (Antiport) protein']",Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['citT', 'STM0618']",1
P12680,80,['Aminodeoxychorismate synthase component 1'],Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['pabB', 'STM1824']",1
P63798,81,"['Cardiolipin synthase A', 'CL synthase']",Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['clsA', 'cls', 'STM1739']",1
P08005,82,['Oligopeptide transport system permease protein OppB'],Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['oppB', 'STM1745']",1
P08006,83,['Oligopeptide transport system permease protein OppC'],Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['oppC', 'STM1744']",1
Q7CPH2,84,['NCS2 family purine/xanthine transport protein'],Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['yicE', 'STM3747']",1
Q8ZQP4,85,"['Cardiolipin synthase B', 'CL synthase']",Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['clsB', 'ybhO', 'STM0812']",1
Q8ZP68,86,['Periplasmic murein tripeptide transport protein'],Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity).,"['mppA', 'STM1679']",1
P0A1V4,87,"['Adenylate kinase', 'AK', 'ATP-AMP transphosphorylase', 'ATP:AMP phosphotransferase', 'Adenylate monophosphate kinase']",Monomer.,"['adk', 'STM0488']",1
Q8ZRS4,88,['S-adenosylmethionine decarboxylase proenzyme'],Heterooctamer of four alpha and four beta chains arranged as a tetramer of alpha/beta heterodimers.,"['speD', 'STM0165']",1
Q8ZP18,89,['Resistance protein MccF'],Heterooctamer of four alpha and four beta chains arranged as a tetramer of alpha/beta heterodimers.,"['ycgQ', 'STM1800']",1
Q8ZPK5,90,['Voltage-gated ClC-type chloride channel ClcB'],Heterooctamer of four alpha and four beta chains arranged as a tetramer of alpha/beta heterodimers.,"['clcB', 'STM1490']",1
P0A1A7,91,"['Adenylate cyclase', 'ATP pyrophosphate-lyase', 'Adenylyl cyclase']",Heterooctamer of four alpha and four beta chains arranged as a tetramer of alpha/beta heterodimers.,"['cyaA', 'cya', 'STM3939', 'STMD1.50']",1
Q8ZRP8,92,['H(+)/Cl(-) exchange transporter ClcA'],Homodimer.,"['clcA', 'eriC', 'STM0203']",2
Q8ZRY7,93,['Non-specific ribonucleoside hydrolase RihC'],Homodimer.,"['rihC', 'STM0051']",2
Q8ZK23,94,['5-keto-D-gluconate-5-reductase'],Homodimer.,"['idnO', 'STM4483']",2
Q8ZNA0,95,['Nucleoside permease'],Homodimer.,"['nupC', 'STM2409']",2
Q8ZK24,96,['GntP family L-idonate transport protein'],Homodimer.,"['idnT', 'STM4482']",2
P0A2R8,97,['Magnesium transport protein CorA'],"Homopentamer. In the absence of Mg(2+), interactions between subunits are weakened, and dimers, trimers and tetramers can be observed in vitro (By similarity). Homotetramer (PubMed:15231793).","['corA', 'STM3952', 'STMD1.38']",4
Q8ZM38,98,['Nucleoside permease NupG'],"Homopentamer. In the absence of Mg(2+), interactions between subunits are weakened, and dimers, trimers and tetramers can be observed in vitro (By similarity). Homotetramer (PubMed:15231793).","['nupG', 'STM3113']",4
P63359,99,['ATP-dependent lipid A-core flippase'],Homodimer.,"['msbA', 'STM0984']",2
P60217,100,"[""5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase"", ""5'-deoxyadenosine nucleosidase""]",Homodimer.,"['mtnN', 'mtn', 'STM0207']",2
Q8ZN95,101,['MFS superfamily xanthosine permease'],Homodimer.,"['xapB', 'STM2421']",2
P0A261,102,['Nucleoside-specific channel-forming protein Tsx'],Homodimer.,"['tsx', 'STM0413']",2
Q8ZLS1,103,['Arabinose 5-phosphate isomerase KdsD'],Homotetramer.,"['kdsD', 'STM3315']",4
P0A6B1,104,"['Acyl carrier protein', 'ACP', 'Cytosolic-activating factor', 'CAF', 'Fatty acid synthase acyl carrier protein']",Homotetramer.,"['acpP', 'STM1196']",4
Q8ZQ10,105,['Outer membrane receptor for Fe(III)-coprogen'],Homotetramer.,"['fhuE', 'STM1204']",4
P63351,106,['Vitamin B12 import ATP-binding protein BtuD'],"The complex is composed of two ATP-binding proteins (BtuD), two transmembrane proteins (BtuC) and a solute-binding protein (BtuF).","['btuD', 'STM1342']",1
P33771,107,['Oxygen-dependent coproporphyrinogen-III oxidase'],Homodimer.,"['hemF', 'STM2451']",2
Q8ZPS8,108,['Vitamin B12 import system permease protein BtuC'],"The complex is composed of two ATP-binding proteins (BtuD), two transmembrane proteins (BtuC) and a solute-binding protein (BtuF).","['btuC', 'STM1340']",1
P26613,109,['Cytoplasmic alpha-amylase'],Monomer.,"['amyA', 'STM1963']",1
Q8ZRP7,110,['Vitamin B12-binding protein'],"The complex is composed of two ATP-binding proteins (BtuD), two transmembrane proteins (BtuC) and a solute-binding protein (BtuF).","['btuF', 'STM0206']",1
P0A1E1,111,"['Oxygen-independent coproporphyrinogen III oxidase', 'CPO']",Monomer.,"['hemN', 'STM4004']",1
Q7CPS6,112,['Biopolymer transport protein ExbD'],The accessory proteins ExbB and ExbD seem to form a complex with TonB.,"['exbD', 'STM3158']",1
Q8ZL87,113,['Alpha-amylase'],The accessory proteins ExbB and ExbD seem to form a complex with TonB.,"['malS', 'STM3664']",1
P0A1H7,114,['Biopolymer transport protein ExbB'],The accessory proteins ExbB and ExbD seem to form a complex with TonB.,"['exbB', 'STM3159']",1
Q8ZRX3,115,['L-carnitine CoA-transferase'],Homodimer.,"['caiB', 'STM0072']",2
Q8ZRX4,116,['Crotonobetaine/carnitine--CoA ligase'],Homodimer.,"['caiC', 'STM0071']",2
P25945,117,['Protein TonB'],Homodimer. Forms a complex with the accessory proteins ExbB and ExbD (By similarity).,"['tonB', 'STM1737']",2
Q8ZRX5,118,['Carnitinyl-CoA dehydratase'],Homodimer. Forms a complex with the accessory proteins ExbB and ExbD (By similarity).,"['caiD', 'STM0070']",2
Q8ZMM1,119,['4-aminobutyrate aminotransferase'],Homodimer. Forms a complex with the accessory proteins ExbB and ExbD (By similarity).,"['gabT', 'STM2792']",2
P37409,120,"['Vitamin B12 transporter BtuB', 'Cobalamin receptor', 'Outer membrane cobalamin translocator']",Homodimer. Forms a complex with the accessory proteins ExbB and ExbD (By similarity).,"['btuB', 'STM4130']",2
Q8ZPC9,121,"['Gamma-aminobutyraldehyde dehydrogenase', 'ABALDH', '1-pyrroline dehydrogenase', '4-aminobutanal dehydrogenase', '5-aminopentanal dehydrogenase']",Homotetramer.,"['patD', 'STM1597']",4
Q7CPS2,122,"['ADP-ribose pyrophosphatase', 'ADP-ribose diphosphatase', 'ADP-ribose phosphohydrolase', 'Adenosine diphosphoribose pyrophosphatase']",Homodimer.,"['yqiE', 'STM3185']",2
Q8ZMM0,123,['RpoS dependent gamma-aminobutyrate transport protein'],Homodimer.,"['gabP', 'STM2793']",2
Q8ZRA2,124,"['Adenine phosphoribosyltransferase', 'APRT']",Homodimer.,"['apt', 'STM0483']",2
Q8ZP45,125,['Aldehyde-alcohol dehydrogenase'],Homodimer.,"['adhE', 'STM1749']",2
Q8ZML1,126,['Glycine betaine/proline betaine-binding periplasmic protein'],"The complex is composed of two ATP-binding proteins (ProV), two transmembrane proteins (ProW) and a solute-binding protein (ProX).","['proX', 'STM2811']",1
P63889,127,"['Adenylyl-sulfate kinase', 'APS kinase', ""ATP adenosine-5'-phosphosulfate 3'-phosphotransferase"", ""Adenosine-5'-phosphosulfate kinase""]","The complex is composed of two ATP-binding proteins (ProV), two transmembrane proteins (ProW) and a solute-binding protein (ProX).","['cysC', 'STM2933']",1
P17328,128,['Glycine betaine/proline betaine transport system ATP-binding protein ProV'],"The complex is composed of two ATP-binding proteins (ProV), two transmembrane proteins (ProW) and a solute-binding protein (ProX).","['proV', 'STM2809']",1
P17327,129,['Glycine betaine/proline betaine transport system permease protein ProW'],"The complex is composed of two ATP-binding proteins (ProV), two transmembrane proteins (ProW) and a solute-binding protein (ProX).","['proW', 'STM2810']",1
Q8ZPZ6,130,"['Adenylosuccinate lyase', 'ASL']",Homotetramer. Residues from neighboring subunits contribute catalytic and substrate-binding residues to each active site.,"['purB', 'STM1232']",4
P41793,131,['Acetaldehyde dehydrogenase (acetylating) EutE'],"Interacts with EutS, which targets it to the interior of the BMC.","['eutE', 'STM2463']",1
P65882,132,[],"Interacts with EutS, which targets it to the interior of the BMC.",[],1
P40862,133,['Proline/betaine transporter'],"Interacts with EutS, which targets it to the interior of the BMC.","['proP', 'STM4290']",1
Q8ZRX1,134,['L-carnitine/gamma-butyrobetaine antiporter'],Homotrimer.,"['caiT', 'STM0074']",3
Q8ZQX8,135,['N-acetylglucosamine-6-phosphate deacetylase'],Homotrimer.,"['nagA', 'STM0683']",3
P0CL03,136,"['1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD']",Homotrimer.,"['ampD', 'STM0146']",3
O68883,137,['Citrate synthase'],Homohexamer.,"['gltA', 'STM0730']",6
Q8ZMB9,138,['N-acetylmuramoyl-L-alanine amidase'],Homohexamer.,"['amiC', 'STM2991']",6
P33772,139,['N-acetylmuramoyl-L-alanine amidase AmiA'],Homohexamer.,"['amiA', 'STM2450']",6
P65921,140,"['CTP synthase', ""Cytidine 5'-triphosphate synthase"", 'Cytidine triphosphate synthetase']",Homotetramer.,"['pyrG', 'STM2953']",4
Q8ZRS2,141,"['Multicopper oxidase CueO', 'MCO', 'Copper efflux oxidase', 'Cu efflux oxidase', 'Cuprous oxidase']",Monomer.,"['cueO', 'cuiD', 'STM0168']",1
Q9AG04,142,['IS2 orf2'],Monomer.,"['S0001', 'pWR501_0001']",1
P26366,143,['N-acetylmuramoyl-L-alanine amidase AmiB'],Monomer.,"['amiB', 'STM4358']",1
Q8ZQ06,144,"['Beta-hexosaminidase', 'Beta-N-acetylhexosaminidase', 'N-acetyl-beta-glucosaminidase']",Monomer.,"['nagZ', 'STM1209']",1
Q05599,145,"['Bifunctional adenosylcobalamin biosynthesis protein CobU', 'Adenosylcobinamide kinase', 'Adenosylcobinamide-phosphate guanylyltransferase']",Homotrimer.,"['cobU', 'STM2018']",3
Q8ZR95,146,"['Copper-exporting P-type ATPase', 'Copper-exporting P-type ATPase A', 'Cu(+)-exporting ATPase', 'Soluble copper chaperone CopA(Z)']",Homotrimer.,"['copA', 'STM0498']",3
Q8ZRC2,147,"['MFS family, muropeptide transporter']",Homotrimer.,"['ampG', 'STM0444']",3
P67912,148,['ADP-L-glycero-D-manno-heptose-6-epimerase'],Homopentamer.,"['hldD', 'rfaD', 'STM3710']",5
Q8ZRG7,149,['Cation transport ATPase'],Homopentamer.,[],5
P0A1C3,150,['Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accA', 'STM0232']",1
P60656,151,['Agmatinase'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['speB', 'STM3078']",1
Q7CPM1,152,['Biotin carboxyl carrier protein of acetyl-CoA carboxylase'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accB', 'STM3379']",1
P64251,153,['Thiosulfate sulfurtransferase GlpE'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['glpE', 'STM3525']",1
P0A257,154,['1-acyl-sn-glycerol-3-phosphate acyltransferase'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['plsC', 'parF', 'STM3173']",1
Q8ZP62,155,['Phage shock protein'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['pspE', 'STM1686']",1
Q7CPM0,156,['Biotin carboxylase'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['accC', 'STM3380']",1
Q8ZKL8,157,"['N-acetyl-gamma-glutamyl-phosphate reductase', 'AGPR']","Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['argC', 'STM4121']",1
Q7CQ41,158,['Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accD', 'STM2366']",1
P18949,159,"['Cystathionine beta-lyase', 'CBL', 'Beta-cystathionase', 'Cysteine lyase', 'Cysteine-S-conjugate beta-lyase']",Homotetramer.,"['metC', 'STM3161']",4
P26978,160,['Bifunctional purine biosynthesis protein PurH'],Homotetramer.,"['purH', 'STM4176', 'STMF1.30']",4
Q8ZKF6,161,"['Acetyl-coenzyme A synthetase', 'Acetate--CoA ligase', 'Acyl-activating enzyme']",Monomer.,"['acs', 'STM4275']",1
Q8ZR71,162,"['N5-carboxyaminoimidazole ribonucleotide synthase', 'N5-CAIR synthase']",Homodimer.,"['purK', 'STM0533']",2
P0A1E3,163,"['Cysteine synthase A', 'CSase A', 'O-acetylserine (thiol)-lyase A', 'OAS-TL A', 'O-acetylserine sulfhydrylase A']","Part of the cysteine synthase complex formed at a ratio of 2 copies of this protein and 1 copy of serine acetyltransferase (cysE). The complex reversibly dissociates in the presence of O-acetyl-L-serine but in the absence of hydrogen sulfide (PubMed:4977445). Homodimer (PubMed:10452898, PubMed:11023792, PubMed:9761678).","['cysK', 'STM2430']",2
Q8ZR70,164,"['N5-carboxyaminoimidazole ribonucleotide mutase', 'N5-CAIR mutase']","Part of the cysteine synthase complex formed at a ratio of 2 copies of this protein and 1 copy of serine acetyltransferase (cysE). The complex reversibly dissociates in the presence of O-acetyl-L-serine but in the absence of hydrogen sulfide (PubMed:4977445). Homodimer (PubMed:10452898, PubMed:11023792, PubMed:9761678).","['purE', 'STM0534']",2
