,UniProtID,proteinNames,txt_subunit,geneNames
110,Q0WA46,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
111,Q0WGE8,['N-acetyl-D-glucosamine kinase'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['nagK', 'YPO1629', 'y1788', 'YP_1758']"
112,Q0WFL0,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
113,Q0WAE4,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
114,Q7CJA4,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
115,Q0WAA4,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
116,Q7CJU2,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
117,Q74PS5,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
118,Q7CJ18,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
119,Q7CLA8,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
120,Q7CJF8,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
121,Q0WFD6,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
122,Q7CJF6,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
123,Q0WCT0,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
124,Q0WA89,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
125,Q7CLC8,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['glpF', 'YPO0091', 'EGX46_21370']"
126,Q0WI22,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
127,Q0WKN3,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
128,Q7CIJ3,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
129,Q7CH86,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
130,Q0WEM7,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
131,Q7CH87,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
132,Q7CG09,[],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).",[]
133,Q7CHW4,"['Formate-dependent phosphoribosylglycinamide formyltransferase', ""5'-phosphoribosylglycinamide transformylase 2"", 'Formate-dependent GAR transformylase', 'GAR transformylase 2', 'GART 2', 'Non-folate glycinamide ribonucleotide transformylase', 'Phosphoribosylglycinamide formyltransferase 2']",Homodimer.,"['purT', 'YPO1775', 'y2533', 'YP_1618']"
134,Q0WKT9,[],Homodimer.,[]
135,Q0WID4,[],Homodimer.,[]
136,Q0WDW1,[],Homodimer.,[]
137,Q0WID5,[],Homodimer.,[]
138,Q0WH03,[],Homodimer.,[]
139,Q0WID3,[],Homodimer.,[]
140,Q0WAF5,[],Homodimer.,[]
141,Q7CKA0,[],Homodimer.,[]
142,Q7CKC3,[],Homodimer.,[]
143,Q0W9W0,[],Homodimer.,[]
144,Q7CHV1,"['PTS system, mannose-specific IID component']",Homodimer.,"['gptB', 'manZ', 'ptsM', 'YPO1756']"
145,Q0WG32,[],Homodimer.,[]
146,Q0W9W1,[],Homodimer.,[]
147,Q7CHV2,[],Homodimer.,[]
148,Q0WBP3,[],Homodimer.,[]
149,Q0WJ16,[],Homodimer.,[]
150,Q0WHX0,[],Homodimer.,[]
151,Q0WDR8,['Glutamate/aspartate transport system permease'],Homodimer.,"['gltJ', 'YPO2614']"
152,Q0WCQ0,[],Homodimer.,[]
153,Q0WBL8,[],Homodimer.,[]
154,Q0WCP4,[],Homodimer.,[]
155,Q7CJV1,['Glutamate/aspartate transport ATP-binding protein'],Homodimer.,"['gltL', 'YPO2612']"
156,Q7CJV0,[],Homodimer.,[]
157,Q0WD33,[],Homodimer.,[]
158,Q0WC42,[],Homodimer.,[]
159,Q0WGI0,[],Homodimer.,[]
160,Q0WGN1,[],Homodimer.,[]
161,Q0WA87,[],Homodimer.,[]
162,Q7CJU9,[],Homodimer.,[]
163,Q7CFZ2,[],Homodimer.,[]
164,Q0WE15,[],Homodimer.,[]
165,Q0WAI3,[],Homodimer.,[]
166,Q0WB65,[],Homodimer.,[]
167,Q0WB64,[],Homodimer.,[]
168,Q0WED9,[],Homodimer.,[]
169,Q7CLD9,[],Homodimer.,[]
170,Q7CIL5,[],Homodimer.,[]
171,Q7CHG3,[],Homodimer.,[]
172,Q7CKE2,[],Homodimer.,[]
173,Q7CLB8,[],Homodimer.,[]
174,Q0WJK7,[],Homodimer.,[]
175,Q7CK02,[],Homodimer.,[]
176,Q0WFI7,[],Homodimer.,[]
177,Q0WA41,[],Homodimer.,[]
178,Q0WCD9,[],Homodimer.,[]
179,Q0WCX9,[],Homodimer.,[]
180,Q7CL18,[],Homodimer.,[]
181,Q0WIA6,[],Homodimer.,[]
182,Q0WDI1,[],Homodimer.,[]
183,Q0WGR7,[],Homodimer.,[]
184,Q0WEU4,[],Homodimer.,[]
185,Q0WJW2,"['Aspartate ammonia-lyase', 'Aspartase']",Homodimer.,"['aspA', 'YPO0348']"
186,Q0WK55,[],Homodimer.,[]
187,Q7CJK2,[],Homodimer.,[]
188,Q0WKC3,[],Homodimer.,[]
189,Q0WC61,[],Homodimer.,[]
190,Q0WBN8,['Hypoxanthine phosphoribosyltransferase'],Homodimer.,"['b0125', 'hpt', 'YPO3408', 'EGX46_18465']"
191,Q0WA26,[],Homodimer.,[]
192,Q0WJ87,[],Homodimer.,[]
193,Q0WK57,[],Homodimer.,[]
194,Q0WGY2,[],Homodimer.,[]
195,Q7CJ20,[],Homodimer.,[]
196,Q7CKP5,['4-hydroxybenzoate octaprenyltransferase'],Homodimer.,"['ubiA', 'YPO0311', 'y0569', 'YP_0467']"
197,Q7CHW3,[],Homodimer.,[]
198,Q7CKM9,[],Homodimer.,[]
199,Q0WBN9,[],Homodimer.,[]
200,Q7CKS7,[],Homodimer.,[]
201,Q0WH05,[],Homodimer.,[]
202,Q0WKD3,[],Homodimer.,"['pabA', 'YPO0169', 'EGX46_20530']"
203,Q0WCB5,"['Protoheme IX farnesyltransferase', 'Heme B farnesyltransferase', 'Heme O synthase']",Homodimer.,"['cyoE', 'YPO3168', 'y1018', 'YP_0763']"
204,Q0WCT7,[],Homodimer.,[]
205,Q0WCG2,[],Homodimer.,[]
206,Q0WBN4,[],Homodimer.,[]
207,Q0WAG2,[],Homodimer.,[]
208,Q0WFA3,[],Homodimer.,[]
209,Q7CK54,[],Homodimer.,[]
210,Q0WCJ8,[],Homodimer.,[]
211,Q7CJF1,[],Homodimer.,[]
212,Q0WDB7,['Histidine-binding periplasmic protein'],Homodimer.,"['hisJ', 'YPO2774']"
213,Q0WEA2,[],Homodimer.,[]
214,Q9ZC67,"['Arginine N-succinyltransferase', 'AST']",Homodimer.,"['astA', 'YPO1963', 'y2348', 'YP_1708']"
215,Q0WGM4,[],Homodimer.,[]
216,Q0WGM3,[],Homodimer.,[]
217,Q0WBR1,[],Homodimer.,[]
218,Q0WGM6,[],Homodimer.,[]
219,Q7CGI6,[],Homodimer.,[]
220,Q0WIZ0,['Biopolymer transport protein ExbB'],The accessory proteins ExbB and ExbD seem to form a complex with TonB.,[]
221,Q7CIM7,[],The accessory proteins ExbB and ExbD seem to form a complex with TonB.,[]
222,Q0W9R7,[],The accessory proteins ExbB and ExbD seem to form a complex with TonB.,[]
223,Q7CFM3,"['ATP synthase subunit a', 'ATP synthase F0 sector subunit a', 'F-ATPase subunit 6']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpB', 'YPO4127', 'y4141', 'YP_4034']"
224,Q0W9R1,[],"F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.",[]
225,Q7CFM4,"['ATP synthase subunit b', 'ATP synthase F(0) sector subunit b', 'ATPase subunit I', 'F-type ATPase subunit b', 'F-ATPase subunit b']","F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpF', 'YPO4125', 'y4139', 'YP_4032']"
226,Q0WD25,[],"F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.",[]
227,Q0W9R4,[],"F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.",[]
228,Q7CFM8,"['ATP synthase subunit beta', 'ATP synthase F1 sector subunit beta', 'F-ATPase subunit beta']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpD', 'YPO4121', 'y4135', 'YP_4028']"
229,Q7CFW6,[],"F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.",[]
230,Q0WCF7,[],"F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.",[]
231,Q0WAG1,[],"F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.",[]
232,Q7CFM5,"['ATP synthase subunit delta', 'ATP synthase F(1) sector subunit delta', 'F-type ATPase subunit delta', 'F-ATPase subunit delta']","F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.","['atpH', 'YPO4124', 'y4138', 'YP_4031']"
233,Q0W9Q9,[],"F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains.",[]
234,Q7CIR8,"['Pyridoxal kinase PdxY', 'PL kinase']",Homodimer.,"['pdxY', 'YPO2368', 'y1967', 'YP_2154']"
235,Q0W9R5,[],Homodimer.,[]
236,Q0WBT1,[],Homodimer.,[]
237,Q7CJL4,[],Homodimer.,[]
238,Q0WGE1,[],Homodimer.,[]
239,Q0WHN3,[],Homodimer.,[]
240,Q7CKX7,[],Homodimer.,[]
241,Q7CKD7,[],Homodimer.,[]
242,Q74RZ7,[],Homodimer.,[]
243,Q0WJT2,[],Homodimer.,[]
244,Q0WHH1,['Hydroxypyruvate isomerase'],Homodimer.,"['YPO1238', 'EGX46_08025']"
245,Q7CJU3,[],Homodimer.,[]
246,Q7CH65,['Biotin synthase'],Homodimer.,"['bioB', 'YPO1151', 'y3031', 'YP_1009']"
247,Q0WJK6,[],Homodimer.,[]
248,Q0WAT1,[],Homodimer.,[]
249,Q7CKE8,[],Homodimer.,[]
250,Q0WGM5,[],Homodimer.,[]
251,Q0WI21,[],Homodimer.,[]
252,Q74PI5,['Aliphatic sulfonates import ATP-binding protein SsuB'],"The complex is composed of two ATP-binding proteins (SsuB), two transmembrane proteins (SsuC) and a solute-binding protein (SsuA).","['ssuB', 'YPO3627', 'y0242', 'YP_3920']"
253,Q0WGD6,[],"The complex is composed of two ATP-binding proteins (SsuB), two transmembrane proteins (SsuC) and a solute-binding protein (SsuA).",[]
254,Q0WB29,[],"The complex is composed of two ATP-binding proteins (SsuB), two transmembrane proteins (SsuC) and a solute-binding protein (SsuA).",[]
255,Q0WDZ8,[],"The complex is composed of two ATP-binding proteins (SsuB), two transmembrane proteins (SsuC) and a solute-binding protein (SsuA).",[]
256,Q7CL45,[],"The complex is composed of two ATP-binding proteins (SsuB), two transmembrane proteins (SsuC) and a solute-binding protein (SsuA).",[]
