metname,inchikey
fpram,PMCOGCVKOAOZQM-ZRTZXPPTSA-M
hexdp,NGFSMHKFTZROKJ-MMSZMYIBSA-K
ser__D,MTCFGRXMJLQNBG-UWTATZPHSA-N
2mop,VOKUMXABRRXHAR-UHFFFAOYSA-M
prolb,CMUNUTVVOOHQPW-LURJTMIESA-N
dkmpp,HKEAOVFNWRDVAJ-UHFFFAOYSA-L
g6p,NBSCHQHZLSJFNQ-GASJEMHNSA-L
inospp1,NA
chol,OEYIOHPDSNJKLS-UHFFFAOYSA-N
ala_L_phe__L,OMNVYXHOSHNURL-WPRPVWTQSA-N
10fthf,AUFGTPPARQZWDO-YPMHNXCESA-L
2ahbut,VUQLHQFKACOHNZ-LURJTMIESA-M
nona,FBUKVWPVBMHYJY-UHFFFAOYSA-M
trans_dd2coa,IRFYVBULXZMEDE-DEEZISNZSA-J
cpppg3,NIUVHXTXUXOFEB-UHFFFAOYSA-J
uagmda,PNWZQTONLRRPST-KLDRQJOASA-J
g1p,HXXFSFRBOHSIMQ-GASJEMHNSA-L
ribflv,AUNGANRZJHBGPY-SCRDCRAPSA-M
val__L,KZSNJWFQEVHDMF-BYPYZUCNSA-N
5aizc,XFVULMDJZXYMSG-ZIYNGMLESA-L
4mop,BKAJNAXTPSGJCU-UHFFFAOYSA-M
chitob,CDOJPCSDOXYJJF-CBTAGEKQSA-N
2ddg6p,OVPRPPOVAXRCED-WVZVXSGGSA-K
dcamp,OFBHPPMPBOJXRT-DPXQIYNJSA-J
2ahhmd,FCQGJGLSOWZZON-UHFFFAOYSA-L
3c4mop,HIIZAGQWABAMRR-BYPYZUCNSA-L
hemeC,NA
glcur,AEMOLEFTQBMNLQ-AQKNRBDQSA-M
hdcoa,NA
gsn,NYHBQMYGNKIUIF-UUOKFMHZSA-N
sbt__D,FBPFZTCFMRRESA-JGWLITMVSA-N
dtmp,GYOZYWVXFNDGLU-XLPZGREQSA-L
galt1p,GACTWZZMVMUKNG-DPYQTVNSSA-L
rbl__D,ZAQJHHRNXZUBTE-NQXXGFSBSA-N
5d4dglcr,QUURPCHWPQNNGL-ZAFYKAAXSA-L
ptdca,NA
sl26da,GLXUWZBUPATPBR-BQBZGAKWSA-L
h2o,XLYOFNOQVPJJNP-UHFFFAOYSA-N
forglu,NRXIKWMTVXPVEF-BYPYZUCNSA-M
acg5p,FCVIHFVSXHOPSW-YFKPBYRVSA-K
pppi,UNXRWKVEANCORM-UHFFFAOYSA-I
thr__L,AYFVYJQAPQTCCC-GBXIJSLDSA-N
citr__L,RHGKLRLOHDJJDR-BYPYZUCNSA-N
acamoxm,RVHKMLVNOXVQRH-LURJTMIESA-L
aspsa,HOSWPDPVFBCLSY-VKHMYHEASA-N
dump,JSRLJPSBLDHEIO-SHYZEUOFSA-L
nad,BAWFJGJZGIEFAR-NNYOXOHSSA-M
malthx,OCIBBXPLUVYKCH-QXVNYKTNSA-N
amob,UOKVQQMBGVMXPU-CJPDYEHRSA-N
g15lac,PHOQVHQSTUBQQK-SQOUGZDYSA-N
hqn,QIGBRXMKCJKVMJ-UHFFFAOYSA-N
alac__S,NMDWGEGFJUBKLB-YFKPBYRVSA-M
3ump,FOGRQMPFHUHIGU-XVFCMESISA-L
pphn,FPWMCUPFBRFMLH-XGAOUMNUSA-L
pydx5p,NGVDGCNFYWLIFO-UHFFFAOYSA-L
3odcoa,AZCVXMAPLHSIKY-HSJNEKGZSA-J
cro4,ZCDOYSPFYFSLEW-UHFFFAOYSA-N
hg2,BQPIGGFYSBELGY-UHFFFAOYSA-N
ser_L_phe__L,PPQRSMGDOHLTBE-UWVGGRQHSA-N
dgdp,CIKGWCTVFSRMJU-KVQBGUIXSA-K
sucsal,UIUJIQZEACWQSV-UHFFFAOYSA-M
thmmp,HZSAJDVWZRBGIF-UHFFFAOYSA-M
met_L_met__L,ZYTPOUNUXRBYGW-YUMQZZPRSA-N
xylu__D,ZAQJHHRNXZUBTE-WUJLRWPWSA-N
mbdg,NA
fa1coa,NA
dcal,KSMVZQYAVGTKIV-UHFFFAOYSA-N
2h3opp,QWBAFPFNGRFSFB-UHFFFAOYSA-M
tartr__M,FEWJPZIEWOKRBE-XIXRPRMCSA-L
26dap_LL,GMKMEZVLHJARHF-WHFBIAKZSA-N
13dpg,LJQLQCAXBUHEAZ-UWTATZPHSA-J
ala_L_leu__L,RDIKFPRVLJLMER-BQBZGAKWSA-N
5mdru1p,CNSJRYUMVMWNMC-RITPCOANSA-L
arsni2,NA
ppal,NBBJYMSMWIIQGU-UHFFFAOYSA-N
cytd,UHDGCWIWMRVCDJ-XVFCMESISA-N
s,NINIDFKCEFEMDL-UHFFFAOYSA-N
cbp,FFQKYPRQEYGKAF-UHFFFAOYSA-L
gthrd,RWSXRVCMGQZWBV-WDSKDSINSA-M
glygly,YMAWOPBAYDPSLA-UHFFFAOYSA-N
udpglcur,HDYANYHVCAPMJV-LXQIFKJMSA-K
cit,KRKNYBCHXYNGOX-UHFFFAOYSA-K
arsna,NA
3amba,OQEBBZSWEGYTPG-UHFFFAOYSA-N
fol,OVBPIULPVIDEAO-LBPRGKRZSA-L
spmd,ATHGHQPFGPMSJY-UHFFFAOYSA-Q
dudp,QHWZTVCCBMIIKE-SHYZEUOFSA-K
dhap,GNGACRATGGDKBX-UHFFFAOYSA-L
glcr,DSLZVSRJTYRBFB-LLEIAEIESA-L
hemeA,ZGGYGTCPXNDTRV-ONCSLILDSA-L
glu5sa,KABXUUFDPUOJMW-BYPYZUCNSA-N
3ohcoa,NFOYYXQAVVYWKV-HDRQGHTBSA-J
db4p,OKYHYXLCTGGOLM-UHFFFAOYSA-L
imacp,YCFFMSOLUMRAMD-UHFFFAOYSA-L
acmama,ICMUIFDBEVJCQA-HAFAVUGZSA-M
phom,FXDNYOANAXWZHG-VKHMYHEASA-L
ectoine,WQXNXVUDBPYKBA-YFKPBYRVSA-N
prbatp,RKNHJBVBFHDXGR-KEOHHSTQSA-H
ocdcea,ZQPPMHVWECSIRJ-KTKRTIGZSA-M
3otdcoa,IQNFBGHLIVBNOU-QSGBVPJFSA-J
galt,FBPFZTCFMRRESA-GUCUJZIJSA-N
ala_L_ser__L,IPWKGIFRRBGCJO-IMJSIDKUSA-N
fgam,VDXLUNDMVKSKHO-ZRTZXPPTSA-L
hexs,NA
g3p,LXJXRIRHZLFYRP-VKHMYHEASA-L
4ahmmp,VUTBELPREDJDDH-UHFFFAOYSA-N
cys__L,XUJNEKJLAYXESH-REOHCLBHSA-N
cdpdag_BS,NA
tcggrpp,NA
oxglyc,RMHHUKGVZFVHED-UHFFFAOYSA-L
srch,KWIZRXMMFRBUML-AHGFGAHVSA-F
man,WQZGKKKJIJFFOK-QTVWNMPRSA-N
subtilisin,NA
fmn,ANKZYBDXHMZBDK-SCRDCRAPSA-K
fru,RFSUNEUAIZKAJO-VRPWFDPXSA-N
3hocoa,ATVGTMKWKDUCMS-OTOYJEMWSA-J
ribflvRD,SGSVWAYHEWEQET-SCRDCRAPSA-N
hepdp,LSJLEXWXRKTZAJ-YUIIPXGZSA-K
ferrich,NA
djenk,JMQMNWIBUCGUDO-WHFBIAKZSA-N
hdca,IPCSVZSSVZVIGE-UHFFFAOYSA-M
man1p,HXXFSFRBOHSIMQ-RWOPYEJCSA-L
ctbt,GUYHPGUANSLONG-SNAWJCMRSA-N
ala_L_asn__L,CCUAQNUWXLYFRA-IMJSIDKUSA-N
ptal,HGBOYTHUEUWSSQ-UHFFFAOYSA-N
gtp,XKMLYUALXHKNFT-UUOKFMHZSA-J
ivcoa,UYVZIWWBJMYRCD-ZMHDXICWSA-J
ttdca,NA
4pasp,IXZNKTPIYKDIGG-REOHCLBHSA-L
idp,JPXZQMKKFWMMGK-KQYNXXCUSA-K
14bxyl,NA
5dh4dglcn,IMUGYKFHMJLTOU-UCORVYFPSA-M
acser,VZXPDPZARILFQX-BYPYZUCNSA-N
dhf,OZRNSSUDZOLUSN-LBPRGKRZSA-L
glyc__R,RBNPOMFGQQGHHO-UWTATZPHSA-M
fmnRD,NA
glycogen,NA
gmp,RQFCJASXJCIDSX-UUOKFMHZSA-L
cobalt2,XLJKHNWPARRRJB-UHFFFAOYSA-N
g3pe,JZNWSCPGTDBMEW-YFKPBYRVSA-N
ibcoa,AEWHYWSPVRZHCT-NDZSKPAWSA-J
3hmbcoa,PEKYNTFSOBAABV-LQUDNSJZSA-J
maltttr,LUEWUZLMQUOBSB-ZLBHSGTGSA-N
pglyp_BS,NA
raffin,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N
metox__R,NA
skm,JXOHGGNKMLTUBP-HSUXUTPPSA-M
trdcal,BGEHHAVMRVXCGR-UHFFFAOYSA-N
r1p,YXJDFQJKERBOBM-TXICZTDVSA-L
ser_L_ala__L,SSJMZMUVNKEENT-IMJSIDKUSA-N
lald__L,BSABBBMNWQWLLU-VKHMYHEASA-N
xmp,DCTLYFZHFGENCW-UUOKFMHZSA-L
hcys__L,FFFHZYDWPBMWHY-UHFFFAOYSA-N
ocdcal,FWWQKRXKHIRPJY-UHFFFAOYSA-N
hemeD,NA
nadph,ACFIXJIJDZMPPO-NNYOXOHSSA-J
arab__D,SRBFZHDQGSBBOR-ZRMNMSDTSA-N
amet,MEFKEPWMEQBLKI-AIRLBKTGSA-O
acac,WDJHALXBUFZDSR-UHFFFAOYSA-M
trnamet,NA
2ippm,NJMGRJLQRLFQQX-HYXAFXHYSA-L
5aop,ZGXJTSGNIOSYLO-UHFFFAOYSA-N
nmn,DAYLJWODMCOQEW-TURQNECASA-M
2pglyc,ASCFNMCAHFUBCO-UHFFFAOYSA-K
thr_L_phe__L,IQHUITKNHOKGFC-MIMYLULJSA-N
2p4c2me,HTJXTKBIUVFUAR-XHIBXCGHSA-J
5mthf,ZNOVTXRBGFNYRX-STQMWFEESA-L
ppa,NA
g3pg,LLCSXHMJULHSJN-UHFFFAOYSA-M
acmam,NA
2o3mpt,JVQYSWDUAOAHFM-SCSAIBSYSA-M
dc2coa,MGNBGCRQQFMNBM-YJHHLLFWSA-J
arg__L,ODKSFYDXXFIFQN-BYPYZUCNSA-O
td2coa,MBCVYCOKMMMWLX-YYMFEJJQSA-J
dha,RXKJFZQQPQGTFL-UHFFFAOYSA-N
nadp,XJLXINKUBYWONI-NNYOXOHSSA-K
gal1p,HXXFSFRBOHSIMQ-FPRJBGLDSA-L
met_L_tyr__L,PESQCPHRXOFIPX-RYUDHWBXSA-N
eig3p,HFYBTHCYPKEDQQ-RITPCOANSA-L
glutrna,NA
gcald,WGCNASOHLSPBMP-UHFFFAOYSA-N
btn,YBJHBAHKTGYVGT-ZKWXMUAHSA-M
glyc3p,AWUCVROLDVIAJX-GSVOUGTGSA-L
glc__D,WQZGKKKJIJFFOK-GASJEMHNSA-N
uaagmda,OXJNZXDFVLDLEI-MBCYCBSHSA-J
2maacoa,NHNODHRSCRALBF-NQNBQJKNSA-J
met_L_ala__L,NA
ahcys,ZJUKTBDSGOFHSH-WFMPWKQPSA-N
gly_asp__L,SCCPDJAQCXWPTF-VKHMYHEASA-M
gly_tyr__L,NA
k,NPYPAHLBTDXSSS-UHFFFAOYSA-N
3dhq,WVMWZWGZRAXUBK-SYTVJDICSA-M
ala_B,UCMIRNVEIXFBKS-UHFFFAOYSA-N
3amp,LNQVTSROQXJCDD-KQYNXXCUSA-L
thm,MYVIATVLJGTBFV-UHFFFAOYSA-M
ps_BS,NA
chols,WXCQAWGXWVRCGP-UHFFFAOYSA-N
ala_L_val__L,LIWMQSWFLXEGMA-WDSKDSINSA-N
dad_2,OLXZPDWKRNYJJZ-RRKCRQDMSA-N
pencil,NA
ura,ISAKRJDGNUQOIC-UHFFFAOYSA-N
bilea,NA
gdp,QGWNDRXFNXRZMB-UUOKFMHZSA-K
ala__D,QNAYBMKLOCPYGJ-UWTATZPHSA-N
oc2coa,CPSDNAXXKWVYIY-NTLMCJQISA-J
inost,CDAISMWEOUEBRE-GPIVLXJGSA-N
madg,HOVAGTYPODGVJG-ZFYZTMLRSA-N
datp,SUYVUBYJARFZHO-RRKCRQDMSA-J
tsul,DHCDFWKWKRSZHF-UHFFFAOYSA-M
h,GPRLSGONYQIRFK-UHFFFAOYSA-N
ni2,VEQPNABPJHWNSG-UHFFFAOYSA-N
5mtr,ACWASDPGAVYCNI-JKUQZMGJSA-N
dhor__S,UFIVEPVSAGBUSI-REOHCLBHSA-M
fa9coa,NA
4abut,BTCSSZJGUNDROE-UHFFFAOYSA-N
ala_L_glu__L,NA
pser__D,BZQFBWGGLXLEPQ-UWTATZPHSA-L
ru5p__L,FNZLKVNUWIIPSJ-CRCLSJGQSA-L
gly_asn__L,NA
frdp,VWFJDQUYCIWHTN-YFVJMOTDSA-K
udcpp,UFPHFKCTOZIAFY-RDQGWRCRSA-L
tre6p,LABSPYBHMPDTEL-LIZSDCNHSA-L
ser_L_leu__L,NFDYGNFETJVMSE-BQBZGAKWSA-N
2h3k5m,YIEMFVNCENFBSD-XQRVVYSFSA-L
fa3,NA
dann,KCEGBPIYGIWCDH-UHFFFAOYSA-O
36dahx,QKEWQOJCHPFEAF-YFKPBYRVSA-O
arsenb,NA
dtbt,AUTOLBMXDDTRRT-UHFFFAOYSA-M
udcal,KMPQYAYAQWNLME-UHFFFAOYSA-N
2ins,VYEGBDHSGHXOGT-HYFGLKJPSA-N
gly_met__L,PFMUCCYYAAFKTH-YFKPBYRVSA-N
3c3hmp,BITYXLXUCSKTJS-ZETCQYMHSA-L
ala_L_tyr__L,ALZVPLKYDKJKQU-XVKPBYJWSA-N
glyclt,AEMRFAOFKBGASW-UHFFFAOYSA-M
4izp,MYNHYKDPSRPBNZ-UHFFFAOYSA-N
aps,IRLPACMLTUPBCL-KQYNXXCUSA-L
so4,QAOWNCQODCNURD-UHFFFAOYSA-L
zn2,PTFCDOFLOPIGGS-UHFFFAOYSA-N
malt6p,ITPHOIFCAFNCLL-ASMJPISFSA-L
hpdca,NA
ser_L_val__L,ILVGMCVCQBJPSH-WDSKDSINSA-N
uama,NTMMCWJNQNKACG-KBKUWGQMSA-K
ichor,NTGWPRCCOQCMGE-YUMQZZPRSA-L
rbl__L,ZAQJHHRNXZUBTE-UCORVYFPSA-N
dcmp,NCMVOABPESMRCP-SHYZEUOFSA-L
alltn,POJWUDADGALRAB-UHFFFAOYSA-N
h2mb4p,MDSIZRKJVDMQOQ-GORDUTHDSA-K
glyc,PEDCQBHIVMGVHV-UHFFFAOYSA-N
2kmb,SXFSQZDSUWACKX-UHFFFAOYSA-M
5mta,WUUGFSXJNOTRMR-IOSLPCCCSA-N
3c2hmp,RNQHMTFBUSSBJQ-CRCLSJGQSA-L
gly_pro__L,NA
met_L_his__L,MWAYJIAKVUBKKP-IUCAKERBSA-N
acgam,OVRNDRQMDRJTHS-RTRLPJTCSA-N
trp__L,QIVBCDIJIAJPQS-VIFPVBQESA-N
thr_L_gln__L,BWUHENPAEMNGQJ-ZDLURKLDSA-N
acmana,MBLBDJOUHNCFQT-XAMCCFCMSA-N
dhnpt,YQIFAMYNGGOTFB-XINAWCOVSA-N
2dr1p,KBDKAJNTYKVSEK-VPENINKCSA-L
gly_gln__L,PNMUAGGSDZXTHX-BYPYZUCNSA-N
butpi,JSHMCUNOMIZJDJ-UHFFFAOYSA-L
hdd2coa,JUPAQFRKPHPXLD-MSHHSVQMSA-J
imzac,PRJKNHOMHKJCEJ-UHFFFAOYSA-M
urate,LEHOTFFKMJEONL-UHFFFAOYSA-N
hdcea,NA
tyr__L,OUYCCCASQSFEME-QMMMGPOBSA-N
acorn,JRLGPAXAGHMNOL-LURJTMIESA-N
dnad,SENPVEZBRZQVST-HISDBWNOSA-L
cu2,JPVYNHNXODAKFH-UHFFFAOYSA-N
glu1sa,MPUUQNGXJSEWTF-BYPYZUCNSA-N
mnl,FBPFZTCFMRRESA-KVTDHHQDSA-N
mana,RGHNJXZEOKUKBD-MBMOQRBOSA-M
na1,FKNQFGJONOIPTF-UHFFFAOYSA-N
cbasp,HLKXYZVTANABHZ-REOHCLBHSA-L
Larab,NA
hpdcal,NA
ferxa,NA
4mpetz,OCYMERZCMYJQQO-UHFFFAOYSA-L
4abutn,DZQLQEYLEYWJIB-UHFFFAOYSA-O
2ahhmp,NA
fa12coa,NA
grdp,GVVPGTZRZFNKDS-JXMROGBWSA-K
mg2,JLVVSXFLKOJNIY-UHFFFAOYSA-N
fe3,VTLYFUHAOXGGBS-UHFFFAOYSA-N
m12dg_BS,NA
octa,WWZKQHOCKIZLMA-UHFFFAOYSA-M
seln,SPVXKVOXSXTJOY-UHFFFAOYSA-M
ser_L_trp__L,NA
thr_L_thr__L,DSGIVWSDDRDJIO-ZXXMMSQZSA-N
ddca,NA
5aprbu,RQRINYISXYAZKL-RPDRRWSUSA-L
3hbycoa,QHHKKMYHDBRONY-VKBDFPRVSA-J
fa4,NA
glu__L,WHUUTDBJXJRKMK-VKHMYHEASA-M
g6p_B,NBSCHQHZLSJFNQ-VFUOTHLCSA-L
mthgxl,AIJULSRZWUXGPQ-UHFFFAOYSA-N
fa10,NA
25dhpp,NA
fadh2,YPZRHBJKEMOYQH-UYBVJOGSSA-L
isomal,DLRVVLDZNNYCBX-RTPHMHGBSA-N
fa11,NA
utp,PGAVKCOVUIYSFO-XVFCMESISA-J
hx2coa,OINXHIBNZUUIMR-IXUYQXAASA-J
hisp,CWNDERHTHMWBSI-YFKPBYRVSA-M
cdpglyc,HHPOUCCVONEPRK-JBSYKWBFSA-L
hxan,FDGQSTZJBFJUBT-UHFFFAOYSA-N
diasprm,NA
lysylpgly_BS,NA
diact,QSJXEFYPDANLFS-UHFFFAOYSA-N
gly,DHMQDGOQFOQNFH-UHFFFAOYSA-N
alltt,NUCLJNSWZCHRKL-UHFFFAOYSA-M
adn,OIRDTQYFTABQOQ-KQYNXXCUSA-N
ins,UGQMRVRMYYASKQ-KQYNXXCUSA-N
hpal,FXHGMKSSBGDXIY-UHFFFAOYSA-N
tag6p__D,BGWGXPAPYGQALX-OEXCPVAWSA-L
fa10coa,NA
fa12,NA
galctr__D,DSLZVSRJTYRBFB-DUHBMQHGSA-L
prbamp,RTQMRTSPTLIIHM-KEOHHSTQSA-J
maltpt,FTNIPWXXIGNQQF-DWTFCAFKSA-N
air,PDACUKOKVHBVHJ-ZRTZXPPTSA-M
dadp,DAEAPNUQQAICNR-RRKCRQDMSA-K
tre,HDTRYLNUVZCQOY-LIZSDCNHSA-N
acald,IKHGUXGNUITLKF-UHFFFAOYSA-N
pnto__R,GHOKWGTUZJEAQD-ZETCQYMHSA-M
4mhetz,BKAWJIRCKVUVED-UHFFFAOYSA-N
glcurn,UYUXSRADSPPKRZ-SKNVOMKLSA-N
fmettrna,NA
thymd,IQFYYKKMVGJFEH-XLPZGREQSA-N
o2s,OUUQCZGPVNCOIJ-UHFFFAOYSA-M
trdca,SZHOJFHSIKHZHA-UHFFFAOYSA-M
g3pc,SUHOQUVVVLNYQR-MRVPVSSYSA-N
ala_L_Thr__L,NA
ugmda,IMWOXEZVYQDRDF-MCZXNMLPSA-J
mal__D,BJEPYKJPYRNKOW-UWTATZPHSA-L
23dhb,GLDQAMYCGOIJDV-UHFFFAOYSA-M
methf,MEANFMOQMXYMCT-OLZOCXBDSA-M
arab__L,PYMYPHUHKUWMLA-VAYJURFESA-N
12dag3p_BS,NA
mnl1p,GACTWZZMVMUKNG-KVTDHHQDSA-L
mmcoa__S,MZFOKIKEPGUZEN-IBNUZSNCSA-I
12dgr_BS,NA
ile__L,AGPKZVBTJJNPAG-WHFBIAKZSA-N
ptth,ZNXZGRMVNNHPCA-VIFPVBQESA-N
apoACP,NA
suchms,GNISQJGXJIDKDJ-YFKPBYRVSA-M
dcyt,CKTSBUTUHBMZGZ-SHYZEUOFSA-N
3psme,QUTYKIXIUDQOLK-PRJMDXOYSA-J
uamag,OJZCATPXPWFLHF-HPUCEMLMSA-J
gthox,YPZRWBKMTBYPTK-BJDJZHNGSA-L
sbzcoa,AVOVYFCDODUXLY-HSJNEKGZSA-I
hemeO,FISPASSVCDRERW-ARQJTVBPSA-J
amp,UDMBCSSLTHHNCD-KQYNXXCUSA-L
Lcyst,XVOYSCVBGLVSOL-REOHCLBHSA-M
2dmmq7,NA
pan4p,JDMUPRLRUUMCTL-VIFPVBQESA-L
25aics,NAQGHJTUZRHGAC-ZZZDFHIKSA-J
3pg,OSJPPGNTCRNQQC-UWTATZPHSA-K
t12dg_BS,NA
ala_L_gln__L,HJCMDXDYPOUFDY-WHFBIAKZSA-N
tagur,IZSRJDGCGRAUAR-WDCZJNDASA-M
gtca1_45_BS,NA
strcoa,SIARJEKBADXQJG-LFZQUHGESA-J
34hpp,KKADPXVIOXHVKN-UHFFFAOYSA-M
rml1p,KNYGWWDTPGSEPD-OTWZMJIISA-L
micit,HHKPKXCSHMJWCF-WVBDSBKLSA-K
lcts,GUBGYTABKSRVRQ-QKKXKWKRSA-N
focytcc,NA
acg5sa,BCPSFKBPHHBDAI-LURJTMIESA-M
fa6coa,NA
pime,WLJVNTCWHIRURA-UHFFFAOYSA-L
6pthp,WBJZXBUVECZHCE-SCSAIBSYSA-N
4adcho,OIUJHGOLFKDBSU-HTQZYQBOSA-M
pppg9,UHSGPDMIQQYNAX-UHFFFAOYSA-L
g16bp,NA
pep,DTBNBXWJWCWCIK-UHFFFAOYSA-K
ACP,NA
thmpp,AYEKOFBPNLCAJY-UHFFFAOYSA-L
2obut,TYEYBOSBBBHJIV-UHFFFAOYSA-M
ocdca,QIQXTHQIDYTFRH-UHFFFAOYSA-M
fa9,NA
5apru,LZEXYCAGPMYXLX-UMMCILCDSA-L
2ddglcn,WPAMZTWLKIDIOP-WVZVXSGGSA-M
starch,NA
N1aspmd,MQTAVJHICJWXBR-UHFFFAOYSA-P
urcan,LOIYMIARKYCTBW-OWOJBTEDSA-M
ala_L_asp__L,XAEWTDMGFGHWFK-IMJSIDKUSA-M
shcl,OQIIYZQTTMKFAU-ZNLOQLQNSA-G
dgsn,YKBGVTZYEHREMT-KVQBGUIXSA-N
s7p,JDTUMPKOJBQPKX-GBNDHIKLSA-L
23dhmb,JTEYKUFKXGDTEU-VKHMYHEASA-M
occoa,KQMZYOXOBSXMII-CECATXLMSA-J
2me4p,XMWHRVNVKDKBRG-UHNVWZDZSA-L
mso3,AFVFQIVMOAPDHO-UHFFFAOYSA-M
2mbcoa,LYNVNYDEQMMNMZ-XGXNYEOVSA-J
paps,GACDQMDRPRGCTN-KQYNXXCUSA-J
malcoa,LTYOQGRJFJAKNA-DVVLENMVSA-I
anth,RWZYAGGXGHYGMB-UHFFFAOYSA-M
2mahmp,AGQJQCFEPUVXNK-UHFFFAOYSA-K
altrn,RGHNJXZEOKUKBD-AIHAYLRMSA-M
d12dg_BS,NA
mmal,ZIYVHBGGAOATLY-UHFFFAOYSA-L
pram,SKCBPEVYGOQGJN-TXICZTDVSA-M
salcn,NGFMICBWJRZIBI-UJPOAAIJSA-N
thr_L_leu__L,BQBCIBCLXBKYHW-CSMHCCOUSA-N
lys__L,KDXKERNSBIXSRK-YFKPBYRVSA-O
asp__L,CKLJMWTZIZZHCS-REOHCLBHSA-M
etha,HZAXFHJVJLSVMW-UHFFFAOYSA-O
ipdp,NUHSROFQTUXZQQ-UHFFFAOYSA-K
msa,OAKURXIZZOAYBC-UHFFFAOYSA-M
26dap__M,GMKMEZVLHJARHF-SYDPRGILSA-N
hxa,FUZZWVXGSFPDMH-UHFFFAOYSA-M
gly_phe__L,JBCLFWXMTIKCCB-VIFPVBQESA-N
fa3coa,NA
pyr,LCTONWCANYUPML-UHFFFAOYSA-M
6pgg,NA
itp,HAEJPQIATWHALX-KQYNXXCUSA-J
uamr,NQBRVZNDBBMBLJ-MQTLHLSBSA-K
5mdr1p,JTFITTQBRJDSTL-KVTDHHQDSA-L
meoh,OKKJLVBELUTLKV-UHFFFAOYSA-N
pran,PMFMJXPRNJUYMB-GWOFURMSSA-K
acgam1p,FZLJPEPAYPUMMR-RTRLPJTCSA-L
hxdcal,NIOYUNMRJMEDGI-UHFFFAOYSA-N
udca,ZDPHROOEEOARMN-UHFFFAOYSA-M
hxcoa,NA
4r5au,XKQZIXVJVUPORE-RPDRRWSUSA-N
atp,ZKHQWZAMYRWXGA-KQYNXXCUSA-J
pur,RXWNCPJZOCPEPQ-NVWDDTSBSA-O
uppg3,HUHWZXWWOFSFKF-UHFFFAOYSA-F
gdptp,KCPMACXZAITQAX-UUOKFMHZSA-H
ser_L_his__L,YZMPDHTZJJCGEI-BQBZGAKWSA-N
dpcoa,KDTSHFARGAKYJN-IBOSZNHHSA-L
agm,QYPPJABKJHAVHS-UHFFFAOYSA-P
h2o2,MHAJPDPJQMAIIY-UHFFFAOYSA-N
imp,GRSZFWQUAKGDAV-KQYNXXCUSA-L
gly_glu__L,NA
lac__L,JVTAAEKCZFNVCJ-REOHCLBHSA-M
r5p,KTVPXOYAKDPRHY-AIHAYLRMSA-L
fruur,PTCIWUZVDIQTOW-XDJBDKDSSA-M
8aonn,GUAHPAJOXVYFON-UHFFFAOYSA-N
cdlp_BS,NA
2pg,GXIURPTVHJPJLF-UWTATZPHSA-K
eths,CCIVGXIOQKPBKL-UHFFFAOYSA-M
ala_L_met__L,FSHURBQASBLAPO-WDSKDSINSA-N
ch4s,LSDPWZHWYPCBBB-UHFFFAOYSA-N
