,UniProtID,proteinNames,txt_subunit,geneNames
84,P28372,['Light-independent protochlorophyllide reductase subunit N'],"Protochlorophyllide reductase is composed of three subunits; ChlL, ChlN and ChlB. Forms a heterotetramer of two ChlB and two ChlN subunits.","['chlN', 'slr0750']"
85,P74572,['Pyrroline-5-carboxylate reductase'],"Protochlorophyllide reductase is composed of three subunits; ChlL, ChlN and ChlB. Forms a heterotetramer of two ChlB and two ChlN subunits.","['proC', 'slr0661']"
86,P28373,['Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein'],"Homodimer. Protochlorophyllide reductase is composed of three subunits; ChlL, ChlN and ChlB.","['chlL', 'frxC', 'slr0749']"
87,Q55986,['Phospho-N-acetylmuramoyl-pentapeptide-transferase'],"Homodimer. Protochlorophyllide reductase is composed of three subunits; ChlL, ChlN and ChlB.","['mraY', 'sll0657']"
88,P74122,['Arginine biosynthesis bifunctional protein ArgJ'],Heterotetramer of two alpha and two beta chains.,"['argJ', 'sll1883']"
89,P74657,['UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase'],Heterotetramer of two alpha and two beta chains.,"['murG', 'slr1656']"
90,Q55607,['Light-independent protochlorophyllide reductase subunit B'],"Protochlorophyllide reductase is composed of three subunits; ChlL, ChlN and ChlB. Forms a heterotetramer of two ChlB and two ChlN subunits.","['chlB', 'slr0772']"
91,P54984,['Probable hydrolase sll0100'],"Protochlorophyllide reductase is composed of three subunits; ChlL, ChlN and ChlB. Forms a heterotetramer of two ChlB and two ChlN subunits.",[]
92,P73326,"['Acetylglutamate kinase', 'N-acetyl-L-glutamate 5-phosphotransferase', 'NAG kinase', 'NAGK']","Protochlorophyllide reductase is composed of three subunits; ChlL, ChlN and ChlB. Forms a heterotetramer of two ChlB and two ChlN subunits.","['argB', 'slr1898']"
93,P73677,['Methylenetetrahydrofolate reductase'],"Protochlorophyllide reductase is composed of three subunits; ChlL, ChlN and ChlB. Forms a heterotetramer of two ChlB and two ChlN subunits.",[]
94,Q55759,['GTP cyclohydrolase 1'],"Toroid-shaped homodecamer, composed of two pentamers of five dimers.","['folE', 'slr0426']"
95,P54899,"['N-acetyl-gamma-glutamyl-phosphate reductase', 'AGPR']","Toroid-shaped homodecamer, composed of two pentamers of five dimers.","['argC', 'sll0080']"
96,Q55928,['Bifunctional NMN adenylyltransferase/Nudix hydrolase'],"Toroid-shaped homodecamer, composed of two pentamers of five dimers.",[]
97,Q55497,"['Ornithine carbamoyltransferase', 'OTCase']","Toroid-shaped homodecamer, composed of two pentamers of five dimers.","['argF', 'sll0902']"
98,Q55381,['Slr0920 protein'],"Toroid-shaped homodecamer, composed of two pentamers of five dimers.",[]
99,Q55684,"['Undecaprenyl-diphosphatase', 'Bacitracin resistance protein', 'Undecaprenyl pyrophosphate phosphatase']","Toroid-shaped homodecamer, composed of two pentamers of five dimers.","['uppP', 'bacA', 'upk', 'sll0210']"
100,P73257,"['Argininosuccinate lyase', 'ASAL']","Toroid-shaped homodecamer, composed of two pentamers of five dimers.","['argH', 'slr1133']"
101,P73411,"['Glucose-6-phosphate 1-dehydrogenase', 'G6PD']","Toroid-shaped homodecamer, composed of two pentamers of five dimers.","['zwf', 'slr1843']"
102,P77973,['Argininosuccinate synthase'],Homotetramer.,"['argG', 'slr0585']"
103,P74342,"['Probable dihydroneopterin aldolase', 'DHNA']",Homotetramer.,"['folB', 'slr1626']"
104,P74618,"['6-phosphogluconolactonase', '6PGL']",Homotetramer.,"['pgl', 'devB', 'sll1479']"
105,Q55756,['Carbamoyl phosphate synthase large chain'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['carB', 'sll0370']"
106,P72894,['Slr1616 protein'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.",[]
107,P52208,"['6-phosphogluconate dehydrogenase, decarboxylating']",Homodimer.,"['gnd', 'sll0329']"
108,Q55811,['Aldehyde dehydrogenase'],Homodimer.,[]
109,P74587,['Carbamoyl phosphate synthase small chain'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['carA', 'sll1498']"
110,Q55766,['Ribose-5-phosphate isomerase A'],Homodimer.,"['rpiA', 'slr0194']"
111,P74733,['Carbamate kinase'],Homodimer.,"['arcC', 'sll0573']"
112,P72736,"['2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase', '6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase', 'PPPK', '7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase', 'HPPK']",Homodimer.,"['folK', 'slr1093']"
113,P73448,['Nitrate reductase'],Homodimer.,"['narB', 'sll1454']"
114,P73248,"['Dihydropteroate synthase', 'DHPS']",Homodimer.,"['folP', 'slr2026']"
115,P73575,['Slr0887 protein'],Homodimer.,[]
116,P55038,['Ferredoxin-dependent glutamate synthase 2'],Homodimer.,"['gltS', 'sll1499']"
117,P74535,['Sll1336 protein'],Homodimer.,[]
118,P74130,['Anthranilate synthase component I-like protein'],Tetramer of two components I and two components II.,"['trpE2', 'slr1979']"
119,P74061,['Ribulose-phosphate 3-epimerase'],Homohexamer.,"['rpe', 'sll0807']"
120,Q55629,"['L-amino acid dehydrogenase', 'L-amino acid:plastoquinone oxidoreductase', 'L-arginine dehydrogenase']",Homohexamer.,[]
121,P72797,['Transaldolase'],Homohexamer.,"['tal', 'talB', 'slr1793']"
122,P73270,['Probable agmatinase 2'],Homohexamer.,"['speB2', 'sll1077']"
123,P54206,"['Ribulose bisphosphate carboxylase small subunit', 'RuBisCO small subunit']","Heterohexadecamer of 8 large and 8 small subunits. RuBisCO interacts with the C-terminus of CcmM, and can be found in complexes that also include carbonic anhydrase (ccaA) (PubMed:17993516).","['cbbS', 'rbcS', 'slr0012']"
124,P72703,['Agmatinase 1'],"Heterohexadecamer of 8 large and 8 small subunits. RuBisCO interacts with the C-terminus of CcmM, and can be found in complexes that also include carbonic anhydrase (ccaA) (PubMed:17993516).","['speB1', 'sll0228']"
125,Q55135,['Formyltetrahydrofolate deformylase'],"Heterohexadecamer of 8 large and 8 small subunits. RuBisCO interacts with the C-terminus of CcmM, and can be found in complexes that also include carbonic anhydrase (ccaA) (PubMed:17993516).","['purU', 'sll0070']"
126,P73327,['Urease accessory protein UreF'],"UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['ureF', 'slr1899']"
127,Q55626,['Bifunctional protein FolD'],Homodimer.,"['folD', 'sll0753']"
128,P54205,"['Ribulose bisphosphate carboxylase large chain', 'RuBisCO large subunit']","Heterohexadecamer of 8 large chains and 8 small chains; disulfide-linked. The disulfide link is formed within the large subunit homodimers (By similarity). RuBisCO interacts with the C-terminus of CcmM, and can be found in complexes that also include carbonic anhydrase (ccaA). RuBisCO associates with both the internal and shell portion of carboxysomes (PubMed:17993516).","['cbbL', 'rbcL', 'slr0009']"
129,P73796,['Urease subunit gamma'],"Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme.","['ureA', 'slr1256']"
130,P72955,['Urease accessory protein UreG'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['ureG', 'sll0643']"
131,P37101,['Phosphoribulokinase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['prk', 'ptk', 'sll1525']"
132,P74746,['Slr0600 protein'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[]
133,P74386,['Urease subunit beta'],"Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme.","['ureB', 'sll0420']"
134,Q54735,['Carbonic anhydrase'],A hexamer formed by a trimer of dimers. Interacts with the first 260 residues of CcmM; both the N-terminal 206 residues and the C-terminal tail contribute to CcmM binding (PubMed:27729545). Interacts with full-length and the N-terminal 249 residues of CcmM. A probable CcmM-CcaA-CcmN complex as well as a CcaA-RuBisCO-CcmM complex can also be isolated (PubMed:17993516).,"['ccaA', 'icfA', 'slr1347']"
135,Q55848,"['Ribose-phosphate pyrophosphokinase', 'RPPK', '5-phospho-D-ribosyl alpha-1-diphosphate synthase', 'Phosphoribosyl diphosphate synthase', 'Phosphoribosyl pyrophosphate synthase']",Homohexamer.,"['prs', 'prsA', 'sll0469']"
136,P73061,['Urease subunit alpha'],"Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme.","['ureC', 'sll1750']"
137,Q55452,['Uncharacterized protein sll0036'],"Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme.",[]
138,P80507,['Inorganic pyrophosphatase'],Homohexamer.,"['ppa', 'ipyR', 'slr1622']"
139,P73047,['Urease accessory protein UreD'],"UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['ureD', 'sll1639']"
140,Q55898,"['Polyphosphate kinase', 'ATP-polyphosphate phosphotransferase', 'Polyphosphoric acid kinase']","UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['ppk', 'sll0290']"
141,Q55595,"['Probable lactoylglutathione lyase', 'Aldoketomutase', 'Glyoxalase I', 'Glx I', 'Ketone-aldehyde mutase', 'Methylglyoxalase', 'S-D-lactoylglutathione methylglyoxal lyase']","UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['gloA', 'slr0381']"
142,P72933,['Hydroxyacylglutathione hydrolase'],Monomer.,"['gloB', 'sll1019']"
143,P22039,['Uncharacterized PKHD-type hydroxylase sll0191'],Monomer.,[]
144,P73799,['Slr1259 protein'],Monomer.,[]
145,P74376,['Sll0428 protein'],Monomer.,[]
146,P74690,['Probable phosphoketolase'],Monomer.,[]
147,P77968,['Superoxide dismutase [Fe]'],Homodimer.,"['sodB', 'slr1516']"
148,P73911,"['Catalase-peroxidase', 'CP']",Homodimer.,"['katG', 'sll1987']"
149,Q55517,['Sll0529 protein'],Homodimer.,[]
150,P74576,"['Biosynthetic arginine decarboxylase 1', 'ADC 1']",Homodimer.,"['speA1', 'speA', 'slr0662']"
151,P19050,"['NAD(P)H-quinone oxidoreductase subunit K 1', 'NAD(P)H dehydrogenase I subunit K 1', 'NDH-1 subunit K 1', 'NDH-K 1']",NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions.,"['ndhK1', 'psbG', 'slr1280']"
152,P72587,"['Biosynthetic arginine decarboxylase 2', 'ADC 2']",NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions.,"['speA2', 'speA', 'slr1312']"
153,P26525,"['NAD(P)H-quinone oxidoreductase subunit I', 'NAD(P)H dehydrogenase I subunit I', 'NDH-1 subunit I', 'NDH-I']",NDH-1 is composed of at least 11 different subunits.,"['ndhI', 'sll0520']"
154,P73824,['Hydroperoxy fatty acid reductase Gpx2'],Monomer.,"['gpx2', 'slr1992']"
155,P74250,['Hydroperoxy fatty acid reductase gpx1'],Monomer.,"['gpx1', 'slr1171']"
156,P73492,['Probable glutaredoxin ssr2061'],Monomer.,[]
157,P19125,"['NAD(P)H-quinone oxidoreductase subunit J', 'NAD(P)H dehydrogenase subunit J', 'NADH-plastoquinone oxidoreductase subunit J', 'NDH-1 subunit J', 'NDH-J', 'ORF 155']",NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions.,"['ndhJ', 'slr1281']"
158,P19045,"['NAD(P)H-quinone oxidoreductase subunit 3', 'NAD(P)H dehydrogenase subunit 3', 'NADH-plastoquinone oxidoreductase subunit 3', 'NDH-1 subunit 3', 'NDH-C']",NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions.,"['ndhC', 'slr1279']"
159,P74593,['Probable glutaredoxin slr1562'],NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions.,[]
160,P74193,"['Threonine synthase', 'TS']",NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions.,"['thrC', 'sll1172']"
161,P74795,['Ssl0352 protein'],NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions.,[]
162,P73646,['Homoserine kinase'],NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions.,"['thrB', 'sll1760']"
163,P26523,"['NAD(P)H-quinone oxidoreductase chain 6', 'NAD(P)H dehydrogenase I, chain 6', 'NDH-1, chain 6']",NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions.,"['ndhG', 'sll0521']"
164,P52986,"['Homoserine dehydrogenase', 'HDH']",NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions.,"['hom', 'sll0455']"
165,P74165,['Beta-monoglucosyldiacylglycerol synthase'],NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions.,[]
166,P26524,"['NAD(P)H-quinone oxidoreductase subunit 4L', 'NAD(P)H dehydrogenase subunit 4L', 'NADH-plastoquinone oxidoreductase subunit 4L', 'NDH-1, subunit 4L', 'NDH-E']",NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions.,"['ndhE', 'sll0522']"
167,Q55512,['Aspartate-semialdehyde dehydrogenase'],Homodimer.,"['asd', 'slr0549']"
168,P73948,['Slr1508 protein'],Homodimer.,[]
169,Q55513,"['4-hydroxy-tetrahydrodipicolinate synthase', 'HTPA synthase']",Homotetramer; dimer of dimers.,"['dapA', 'slr0550']"
170,P74089,"['Serine acetyltransferase', 'SAT']",Homotetramer; dimer of dimers.,"['cysE', 'slr1348']"
171,P32421,"['NAD(P)H-quinone oxidoreductase chain 4-1', 'NAD(P)H dehydrogenase I, subunit D-1', 'NDH-1, chain 4-1']",Homotetramer; dimer of dimers.,"['ndhD1', 'ndhD', 'slr0331']"
172,P72642,"['4-hydroxy-tetrahydrodipicolinate reductase', 'HTPA reductase']",Homotetramer; dimer of dimers.,"['dapB', 'sll1058']"
173,P74338,['NAD(P)H-quinone oxidoreductase subunit M'],NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions.,"['ndhM', 'slr1623']"
174,P27724,"['NAD(P)H-quinone oxidoreductase subunit H', 'NAD(P)H dehydrogenase subunit H', 'NADH-plastoquinone oxidoreductase subunit H', 'NDH-1 subunit H', 'NDH-H']",NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions.,"['ndhH', 'slr0261']"
