UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
P0ADG7,36,"[""Inosine-5'-monophosphate dehydrogenase""]",Homotetramer.,"['guaB', 'guaR', 'b2508', 'JW5401']",4
P21177,37,['Fatty acid oxidation complex subunit alpha'],Heterotetramer of two alpha chains (FadB) and two beta chains (FadA).,"['fadB', 'oldB', 'b3846', 'JW3822']",2
P77399,38,['Fatty acid oxidation complex subunit alpha'],Heterotetramer of two alpha chains (FadJ) and two beta chains (FadI).,"['fadJ', 'yfcX', 'b2341', 'JW2338']",2
P04805,39,['Glutamate--tRNA ligase'],Monomer.,"['gltX', 'b2400', 'JW2395']",1
P0A8F4,41,"['Uridine kinase', 'Cytidine monophosphokinase', 'Uridine monophosphokinase']",Homotetramer.,"['udk', 'b2066', 'JW2051']",4
P0A9M5,42,"['Xanthine-guanine phosphoribosyltransferase', 'XGPRT']",Homotetramer.,"['gpt', 'gpp', 'gxu', 'b0238', 'JW0228']",4
P0A9M2,43,"['Hypoxanthine phosphoribosyltransferase', 'HPRT']",Homotetramer.,"['hpt', 'b0125', 'JW5009']",4
P69441,44,"['Adenylate kinase', 'AK', 'ATP-AMP transphosphorylase', 'ATP:AMP phosphotransferase', 'Adenylate monophosphate kinase']",Monomer.,"['adk', 'dnaW', 'plsA', 'b0474', 'JW0463']",1
P0A763,45,['Nucleoside diphosphate kinase'],Homotetramer.,"['ndk', 'b2518', 'JW2502']",4
P05020,46,"['Dihydroorotase', 'DHOase']",Homodimer.,"['pyrC', 'b1062', 'JW1049']",2
P08244,47,"[""Orotidine 5'-phosphate decarboxylase""]",Homodimer.,"['pyrF', 'b1281', 'JW1273']",2
P0ABH7,48,['Citrate synthase'],Homohexamer.,"['gltA', 'gluT', 'icdB', 'b0720', 'JW0710']",6
P08200,49,"['Isocitrate dehydrogenase [NADP]', 'IDH', 'IDP', 'NADP(+)-specific ICDH', 'Oxalosuccinate decarboxylase']",Homodimer.,"['icd', 'icdA', 'icdE', 'b1136', 'JW1122']",2
P0A9Q7,50,['Bifunctional aldehyde-alcohol dehydrogenase AdhE'],"Forms long filaments, called spirosomes (PubMed:31586059, PubMed:32188856, PubMed:32523125). Forms rod-like ultrastructures composed of 20-60 identical subunits (PubMed:1325457). Two monomers form a dimer in a head-to-head arm-crossing fashion through the ALDH domains (PubMed:31586059). Subsequently, two dimers form one helical pitch via the interaction of ADH domains in a tail-to-tail manner (PubMed:31586059, PubMed:32523125). These units are further assembled into spirosomes (PubMed:31586059, PubMed:32188856, PubMed:32523125). Formation of these spirosomes is required for activity (PubMed:31586059, PubMed:32188856, PubMed:32523125). Can be isolated in vitro in a wide range of oligomeric states (PubMed:31586059).","['adhE', 'ana', 'b1241', 'JW1228']",1
P77580,51,['Acetaldehyde dehydrogenase'],Interacts with MhpE.,"['mhpF', 'mhpE', 'b0351', 'JW0342']",1
P27550,52,"['Acetyl-coenzyme A synthetase', 'Acetate--CoA ligase', 'Acyl-activating enzyme']",Forms a 1:1 complex with CobB/NAD-dependent deacetylase.,"['acs', 'yfaC', 'b4069', 'JW4030']",1
P0AFL6,53,"['Exopolyphosphatase', 'ExopolyPase']",Homodimer.,"['ppx', 'b2502', 'JW2487']",2
P0A7A9,54,['Inorganic pyrophosphatase'],Homohexamer.,"['ppa', 'b4226', 'JW4185']",6
P0A840,55,"[""5'/3'-nucleotidase SurE"", 'Exopolyphosphatase', 'Nucleoside monophosphate phosphohydrolase', 'Stationary-phase survival protein SurE']",Monomer and homooligomer in solution. The oligomeric complex consists of at least four subunits.,"['surE', 'ygbC', 'b2744', 'JW2714']",1
P22259,56,['Phosphoenolpyruvate carboxykinase (ATP)'],Monomer.,"['pckA', 'pck', 'b3403', 'JW3366']",1
P26616,57,"['NAD-dependent malic enzyme', 'NAD-ME']",Homotetramer.,"['maeA', 'sfcA', 'b1479', 'JW5238']",4
P0A6B4,59,"['Alanine racemase, biosynthetic']",Homodimer.,"['alr', 'b4053', 'JW4013']",2
P77434,60,['Glutamate-pyruvate aminotransferase AlaC'],Homodimer.,"['alaC', 'yfdZ', 'b2379', 'JW2376']",2
P0A959,61,['Glutamate-pyruvate aminotransferase AlaA'],Homodimer.,"['alaA', 'yfbQ', 'b2290', 'JW2287']",2
P09099,62,['Xylulose kinase'],Homodimer.,"['xylB', 'b3564', 'JW3536']",2
P0A9J6,64,"['Ribokinase', 'RK']",Homodimer.,"['rbsK', 'b3752', 'JW3731']",2
P0A6F3,65,"['Glycerol kinase', 'ATP:glycerol 3-phosphotransferase', 'Glycerokinase', 'GK']",Homotetramer and homodimer (in equilibrium). Heterodimer with EIIA-Glc (crr). Binds 1 zinc ion per glycerol kinase EIIA-Glc dimer. The zinc ion is important for dimerization.,"['glpK', 'b3926', 'JW3897']",4
P00509,67,"['Aspartate aminotransferase', 'AspAT']",Homodimer.,"['aspC', 'b0928', 'JW0911']",2
P21437,68,"['Fructose-1,6-bisphosphatase 2 class 2', 'FBPase 2 class 2']",Homodimer.,"['yggF', 'yggK', 'b2930', 'JW2897']",2
P0A993,69,"['Fructose-1,6-bisphosphatase class 1', 'FBPase class 1']",Homotetramer. Phosphoenolpyruvate stabilizes the homotetramer.,"['fbp', 'fdp', 'b4232', 'JW4191']",4
P0A8Y5,70,['Sugar phosphatase YidA'],Homodimer.,"['yidA', 'b3697', 'JW3674']",2
P0A9C9,71,"['Fructose-1,6-bisphosphatase 1 class 2', 'FBPase 1 class 2']",Homodimer.,"['glpX', 'b3925', 'JW3896']",2
P0A6V1,72,"['Glucose-1-phosphate adenylyltransferase', 'ADP-glucose pyrophosphorylase', 'ADPGlc PPase', 'ADP-glucose synthase']",Homotetramer; dimer of dimers.,"['glgC', 'b3430', 'JW3393']",4
P21599,73,['Pyruvate kinase II'],Homotetramer.,"['pykA', 'b1854', 'JW1843']",4
P0AD61,74,['Pyruvate kinase I'],Homotetramer.,"['pykF', 'b1676', 'JW1666']",4
P17115,75,['Arabinose 5-phosphate isomerase GutQ'],Homotetramer.,"['gutQ', 'srlQ', 'b2708', 'JW5431']",4
P45395,76,['Arabinose 5-phosphate isomerase KdsD'],Homotetramer.,"['kdsD', 'yrbH', 'b3197', 'JW3164']",4
P30126,77,"['3-isopropylmalate dehydratase small subunit', 'Alpha-IPM isomerase', 'IPMI', 'Isopropylmalate isomerase']",Heterodimer of LeuC and LeuD.,"['leuD', 'b0071', 'JW0070']",1
P0A6A6,78,"['3-isopropylmalate dehydratase large subunit', 'Alpha-IPM isomerase', 'IPMI', 'Isopropylmalate isomerase']",Heterodimer of LeuC and LeuD.,"['leuC', 'b0072', 'JW0071']",1
P00893,79,"['Acetolactate synthase isozyme 3 large subunit', 'AHAS-III', 'ALS-III', 'Acetohydroxy-acid synthase III large subunit']",Dimer of large and small chains.,"['ilvI', 'b0077', 'JW0076']",1
P00894,80,"['Acetolactate synthase isozyme 3 small subunit', 'ALS-III', 'Acetohydroxy-acid synthase III small subunit', 'AHAS-III']",Dimer of large and small chains.,"['ilvH', 'brnP', 'b0078', 'JW0077']",1
P08142,81,"['Acetolactate synthase isozyme 1 large subunit', 'AHAS-I']",Dimer of large and small chains.,"['ilvB', 'b3671', 'JW3646']",1
P0ADF8,82,['Acetolactate synthase isozyme 1 small subunit'],Dimer of large and small chains.,"['ilvN', 'b3670', 'JW3645']",1
P0A6D3,83,['3-phosphoshikimate 1-carboxyvinyltransferase'],Monomer.,"['aroA', 'b0908', 'JW0891']",1
P00904,84,['Bifunctional protein TrpGD'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE).,"['trpGD', 'trpD', 'b1263', 'JW1255']",2
P00895,85,['Anthranilate synthase component 1'],Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large lpha subunit (TrpE).,"['trpE', 'b1264', 'JW1256']",2
P0A9J8,86,"['Bifunctional chorismate mutase/prephenate dehydratase', 'Chorismate mutase-prephenate dehydratase', 'P-protein']",Homodimer.,"['pheA', 'b2599', 'JW2580']",2
P12008,88,"['Chorismate synthase', 'CS']",Homotetramer.,"['aroC', 'b2329', 'JW2326']",4
P00909,89,['Tryptophan biosynthesis protein TrpCF'],Monomer.,"['trpC', 'trpF', 'b1262', 'JW1254']",1
P0A6P9,90,"['Enolase', '2-phospho-D-glycerate hydro-lyase', '2-phosphoglycerate dehydratase']","Component of the RNA degradosome, which is a multiprotein complex involved in RNA processing and mRNA degradation. Interacts with the C-terminal region of the endoribonuclease RNase E. Homodimer.","['eno', 'b2779', 'JW2750']",2
P0AB71,91,"['Fructose-bisphosphate aldolase class 2', 'Fructose-1,6-bisphosphate aldolase', 'Fructose-bisphosphate aldolase class II', 'Sedoheptulose bisphosphate aldolase']",Homodimer.,"['fbaA', 'fba', 'fda', 'b2925', 'JW2892']",2
P0A991,92,['Fructose-bisphosphate aldolase class 1'],Homooctamer or homodecamer.,"['fbaB', 'dhnA', 'b2097', 'JW5344']",8
P0A731,93,"['Methylglyoxal synthase', 'MGS']",Homohexamer.,"['mgsA', 'yccG', 'b0963', 'JW5129']",6
P23538,94,"['Phosphoenolpyruvate synthase', 'PEP synthase']",Homodimer.,"['ppsA', 'pps', 'b1702', 'JW1692']",2
P0A6T1,95,"['Glucose-6-phosphate isomerase', 'GPI', 'Phosphoglucose isomerase', 'PGI', 'Phosphohexose isomerase', 'PHI']",Homodimer.,"['pgi', 'b4025', 'JW3985']",2
P0A799,96,['Phosphoglycerate kinase'],Monomer.,"['pgk', 'b2926', 'JW2893']",1
P0A955,97,['KHG/KDPG aldolase'],Homotrimer.,"['eda', 'hga', 'kdgA', 'b1850', 'JW1839']",3
P0A867,100,['Transaldolase A'],Homodimer.,"['talA', 'b2464', 'JW2448']",2
P0A870,101,['Transaldolase B'],Homodimer.,"['talB', 'yaaK', 'b0008', 'JW0007']",2
P33570,102,"['Transketolase 2', 'TK 2']",Homodimer.,"['tktB', 'b2465', 'JW2449']",2
P27302,103,"['Transketolase 1', 'TK 1']",Homodimer.,"['tktA', 'tkt', 'b2935', 'JW5478']",2
P0A759,104,"['Glucosamine-6-phosphate deaminase', 'GlcN6P deaminase', 'GNPDA', 'Glucosamine-6-phosphate isomerase']",Homohexamer; trimer of disulfide-linked dimers.,"['nagB', 'glmD', 'b0678', 'JW0664']",6
P37685,108,['Aldehyde dehydrogenase B'],Homotetramer.,"['aldB', 'yiaX', 'b3588', 'JW3561']",4
Q46856,110,['Alcohol dehydrogenase YqhD'],Homodimer.,"['yqhD', 'b3011', 'JW2978']",2
P32170,111,"['L-rhamnose isomerase', 'RhamIso']",Homotetramer.,"['rhaA', 'b3903', 'JW5561']",4
P32664,113,"['NAD-capped RNA hydrolase NudC', 'DeNADding enzyme NudC']",Homodimer.,"['nudC', 'yjaD', 'b3996', 'JW5548']",2
P27278,114,['Trifunctional NAD biosynthesis/regulator protein NadR'],Homotetramer.,"['nadR', 'nadI', 'b4390', 'JW5800']",4
P76422,116,"['Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase', 'Hydroxymethylpyrimidine kinase', 'HMP kinase', 'Hydroxymethylpyrimidine phosphate kinase']",Monomer.,"['thiD', 'thiJ', 'b2103', 'JW2090']",1
P40191,117,"['Pyridoxine/pyridoxal/pyridoxamine kinase', 'PN/PL/PM kinase', 'B6-vitamer kinase', 'Pyridoxal kinase 1', 'PL kinase 1']",Homodimer.,"['pdxK', 'yfeI', 'b2418', 'JW2411']",2
P12758,118,['Uridine phosphorylase'],Homohexamer.,"['udp', 'b3831', 'JW3808']",6
P0ABP8,119,"['Purine nucleoside phosphorylase DeoD-type', 'PNP']",Homohexamer; trimer of homodimers.,"['deoD', 'pup', 'b4384', 'JW4347']",2
P42588,120,"['Putrescine aminotransferase', 'Cadaverine transaminase', 'Diamine transaminase', 'Putrescine transaminase', 'Putrescine--2-oxoglutaric acid transaminase', 'Putrescine:2-OG aminotransferase']",Homodimer.,"['patA', 'ygjG', 'b3073', 'JW5510']",2
P0A853,121,['Tryptophanase'],Homotetramer.,"['tnaA', 'ind', 'b3708', 'JW3686']",4
P06721,122,"['Cystathionine beta-lyase MetC', 'Beta-cystathionase MetC', 'Cysteine desulfhydrase MetC', 'CD', 'Cysteine lyase MetC', 'Cysteine-S-conjugate beta-lyase MetC']",Homotetramer; dimer of dimers.,"['metC', 'b3008', 'JW2975']",4
P0AEI6,124,['Phosphatase NudJ'],Monomer.,"['nudJ', 'ymfB', 'b1134', 'JW1120']",1
P0A7E3,125,['Orotate phosphoribosyltransferase'],Homodimer.,"['pyrE', 'b3642', 'JW3617']",2
P61714,126,"['6,7-dimethyl-8-ribityllumazine synthase']","Forms a hollow icosahedral capsid composed of 60 subunits, probably arranged as a dodecamer of pentamers. Unlike in B.subtilis, does not interact with riboflavin synthase, and the core of the icosahedral capsid is empty.","['ribE', 'ribH', 'ybaF', 'b0415', 'JW0405']",12
P05791,127,"['Dihydroxy-acid dehydratase', 'DAD']",Homodimer.,"['ilvD', 'b3771', 'JW5605']",2
P0A9N4,133,"['Pyruvate formate-lyase 1-activating enzyme', 'Formate-C-acetyltransferase-activating enzyme 1', 'PFL-activating enzyme 1']",Monomer.,"['pflA', 'act', 'b0902', 'JW0885']",1
P09373,134,['Formate acetyltransferase 1'],Homodimer (PubMed:10504733). Interacts specifically with FocA (PubMed:24887098).,"['pflB', 'pfl', 'b0903', 'JW0886']",2
P0A8Q0,136,"['Fumarate reductase subunit C', 'Fumarate reductase 15 kDa hydrophobic protein', 'Quinol-fumarate reductase subunit C', 'QFR subunit C']","Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD).","['frdC', 'b4152', 'JW4113']",1
P0AC47,137,['Fumarate reductase iron-sulfur subunit'],"Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD).","['frdB', 'b4153', 'JW4114']",1
P00363,138,['Fumarate reductase flavoprotein subunit'],"Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD) (PubMed:10373108, PubMed:11850430). Can be cross-linked to SdhE (PubMed:26644464). Purified from membrane fractions associated with protoporphyrinogen IX dehydrogenase (hemG) (PubMed:20484676).","['frdA', 'b4154', 'JW4115']",1
P0A8Q3,139,"['Fumarate reductase subunit D', 'Fumarate reductase 13 kDa hydrophobic protein', 'Quinol-fumarate reductase subunit D', 'QFR subunit D']","Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD).","['frdD', 'b4151', 'JW4112']",1
P07003,140,"['Pyruvate dehydrogenase [ubiquinone]', 'Pyruvate oxidase', 'POX', 'Pyruvate:ubiquinone-8 oxidoreductase']",Homotetramer.,"['poxB', 'b0871', 'JW0855']",4
P0A9M8,141,['Phosphate acetyltransferase'],Homohexamer.,"['pta', 'b2297', 'JW2294']",6
P77218,142,['Phosphate acetyltransferase EutD'],Homodimer.,"['eutD', 'eutI', 'ypfA', 'b2458', 'JW2442']",2
P11868,143,['Propionate kinase'],Homodimer.,"['tdcD', 'yhaA', 'b3115', 'JW5806']",2
P33221,144,"['Formate-dependent phosphoribosylglycinamide formyltransferase', ""5'-phosphoribosylglycinamide transformylase 2"", 'Formate-dependent GAR transformylase', 'GAR transformylase 2', 'GART 2', 'GAR transformylase T', 'Non-folate glycinamide ribonucleotide transformylase', 'Phosphoribosylglycinamide formyltransferase 2']",Homodimer.,"['purT', 'b1849', 'JW1838']",2
P0A6A3,145,['Acetate kinase'],Homodimer.,"['ackA', 'ack', 'b2296', 'JW2293']",2
P60472,147,"['Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)', 'Ditrans,polycis-undecaprenylcistransferase', 'Undecaprenyl diphosphate synthase', 'UDS', 'Undecaprenyl pyrophosphate synthase', 'UPP synthase']",Homodimer.,"['ispU', 'rth', 'uppS', 'yaeS', 'b0174', 'JW0169']",2
P0AEY3,151,"['Nucleoside triphosphate pyrophosphohydrolase', 'NTP-PPase']",Homodimer. Interacts with Era.,"['mazG', 'b2781', 'JW2752']",2
P08337,152,"['8-oxo-dGTP diphosphatase', '8-oxo-dGTPase', '7,8-dihydro-8-oxoguanine-triphosphatase', 'Mutator protein MutT', 'dGTP pyrophosphohydrolase']",Monomer.,"['mutT', 'b0099', 'JW0097']",1
P15723,153,['Deoxyguanosinetriphosphate triphosphohydrolase'],Homotetramer.,"['dgt', 'b0160', 'JW0156']",4
P30125,154,"['3-isopropylmalate dehydrogenase', '3-IPM-DH', 'Beta-IPM dehydrogenase', 'IMDH']",Homodimer.,"['leuB', 'b0073', 'JW5807']",2
P0AG18,156,"['N5-carboxyaminoimidazole ribonucleotide mutase', 'N5-CAIR mutase']",Homooctamer.,"['purE', 'b0523', 'JW0512']",8
P0AB89,157,"['Adenylosuccinate lyase', 'ASL']",Homotetramer. Residues from neighboring subunits contribute catalytic and substrate-binding residues to each active site.,"['purB', 'b1131', 'JW1117']",4
P45563,158,"['Purine nucleoside phosphorylase 2', 'Inosine-guanosine phosphorylase', 'Purine nucleoside phosphorylase II', 'PNP II', 'Xanthosine phosphorylase']",Hexamer. Dimer of trimers.,"['xapA', 'pndA', 'b2407', 'JW2398']",1
P69924,159,"['Ribonucleoside-diphosphate reductase 1 subunit beta', 'Protein B2', 'Protein R2', 'Ribonucleotide reductase 1']",Tetramer of two alpha (R1) and two beta (R2) subunits. The B1 protein is a dimer of alpha subunits. A radical transfer pathway occurs between Tyr-123 of R2 and R1.,"['nrdB', 'ftsB', 'b2235', 'JW2229']",2
P0AA25,160,"['Thioredoxin 1', 'Trx-1']",Monomer. Interacts with bacteriophage T3 DNA polymerase.,"['trxA', 'fipA', 'tsnC', 'b3781', 'JW5856']",1
P00452,162,"['Ribonucleoside-diphosphate reductase 1 subunit alpha', 'Protein B1', 'Ribonucleoside-diphosphate reductase 1 R1 subunit', 'Ribonucleotide reductase 1']",Tetramer of two alpha (R1) and two beta (R2) subunits. The B1 protein is a dimer of alpha subunits. A radical transfer pathway occurs between 'Tyr-122' of R2 and R1.,"['nrdA', 'dnaF', 'b2234', 'JW2228']",2
P0A884,163,['Thymidylate synthase'],Homodimer.,"['thyA', 'b2827', 'JW2795']",2
P23331,164,['Thymidine kinase'],Homotetramer.,"['tdk', 'b1238', 'JW1226']",4
P0ABQ0,165,"['Coenzyme A biosynthesis bifunctional protein CoaBC', 'DNA/pantothenate metabolism flavoprotein', 'Phosphopantothenoylcysteine synthetase/decarboxylase', 'PPCS-PPCDC']","Homododecamer (PubMed:10922366, PubMed:11358972). The CoaC domain is responsible for dodecamer formation (PubMed:11358972). The CoaB domain forms homodimers (PubMed:12140293).","['coaBC', 'dfp', 'b3639', 'JW5642']",2
P37051,166,['Formyltetrahydrofolate deformylase'],Homohexamer.,"['purU', 'tgs', 'ychI', 'b1232', 'JW1220']",6
P05194,168,"['3-dehydroquinate dehydratase', '3-dehydroquinase', 'Type I DHQase', 'Type I dehydroquinase', 'DHQ1']",Homodimer.,"['aroD', 'b1693', 'JW1683']",2
P0A8G6,170,"['NAD(P)H dehydrogenase (quinone)', 'Flavoprotein WrbA', 'NAD(P)H:quinone oxidoreductase', 'NQO']",Homodimer and homotetramer; in equilibrium.,"['wrbA', 'b1004', 'JW0989']",2
P0AGE6,171,"['Quinone reductase', 'Chromate reductase', 'CHRR', 'NAD(P)H dehydrogenase (quinone)']",Homotetramer. Dimer of dimers. The tetrameric configuration has a central role in chromate reductase activity.,"['chrR', 'yieF', 'b3713', 'JW3691']",4
P00393,172,"['Type II NADH:quinone oxidoreductase', 'Cupric reductase', 'NADH dehydrogenase-2']",Monomer (PubMed:7020757). Forms a supercomplex with the NADH:quinone oxidoreductase NDH-1 in the aerobic respiratory chain (PubMed:21040753).,"['ndh', 'b1109', 'JW1095']",1
P0A754,173,['Glutathione-regulated potassium-efflux system ancillary protein KefF'],"Homodimer. Interacts with KefC, forming a heterotetramer with 2:2 stoichiometry.","['kefF', 'yabF', 'b0046', 'JW0045']",2
P61889,174,['Malate dehydrogenase'],Homodimer.,"['mdh', 'b3236', 'JW3205']",2
P0AC33,175,"['Fumarate hydratase class I, aerobic', 'Fumarase A', 'Oxaloacetate keto--enol-isomerase', 'OAAKE isomerase', 'Oxaloacetate tautomerase']",Homodimer.,"['fumA', 'b1612', 'JW1604']",2
P05042,176,"['Fumarate hydratase class II', 'Fumarase C', 'Aerobic fumarase', 'Iron-independent fumarase']",Homotetramer.,"['fumC', 'b1611', 'JW1603']",4
P14407,177,"['Fumarate hydratase class I, anaerobic', 'D-tartrate dehydratase', 'Fumarase B']",Homodimer.,"['fumB', 'b4122', 'JW4083']",2
P0AFI7,178,"[""Pyridoxine/pyridoxamine 5'-phosphate oxidase"", 'PNP/PMP oxidase', 'PNPOx', ""Pyridoxal 5'-phosphate synthase""]",Homodimer.,"['pdxH', 'b1638', 'JW1630']",2
P23721,179,['Phosphoserine aminotransferase'],Homodimer.,"['serC', 'pdxC', 'pdxF', 'b0907', 'JW0890']",2
P0A6X1,180,"['Glutamyl-tRNA reductase', 'GluTR']","Homodimer. Interacts with glutamate-1-semialdehyde 2,1-aminomutase (GSA-AM), which forms a metabolic channeling between both enzymes to protect the reactive aldehyde species GSA.","['hemA', 'b1210', 'JW1201']",2
P00490,183,['Maltodextrin phosphorylase'],Homodimer.,"['malP', 'b3417', 'JW5689']",2
P0A7F6,185,['S-adenosylmethionine decarboxylase proenzyme'],Heterooctamer of four alpha and four beta chains arranged as a tetramer of alpha/beta heterodimers.,"['speD', 'b0120', 'JW0116']",1
P28629,187,"['Biodegradative arginine decarboxylase', 'ADC']","Homodecamer. The basic unit is a homodimer, organized into a ring of giving a pentamer of five homodimers.","['adiA', 'adi', 'b4117', 'JW5731']",2
P0A6E4,188,['Argininosuccinate synthase'],Homotetramer.,"['argG', 'b3172', 'JW3140']",4
P09158,190,"['Polyamine aminopropyltransferase', 'Cadaverine aminopropyltransferase', 'Putrescine aminopropyltransferase', 'PAPT', 'Spermidine aminopropyltransferase', 'Spermidine synthase']",Homodimer.,"['speE', 'b0121', 'JW0117']",2
P23893,191,"['Glutamate-1-semialdehyde 2,1-aminomutase', 'GSA']",Homodimer.,"['hemL', 'gsa', 'popC', 'b0154', 'JW0150']",2
P0ACC7,197,['Bifunctional protein GlmU'],Homotrimer. In vivo forms a hexameric aggregate.,"['glmU', 'yieA', 'b3730', 'JW3708']",3
P22634,199,['Glutamate racemase'],Monomer.,"['murI', 'dga', 'glr', 'yijA', 'b3967', 'JW5550']",1
P27828,200,"['UDP-N-acetylglucosamine 2-epimerase', 'Bacteriophage N4 adsorption protein C', 'UDP-GlcNAc-2-epimerase']",Homodimer.,"['wecB', 'nfrC', 'rffE', 'yifF', 'b3786', 'JW5600']",2
P0A953,201,"['3-oxoacyl-[acyl-carrier-protein] synthase 1', '3-oxoacyl-[acyl-carrier-protein] synthase I', 'Beta-ketoacyl-ACP synthase I', 'KAS I']",Homodimer.,"['fabB', 'fabC', 'b2323', 'JW2320']",2
