,UniProtID,proteinNames,txt_subunit,geneNames
10,P37816,['ATP synthase protein I'],"F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains (Probable). The F(1)F(0) complex interacts with SpoIIIJ and YqjG; YqgA is found in the same complex.","['atpI', 'BSU36880']"
11,P23970,"['2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase', 'SEPHCHC synthase']",Homodimer.,"['menD', 'BSU30820']"
12,P71016,"['Betaine aldehyde dehydrogenase', 'BADH']",Homodimer.,"['gbsA', 'BSU31060']"
13,P40740,['Aryl-phospho-beta-D-glucosidase BglH'],Homodimer.,"['bglH', 'BSU39260', 'N17D']"
14,P46349,"['Gamma-aminobutyric acid permease', 'GABA permease', '4-aminobutyrate permease', 'Gamma-aminobutyrate permease', 'Proline transporter GabP']",Homodimer.,"['gabP', 'BSU06310']"
15,O34510,['Fe(3+)-citrate import ATP-binding protein YfmF'],"The complex is composed of one ATP-binding protein (YfmF), two transmembrane proteins (YfmD and YfmE) and a solute-binding protein (YfmC).","['yfmF', 'BSU07490']"
16,O34524,['Uncharacterized sodium-dependent transporter YocS'],"The complex is composed of one ATP-binding protein (YfmF), two transmembrane proteins (YfmD and YfmE) and a solute-binding protein (YfmC).","['yocS', 'BSU19350']"
17,P54941,"['Iron(3+)-hydroxamate-binding protein YxeB', 'Ferric hydroxamate uptake protein YxeB', 'Iron(III)-hydroxamate-binding protein YxeB']","The complex is composed of an ATP-binding protein (FhuC), two transmembrane proteins (FhuB and FhuG) and a solute-binding protein (FhuD or YxeB).","['yxeB', 'BSU39610', 'HS74BR']"
18,P07819,"['Sucrose-6-phosphate hydrolase', 'Sucrase']","The complex is composed of an ATP-binding protein (FhuC), two transmembrane proteins (FhuB and FhuG) and a solute-binding protein (FhuD or YxeB).","['sacA', 'BSU38040', 'ipa-50d']"
19,P42068,"['Formimidoylglutamase', 'Formiminoglutamase', 'Formiminoglutamate hydrolase', 'N-formimino-L-glutamate formiminohydrolase']","The complex is composed of an ATP-binding protein (FhuC), two transmembrane proteins (FhuB and FhuG) and a solute-binding protein (FhuD or YxeB).","['hutG', 'BSU39380', 'EE57C']"
20,O34475,['Putative NAD(P)H nitroreductase YfkO'],Monomer.,"['yfkO', 'BSU07830']"
21,P39605,"['FMN reductase (NADPH)', 'NADPH-dependent FMN reductase', 'NADPH-dependent nitro/flavin reductase', 'NADPH-dependent nitroreductase', 'NADPH-dependent oxidoreductase']",Homodimer.,"['nfrA1', 'nfrA', 'ywcG', 'BSU38110', 'ipa-43d']"
22,P54427,['Probable beta-lactamase YbxI'],Homodimer.,"['ybxI', 'ybdS', 'BSU02090']"
23,P94424,"['FMN reductase [NAD(P)H]', 'NAD(P)H-dependent FMN reductase', 'NAD(P)H-dependent nitro/flavin reductase', 'NAD(P)H-dependent nitroreductase', 'NAD(P)H-dependent oxidoreductase']",Homodimer.,"['nfrA2', 'ycnD', 'BSU03860']"
24,P00691,['Alpha-amylase'],Monomer.,"['amyE', 'amyA', 'BSU03040']"
25,P39824,['Beta-lactamase'],Monomer.,"['penP', 'BSU18800']"
26,P46320,['Probable 6-phospho-beta-glucosidase'],Monomer.,"['licH', 'celD', 'celF', 'BSU38560']"
27,O34788,"['(R,R)-butanediol dehydrogenase']",Homotetramer (Ref.5). Interacts with BrxC (PubMed:33722570).,"['bdhA', 'ydjL', 'BSU06240']"
28,P42973,['Aryl-phospho-beta-D-glucosidase BglA'],Homotetramer (Ref.5). Interacts with BrxC (PubMed:33722570).,"['bglA', 'BSU40110']"
29,P53557,['Biotin synthase'],Homodimer.,"['bioB', 'BSU30200']"
30,P54532,"['Probable butyrate kinase', 'BK']",Homodimer.,"['buk', 'yqiU', 'BSU24070']"
31,P94427,"['Probable 4-aminobutyrate aminotransferase', '(S)-3-amino-2-methylpropionate transaminase', 'GABA aminotransferase', 'GABA-AT', 'Gamma-amino-N-butyrate transaminase', 'GABA transaminase', 'Glutamate:succinic semialdehyde transaminase', 'L-AIBAT']",Homodimer.,"['gabT', 'ycnG', 'BSU03900']"
32,P46329,['Putative aldehyde dehydrogenase AldX'],Homodimer.,"['aldX', 'yxaS', 'yxbE', 'BSU39860', 'VE7FR']"
33,P94358,['Putative aldehyde dehydrogenase AldY'],Homodimer.,"['aldY', 'yxkE', 'BSU38830']"
34,O34660,['Putative aldehyde dehydrogenase DhaS'],Homodimer.,"['dhaS', 'BSU19310']"
35,O32177,"['3-ketoacyl-CoA thiolase', 'Acetyl-CoA acyltransferase', 'Beta-ketothiolase']",Homodimer.,"['fadA', 'yusK', 'BSU32830']"
36,P94462,"['Peptide deformylase 1', 'PDF 1']",Homodimer.,"['defA', 'def', 'yloK', 'BSU15720']"
37,P94463,['Methionyl-tRNA formyltransferase'],Homodimer.,"['fmt', 'yloL', 'BSU15730']"
38,P54575,['Bifunctional riboflavin kinase/FMN adenylyltransferase'],Homodimer.,"['ribC', 'BSU16670']"
39,O05399,['Uncharacterized transporter YrhG'],Homodimer.,"['yrhG', 'BSU27200']"
40,O34768,['Uncharacterized sugar kinase YdjE'],Homodimer.,"['ydjE', 'fruC', 'BSU06170']"
41,O05510,['Putative fructokinase'],Homodimer.,"['gmuE', 'ydhR', 'BSU05860']"
42,P40401,['Putative aliphatic sulfonates transport permease protein SsuC'],Homodimer.,"['ssuC', 'ygaM', 'yzeB', 'BSU08850']"
43,P71012,['PTS system fructose-specific EIIABC component'],Homodimer.,"['fruA', 'BSU14400']"
44,P45855,['Acetyl-CoA acetyltransferase'],Homodimer.,"['mmgA', 'yqiL', 'BSU24170']"
45,P49787,['Biotin carboxylase 1'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['accC1', 'accC', 'yqhX', 'BSU24340']"
46,O34847,['Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accA', 'BSU29200']"
47,P0CI75,"['Bifunctional ligase/repressor BirA', 'Biotin--[acetyl-CoA-carboxylase] ligase', 'Biotin--protein ligase', 'Biotin-[acetyl-CoA carboxylase] synthetase']","Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['birA', 'BSU22440']"
48,P49786,"['Biotin carboxyl carrier protein of acetyl-CoA carboxylase', 'BCCP']",Homodimer.,"['accB', 'fabE', 'yqhW', 'BSU24350']"
49,C0SP93,['Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accD', 'yttI', 'BSU29210']"
50,P08838,['Phosphoenolpyruvate-protein phosphotransferase'],Homodimer (By similarity). Interacts with FloT (PubMed:23651456).,"['ptsI', 'BSU13910']"
51,P08877,['Phosphocarrier protein HPr'],Homodimer (By similarity). Interacts with FloT (PubMed:23651456).,"['ptsH', 'BSU13900']"
52,P40400,['Putative aliphatic sulfonates-binding protein'],Homodimer (By similarity). Interacts with FloT (PubMed:23651456).,"['ssuA', 'ygbA', 'yzeA', 'BSU08840']"
53,P26379,"['PTS system fructose-specific EIIA component', 'EIIA-Fru', 'Fructose-specific phosphotransferase enzyme IIA component', 'lev-PTS', 'p16']",Homodimer (By similarity). Interacts with FloT (PubMed:23651456).,"['levD', 'sacL', 'BSU27070']"
54,P26382,"['Fructose permease IID component', 'EIID-Fru', 'PTS system fructose-specific EIID component', 'p30']",Homodimer (By similarity). Interacts with FloT (PubMed:23651456).,"['levG', 'BSU27040']"
55,P97027,['Aliphatic sulfonates import ATP-binding protein SsuB'],"The complex is composed of two ATP-binding proteins (SsuB), two transmembrane proteins (SsuC) and a solute-binding protein (SsuA).","['ssuB', 'ycbE', 'ygaL', 'BSU08830']"
56,P26381,"['Fructose permease IIC component', 'EIIC-Fru', 'PTS system fructose-specific EIIC component', 'p28']","The complex is composed of two ATP-binding proteins (SsuB), two transmembrane proteins (SsuC) and a solute-binding protein (SsuA).","['levF', 'BSU27050']"
57,P26380,"['PTS system fructose-specific EIIB component', 'EIIB-Fru', 'Fructose-specific phosphotransferase enzyme IIB component', 'lev-PTS', 'p18']","The complex is composed of two ATP-binding proteins (SsuB), two transmembrane proteins (SsuC) and a solute-binding protein (SsuA).","['levE', 'sacL', 'BSU27060']"
58,O34521,['PTS system N-acetylglucosamine-specific EIICB component'],Interacts with FloT.,"['nagP', 'yflF', 'BSU07700']"
59,O34431,['Calcium-transporting ATPase'],Interacts with FloT.,"['yloB', 'BSU15650']"
60,P42234,['Catalase-2'],Interacts with FloT.,"['katE', 'katB', 'BSU39050', 'N15D']"
61,O34990,['Formyltetrahydrofolate deformylase'],Interacts with FloT.,"['purU', 'ykkE', 'BSU13110']"
62,P26901,['Vegetative catalase'],Interacts with FloT.,"['katA', 'kat', 'kat-19', 'BSU08820']"
63,P94377,['Catalase X'],Interacts with FloT.,"['katX', 'yxlI', 'BSU38630']"
64,P68729,"['Acetylglutamate kinase', 'N-acetyl-L-glutamate 5-phosphotransferase', 'NAG kinase', 'NAGK']",Interacts with FloT.,"['argB', 'BSU11210']"
65,P36843,['Arginine biosynthesis bifunctional protein ArgJ'],Heterotetramer of two alpha and two beta chains.,"['argJ', 'BSU11200']"
66,O34840,['Ca(2+)/H(+) antiporter ChaA'],Homotrimer.,"['chaA', 'yfkE', 'BSU07920']"
67,P07343,"['Fumarate hydratase class II', 'Fumarase C', 'Aerobic fumarase', 'Iron-independent fumarase']",Homotetramer.,"['fumC', 'citG', 'BSU33040']"
68,O34451,['Uncharacterized ABC transporter permease protein YvrB'],"The complex is composed of two ATP-binding proteins (YvrA), two transmembrane proteins (YvrB) and a solute-binding protein (YvrC).","['yvrB', 'BSU33170']"
69,O34805,['Uncharacterized ABC transporter substrate-binding lipoprotein YvrC'],"The complex is composed of two ATP-binding proteins (YvrA), two transmembrane proteins (YvrB) and a solute-binding protein (YvrC).","['yvrC', 'BSU33180']"
70,P96603,['C4-dicarboxylate transport protein'],"The complex is composed of two ATP-binding proteins (YvrA), two transmembrane proteins (YvrB) and a solute-binding protein (YvrC).","['dctA', 'dctP', 'ydbH', 'BSU04470']"
71,Q04789,"['Acetolactate synthase', 'ALS', 'Acetohydroxy-acid synthase']","The complex is composed of two ATP-binding proteins (YvrA), two transmembrane proteins (YvrB) and a solute-binding protein (YvrC).","['alsS', 'BSU36010']"
72,O34631,['Uncharacterized ABC transporter ATP-binding protein YvrA'],"The complex is composed of two ATP-binding proteins (YvrA), two transmembrane proteins (YvrB) and a solute-binding protein (YvrC).","['yvrA', 'BSU33160']"
73,P12310,['Glucose 1-dehydrogenase'],Homotetramer.,"['gdh', 'BSU03930']"
74,P25993,['Carbamoyl phosphate synthase pyrimidine-specific small chain'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4 (By similarity). Interacts with BrxC (PubMed:33722570).","['pyrAA', 'BSU15510']"
75,P37252,['Acetolactate synthase small subunit'],Dimer of large and small chains.,"['ilvH', 'ilvN', 'BSU28300']"
76,P37251,"['Acetolactate synthase large subunit', 'AHAS', 'Acetohydroxy-acid synthase large subunit', 'ALS', 'Vegetative protein 105', 'VEG105']",Dimer of large and small chains.,"['ilvB', 'BSU28310']"
77,P36838,['Carbamoyl phosphate synthase arginine-specific small chain'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['carA', 'cpaA', 'BSU11230']"
78,P25994,['Carbamoyl phosphate synthase pyrimidine-specific large chain'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4 (By similarity). Interacts with BrxC (PubMed:33722570).","['pyrAB', 'BSU15520']"
79,P37877,['Acetate kinase'],Homodimer.,"['ackA', 'BSU29470']"
80,P18185,['Carbamoyl phosphate synthase arginine-specific large chain'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['carB', 'cpaB', 'BSU11240']"
81,Q04777,['Alpha-acetolactate decarboxylase'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['alsD', 'BSU36000']"
82,O32219,"['Cadmium, zinc and cobalt-transporting ATPase']","Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['cadA', 'yvgW', 'BSU33490']"
83,P45857,['Acyl-CoA dehydrogenase'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['mmgC', 'yqiN', 'BSU24150']"
84,O31688,"['Zinc-transporting ATPase', 'ABC-type Zn(2+) transporter', 'Zn(2+)-translocating P-type ATPase']","Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['zosA', 'ykvW', 'BSU13850']"
85,O07084,"['Cadmium, cobalt and zinc/H(+)-K(+) antiporter']","Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['czcD', 'yrdO', 'BSU26650']"
86,O34421,['Probable acyl-CoA dehydrogenase YngJ'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['yngJ', 'BSU18260']"
87,P46322,['CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['pgsA', 'ymfN', 'BSU16920']"
88,P96608,['Putative acyl-CoA dehydrogenase YdbM'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['ydbM', 'BSU04520']"
89,P39823,['CDP-diacylglycerol--serine O-phosphatidyltransferase'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['pssA', 'pss', 'BSU02270']"
90,P45867,['Acyl-CoA dehydrogenase'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['acdA', 'acd', 'BSU37170']"
91,P37550,"['4-diphosphocytidyl-2-C-methyl-D-erythritol kinase', 'CMK']","Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['ispE', 'ipk', 'yabH', 'BSU00460']"
92,O32176,['Probable acyl-CoA dehydrogenase'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['fadE', 'yusJ', 'BSU32820']"
93,O31724,"['N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase', 'Formylaminopyrimidine deformylase']","Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['ylmB', 'thiQ', 'BSU15350']"
94,P09339,"['Aconitate hydratase A', 'Aconitate/2-methylaconitate hydratase', 'Iron-responsive protein-like', 'IRP-like', 'RNA-binding protein']",Monomer.,"['citB', 'BSU18000']"
95,P36839,"['Acetylornithine aminotransferase', 'ACOAT']",Homodimer.,"['argD', 'BSU11220']"
96,P96618,"['Holo-[acyl-carrier-protein] synthase', 'Holo-ACP synthase']",Homotrimer.,"['acpS', 'ydcB', 'BSU04620']"
97,O35022,"['FMN-dependent NADH:quinone oxidoreductase 1', 'Azo-dye reductase 1', 'FMN-dependent NADH-azo compound oxidoreductase 1', 'FMN-dependent NADH-azoreductase 1']",Homodimer.,"['azoR1', 'yocJ', 'BSU19230']"
98,P14192,['Bifunctional protein GlmU'],Homotrimer.,"['glmU', 'gcaD', 'tms', 'tms-26', 'BSU00500']"
99,P46317,"['Lichenan permease IIC component', 'EIIC-Lic', 'PTS system lichenan-specific EIIC component']",Homotrimer.,"['licC', 'celB', 'BSU38580']"
100,O05507,"['PTS system oligo-beta-mannoside-specific EIIC component', 'Glucomannan utilization protein C', 'Oligo-beta-mannoside permease IIC component']",Homotrimer.,"['gmuC', 'ydhO', 'BSU05830']"
101,P39062,"['Acetyl-coenzyme A synthetase', 'Acetate--CoA ligase', 'Acyl-activating enzyme']",Interacts with FloT.,"['acsA', 'BSU29680']"
102,O05506,"['PTS system oligo-beta-mannoside-specific EIIA component', 'Glucomannan utilization protein A', 'Oligo-beta-mannoside-specific phosphotransferase enzyme IIA component']",Interacts with FloT.,"['gmuA', 'ydhN', 'BSU05820']"
103,P39067,['Acetoin utilization protein AcuC'],Interacts with FloT.,"['acuC', 'BSU29710']"
104,O06995,"['Beta-phosphoglucomutase', 'Beta-PGM']",Homodimer.,"['yvdM', 'BSU34550']"
105,P46318,"['Lichenan-specific phosphotransferase enzyme IIB component', 'EIIB-Lic', 'PTS system lichenan-specific EIIB component']",Homodimer.,"['licB', 'celA', 'BSU38590']"
106,P39066,['Acetoin utilization protein AcuB'],Homodimer.,"['acuB', 'BSU29700']"
107,O05505,"['PTS system oligo-beta-mannoside-specific EIIB component', 'Glucomannan utilization protein B', 'Oligo-beta-mannoside-specific phosphotransferase enzyme IIB component']",Homodimer.,"['gmuB', 'ydhM', 'BSU05810']"
108,P39584,['Putative permease IIC component YwbA'],Homodimer.,"['ywbA', 'BSU38390', 'ipa-16d']"
109,O34591,"['Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta']",Tetramer of 2 alpha and 2 beta subunits.,"['acoB', 'yfjJ', 'BSU08070']"
110,P39065,['Acetoin utilization protein AcuA'],Monomer.,"['acuA', 'BSU29690']"
111,P71084,"['Glutamate-1-semialdehyde 2,1-aminomutase 2', 'GSA 2']",Homodimer.,"['gsaB', 'BSU08710']"
112,P46319,"['Lichenan-specific phosphotransferase enzyme IIA component', 'EIIA-Lic', 'EIII-Lic', 'PTS system lichenan-specific EIIA component']",Homodimer.,"['licA', 'celC', 'BSU38570']"
113,O34324,"['Dihydrolipoyl dehydrogenase', 'Dihydrolipoamide dehydrogenase', 'E3 component of acetoin cleaving system']",Homodimer.,"['acoL', 'yfjH', 'BSU08090']"
114,P53559,['6-carboxyhexanoate--CoA ligase'],Homodimer.,"['bioW', 'BSU30240']"
115,Q45462,['Choline-binding protein'],Homodimer.,"['opuBC', 'proX', 'BSU33710']"
116,O31404,"['Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha']",Tetramer of 2 alpha and 2 beta subunits.,"['acoA', 'yfjK', 'BSU08060']"
117,P30949,"['Glutamate-1-semialdehyde 2,1-aminomutase', 'GSA']",Homodimer.,"['hemL', 'hemK', 'BSU28120']"
118,P39775,['Choline transport system permease protein OpuBD'],Homodimer.,"['opuBD', 'proZ', 'BSU33700']"
119,O31550,"['Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system', 'Acetoin dehydrogenase E2 component', 'Dihydrolipoamide acetyltransferase component of acetoin cleaving system']",Homodimer.,"['acoC', 'yfjI', 'BSU08080']"
120,Q45460,['Choline transport ATP-binding protein OpuBA'],Homodimer.,"['opuBA', 'proV', 'BSU33730']"
121,P27623,"['Glycerol-3-phosphate cytidylyltransferase', 'CDP-glycerol pyrophosphorylase', 'Teichoic acid biosynthesis protein D']",Homodimer.,"['tagD', 'BSU35740']"
122,Q45461,['Choline transport system permease protein OpuBB'],Homodimer.,"['opuBB', 'proW', 'BSU33720']"
123,P71017,['Choline dehydrogenase'],Homodimer.,"['gbsB', 'BSU31050']"
124,O34898,['Probable ABC transporter permease YtrC'],"The complex is composed of 2 ATP-binding proteins (YtrB and YtrE), 2 transmembrane proteins (YtrC and YtrD) and a solute-binding protein (YtrF).","['ytrC', 'BSU30440']"
125,P21204,['UPF0735 ACT domain-containing protein YszB'],"The complex is composed of 2 ATP-binding proteins (YtrB and YtrE), 2 transmembrane proteins (YtrC and YtrD) and a solute-binding protein (YtrF).","['yszB', 'pheB', 'BSU27910']"
126,O34953,['Probable ABC transporter permease YtrD'],"The complex is composed of 2 ATP-binding proteins (YtrB and YtrE), 2 transmembrane proteins (YtrC and YtrD) and a solute-binding protein (YtrF).","['ytrD', 'BSU30430']"
127,O34641,['ABC transporter ATP-binding protein YtrB'],"The complex is composed of 2 ATP-binding proteins (YtrB and YtrE), 2 transmembrane proteins (YtrC and YtrD) and a solute-binding protein (YtrF).","['ytrB', 'BSU30450']"
128,P46919,"['Glycerol-3-phosphate dehydrogenase [NAD(P)+]', 'NAD(P)H-dependent dihydroxyacetone-phosphate reductase', 'NAD(P)H-dependent glycerol-3-phosphate dehydrogenase']","The complex is composed of 2 ATP-binding proteins (YtrB and YtrE), 2 transmembrane proteins (YtrC and YtrD) and a solute-binding protein (YtrF).","['gpsA', 'glyC', 'BSU22830']"
