,UniProtID,proteinNames,txt_subunit,geneNames
40,Q3Z3A4,['Putative carbamate hydrolase RutD'],Monomer.,"['rutD', 'SSON_1027']"
41,Q3Z5H8,"['3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ', '(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase', '(3R)-hydroxymyristoyl-ACP dehydrase', 'Beta-hydroxyacyl-ACP dehydratase']",Oligomer.,"['fabZ', 'SSON_0192']"
42,Q3Z3G7,"['3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase', '3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA', 'Beta-hydroxydecanoyl thioester dehydrase', 'Trans-2-decenoyl-[acyl-carrier-protein] isomerase']",Homodimer.,"['fabA', 'SSON_0958']"
43,Q3YW71,['High-affinity branched-chain amino acid transport system membrane component'],Homodimer.,"['livH', 'SSON_3695']"
44,Q3YW72,['High-affinity branched-chain amino acid transport'],Homodimer.,"['livM', 'SSON_3694']"
45,Q3Z585,['3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase'],Homodimer.,"['mhpA', 'SSON_0297']"
46,Q3YW73,['High-affinity branched-chain amino acid transport ATP-binding protein LivG'],Homodimer.,"['livG', 'SSON_3693']"
47,Q3Z324,['3-oxoacyl-[acyl-carrier-protein] reductase'],Homotetramer.,"['fabG', 'SSON_1113']"
48,Q3YW74,['High-affinity branched-chain amino acid transport ATP-binding protein'],Homotetramer.,"['livF', 'SSON_3692']"
49,Q3YUD9,"['Transport of D-alanine, D-serine, and glycine']",Homotetramer.,"['cycA', 'SSON_4393']"
50,Q3YZN8,"['3-oxoacyl-[acyl-carrier-protein] synthase 1', '3-oxoacyl-[acyl-carrier-protein] synthase I', 'Beta-ketoacyl-ACP synthase I']",Homodimer.,"['fabB', 'SSON_2381']"
51,Q3Z550,"['S-(hydroxymethyl)glutathione dehydrogenase', 'Alcohol dehydrogenase class-3', 'Alcohol dehydrogenase class-III', 'Glutathione-dependent formaldehyde dehydrogenase']",Homodimer.,"['frmA', 'SSON_0335']"
52,Q3Z322,['3-oxoacyl-[acyl-carrier-protein] synthase 2'],Homodimer.,"['fabF', 'SSON_1115']"
53,W9BF98,[],Homodimer.,"['puuC', 'puuC_1', 'puuC_2', 'AI2781V1_3235', 'B5L96_06130', 'CK244_000930', 'GJJ13_016225', 'GJJ18_18380', 'HC139_14645', 'HJX03_17410', 'NCTC13635_06626', 'NCTC204_06307', 'NCTC5047_01958', 'NCTC8849_02271', 'NCTC9601_01358', 'NCTC9637_04404', 'NCTC9645_00371', 'QIG75_00165', 'SAMEA3649733_00517', 'SAMEA3721128_03814', 'SAMEA3727667_01782', 'SAMEA4364603_00109', 'SAMEA4873632_00519', 'VKR_03256']"
54,Q3Z0W1,['ATP-binding protein of oligopeptide ABC transport system'],Homodimer.,"['oppF', 'SSON_1933']"
55,X5DNG9,['Allantoinase'],Homotetramer.,"['allB', 'CGLY_01830']"
56,Q3Z4D5,"['Apolipoprotein N-acyltransferase', 'ALP N-acyltransferase']",Homotetramer.,"['lnt', 'SSON_0611']"
57,Q3Z0V9,['Oligopeptide transport permease protein-like protein'],Homotetramer.,"['oppC', 'SSON_1935']"
58,Q3Z230,['Major outer membrane lipoprotein Lpp'],Homotrimer.,"['lpp', 'SSON_1479']"
59,Q3Z179,['Transport periplasmic protein'],Homotrimer.,[]
60,Q3Z0V8,['Oligopeptide transport permease protein'],Homotrimer.,"['oppB', 'SSON_1936']"
61,Q3Z0W0,['ATP-binding protein of oligopeptide ABC transport system'],Homotrimer.,"['oppD', 'SSON_1934']"
62,Q3YXM3,['NADP-dependent oxidoreductase domain-containing protein'],Homotrimer.,"['yqhE', 'SSON_3155']"
63,Q3Z610,['Threonine synthase'],Homotrimer.,"['thrC', 'SSON_0004']"
64,Q3Z2C0,['An aldehyde reductase'],Homotrimer.,[]
65,Q3Z2V6,['Muramoyltetrapeptide carboxypeptidase'],Homotrimer.,[]
66,Q3Z0V7,['Oligopeptide transport periplasmic binding protein'],Homotrimer.,"['oppA', 'SSON_1937']"
67,Q3Z5F6,['Aldose reductase'],Homotrimer.,"['yafB', 'SSON_0221']"
68,Q3YU83,['5-keto-D-gluconate 5-reductase'],Homotrimer.,"['idnO', 'SSON_4451']"
69,Q3YXN3,['Reductase'],Homotrimer.,[]
70,Q3YU84,['L-idonate transporter'],Homotrimer.,"['idnT', 'SSON_4450']"
71,Q3YV28,['Glycerol dehydrogenase'],Homotrimer.,"['gldA', 'SSON_4119']"
72,Q3Z5J8,"[""5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase"", ""5'-deoxyadenosine nucleosidase""]",Homodimer.,"['mtnN', 'SSON_0171']"
73,Q3YXE0,['Altronate hydrolase'],Homodimer.,"['uxaA', 'SSON_3244']"
74,Q3YX44,"['Arabinose 5-phosphate isomerase', 'API']",Homotetramer.,"['yrbH', 'SSON_3345']"
75,Q3YWK9,"['4-alpha-glucanotransferase', 'Amylomaltase', 'Disproportionating enzyme']",Homotetramer.,"['malQ', 'SSON_3548']"
76,Q3YY93,"['6-carboxy-5,6,7,8-tetrahydropterin synthase']",Homotetramer.,"['ygcM', 'SSON_2918']"
77,Q3YX25,['Putative N-acetylmannosamine-6-phosphate 2-epimerase'],Homotetramer.,"['nanE', 'SSON_3364']"
78,Q3YYF6,"['Arabinose 5-phosphate isomerase', 'API']",Homotetramer.,"['gutQ', 'SSON_2852']"
79,Q3YX26,"['N-acetylmannosamine kinase', 'ManNAc kinase', 'N-acetyl-D-mannosamine kinase']",Homodimer.,"['yhcI', 'nanK', 'SSON_3363']"
80,Q3Z323,"['Acyl carrier protein', 'ACP']",Homodimer.,"['acpP', 'SSON_1114']"
81,Q3Z403,"[""GTP 3',8-cyclase""]",Monomer and homodimer.,"['moaA', 'SSON_0760']"
82,Q3Z410,"['Adenosylmethionine-8-amino-7-oxononanoate aminotransferase', '7,8-diamino-pelargonic acid aminotransferase']",Homodimer.,"['bioA', 'SSON_0753']"
83,Q3Z401,['Cyclic pyranopterin monophosphate synthase'],Homohexamer; trimer of dimers.,"['moaC', 'SSON_0762']"
84,Q3YVH0,"['TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase', '4-alpha-L-fucosyltransferase', 'TDP-Fuc4NAc:lipid II Fuc4NAc transferase', 'Fuc4NAc transferase']",Homohexamer; trimer of dimers.,"['wecF', 'rffT', 'SSON_3965']"
85,Q3YVD2,"['Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE', '2-methoxy-6-polyprenyl-1,4-benzoquinol methylase', 'Demethylmenaquinone methyltransferase']",Homohexamer; trimer of dimers.,"['ubiE', 'SSON_4008']"
86,Q3Z0R3,['Cytoplasmic alpha-amylase'],Homohexamer; trimer of dimers.,"['amyA', 'SSON_1983']"
87,Q3YZA7,['Oxygen-dependent coproporphyrinogen-III oxidase'],Homodimer.,"['hemF', 'SSON_2525']"
88,Q3YUZ0,"['Phosphomethylpyrimidine synthase', 'Hydroxymethylpyrimidine phosphate synthase']",Homodimer.,"['thiC', 'SSON_4167']"
89,Q3Z0K7,['AMP nucleosidase'],Homodimer.,"['amn', 'SSON_2047']"
90,Q3YVA6,['Coproporphyrinogen-III oxidase'],Monomer.,"['hemN', 'SSON_4039']"
91,Q3YXW9,"['6-phospho-beta-glucosidase A, cryptic']",Monomer.,"['bglA', 'SSON_3054']"
92,Q3YU89,"['Probable cytosol aminopeptidase', 'Leucine aminopeptidase', 'LAP', 'Leucyl aminopeptidase']",Monomer.,"['pepA', 'SSON_4445']"
93,Q3Z5A0,['Aminoacyl-histidine dipeptidase'],Monomer.,"['pepD', 'SSON_0279']"
94,W9BMV5,[],Monomer.,"['puuE', 'B6I55_18085', 'BANRA_00286', 'BL124_00007420', 'DRB10_08600', 'DW281_08820', 'EAO17_12255', 'G7Z27_01480', 'GJJ08_001460', 'GJJ13_001445', 'GNF00_02580', 'GS419_01450', 'HC139_05505', 'NCTC11679_00336', 'NCTC9617_03808', 'SAMEA3499874_04506', 'SAMEA3538658_02944', 'SAMEA3649733_02635', 'SAMEA3720909_02042', 'SAMEA3727667_02013', 'SAMEA3727687_03028', 'SAMEA4873597_03761', 'SAMEA4873632_03319', 'VKR_00295']"
95,Q3Z5X2,['Crotonobetaine/carnitine--CoA ligase'],Monomer.,"['caiC', 'SSON_0043']"
96,Q3Z3I8,['Aminopeptidase N'],Monomer.,"['pepN', 'SSON_0935']"
97,Q3Z5X3,['Carnitinyl-CoA dehydratase'],Monomer.,"['caiD', 'SSON_0042']"
98,Q3YZ29,['Peptidase B'],Homohexamer.,"['pepB', 'SSON_2605']"
99,Q3YYH9,['High-affinity transport system for glycine betaine and proline'],Homohexamer.,"['proW', 'SSON_2823']"
100,Q3YYJ5,['4-aminobutyrate aminotransferase activity'],Homohexamer.,"['gabT', 'SSON_2806']"
101,Q3Z1Z6,['Anhydro-N-acetylmuramic acid kinase'],Homohexamer.,"['anmK', 'SSON_1516']"
102,Q3Z1H6,"['Gamma-aminobutyraldehyde dehydrogenase', 'ABALDH', '1-pyrroline dehydrogenase', '4-aminobutanal dehydrogenase', '5-aminopentanal dehydrogenase']",Homotetramer.,"['patD', 'SSON_1693']"
103,Q3YYI0,"['ATP-binding component of transport system for glycine, betaine and proline']",Homotetramer.,"['proV', 'SSON_2822']"
104,Q3YYH8,['High-affinity transport system for glycine betaine and proline'],Homotetramer.,"['proX', 'SSON_2824']"
105,Q3Z111,['Anthranilate phosphoribosyltransferase'],Homodimer.,"['trpD', 'SSON_1880']"
106,Q3Z112,['Anthranilate synthase component 1'],Homodimer.,"['trpE', 'SSON_1879']"
107,Q3YYJ4,['Transport permease protein of gamma-aminobutyrate'],Homodimer.,"['gabP', 'SSON_2807']"
108,Q3Z408,"['8-amino-7-oxononanoate synthase', 'AONS', '7-keto-8-amino-pelargonic acid synthase']",Homodimer.,"['bioF', 'SSON_0755']"
109,Q3YUN2,['Low-affinity transport system'],Homodimer.,"['proP', 'SSON_4286']"
110,Q3Z5W0,"[""Bis(5'-nucleosyl)-tetraphosphatase, symmetrical"", 'Ap4A hydrolase', ""Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase"", 'Diadenosine tetraphosphatase']",Homodimer.,"['apaH', 'SSON_0057']"
111,Q3Z5W8,['L-carnitine/gamma-butyrobetaine antiporter'],Homotrimer.,"['caiT', 'SSON_0048']"
112,Q3YZY5,['Acetyl-CoA:acetoacetyl-CoA transferase alpha subunit'],Homotrimer.,"['atoD', 'SSON_2280']"
113,Q3YZY4,['Acetyl-CoA:acetoacetyl-CoA transferase beta subunit'],Homotrimer.,"['atoA', 'SSON_2281']"
114,Q3YXX9,['Lysine--tRNA ligase'],Homodimer.,"['lysS', 'SSON_3043']"
115,Q3Z484,['Citrate synthase'],Homodimer.,"['gltA', 'SSON_0671']"
116,Q3Z5N9,"['Polyamine aminopropyltransferase', 'Putrescine aminopropyltransferase', 'PAPT', 'Spermidine synthase']",Homodimer or homotetramer.,"['speE', 'SSON_0129']"
117,Q3YVC1,['Fatty acid oxidation complex subunit alpha'],Heterotetramer of two alpha chains (FadB) and two beta chains (FadA).,"['fadB', 'SSON_4019']"
118,Q3YVC2,"['3-ketoacyl-CoA thiolase', 'Acetyl-CoA acyltransferase', 'Beta-ketothiolase', 'Fatty acid oxidation complex subunit beta']",Heterotetramer of two alpha chains (FadB) and two beta chains (FadA).,"['fadA', 'SSON_4018']"
119,Q3YXI3,"['Glycerol-3-phosphate acyltransferase', 'G3P acyltransferase', 'GPAT', 'Lysophosphatidic acid synthase', 'LPA synthase']",Probably interacts with PlsX.,"['plsY', 'ygiH', 'SSON_3196']"
120,Q3YZY2,['Acetyl-CoA acetyltransferase'],Probably interacts with PlsX.,"['atoB', 'SSON_2283']"
121,Q3Z3F3,['Acylphosphatase'],Probably interacts with PlsX.,"['yccX', 'SSON_0973']"
122,Q3YY76,"['CTP synthase', ""Cytidine 5'-triphosphate synthase"", 'Cytidine triphosphate synthetase']",Homotetramer.,"['pyrG', 'SSON_2937']"
123,Q3Z4Z5,['Riboflavin biosynthesis protein RibD'],Homotetramer.,"['ribD', 'SSON_0391']"
124,Q3Z5N7,"['Multicopper oxidase CueO', 'Copper efflux oxidase', 'Cuprous oxidase']",Monomer.,"['yacK', 'SSON_0131']"
125,Q3YZM1,"['3-ketoacyl-CoA thiolase', 'ACSs', 'Acetyl-CoA acyltransferase', 'Acyl-CoA ligase', 'Beta-ketothiolase', 'Fatty acid oxidation complex subunit beta']",Heterotetramer of two alpha chains (FadJ) and two beta chains (FadI).,"['fadI', 'SSON_2398']"
126,Q3YZY3,['Short chain fatty acid transporter'],Heterotetramer of two alpha chains (FadJ) and two beta chains (FadI).,"['atoE', 'SSON_2282']"
127,Q3Z5U9,['L-arabinose isomerase'],Homohexamer.,"['araA', 'SSON_0068']"
128,Q3Z555,['Acetaldehyde dehydrogenase'],Interacts with MhpE.,"['mhpF', 'SSON_0330']"
129,Q3Z5K4,"['Hydroxamate-dependent iron uptake, cytoplasmic membrane component']",Interacts with MhpE.,"['fhuB', 'SSON_0165']"
130,Q3Z0V5,['Aldehyde-alcohol dehydrogenase'],Interacts with MhpE.,"['adhE', 'SSON_1939']"
131,Q3Z4R3,"['Copper-exporting P-type ATPase', 'Copper-exporting P-type ATPase A', 'Cu(+)-exporting ATPase']",Interacts with MhpE.,"['ybaR', 'SSON_0473']"
132,Q3Z5K5,"['Hydroxamate-dependent iron uptake, cytoplasmic membrane component']",Interacts with MhpE.,"['fhuD', 'SSON_0164']"
133,Q9AG04,['IS2 orf2'],Interacts with MhpE.,"['S0001', 'pWR501_0001']"
134,Q3Z5K6,['ATP-binding component of hydroxymate-dependent iron transport'],Interacts with MhpE.,"['fhuC', 'SSON_0163']"
135,Q3YYE9,"['PTS system enzyme II ABC (Asc), cryptic']",Interacts with MhpE.,"['ascF', 'SSON_2859']"
136,Q3Z1K6,['N-hydroxyarylamine O-acetyltransferase'],Interacts with MhpE.,[]
137,Q3YWA3,['Thiosulfate sulfurtransferase GlpE'],Interacts with MhpE.,"['glpE', 'SSON_3662']"
138,Q3YVL4,"['PTS system beta-glucoside-specific, enzyme II, cryptic']",Interacts with MhpE.,"['bglF', 'SSON_3912']"
139,Q3Z155,['Phage shock protein'],Interacts with MhpE.,"['pspE', 'SSON_1832']"
140,Q3Z0K2,['Bifunctional adenosylcobalamin biosynthesis protein'],Interacts with MhpE.,"['cobU', 'SSON_2054']"
141,Q3Z2S6,"['ABC-type arabinose transport system, permease component']",Interacts with MhpE.,"['araH', 'SSON_1219']"
142,Q3YZP5,['Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accD', 'SSON_2374']"
143,Q3Z2S7,['Arabinose import ATP-binding protein AraG'],"The complex is composed of two ATP-binding proteins (AraG), two transmembrane proteins (AraH) and a solute-binding protein (AraF).","['araG', 'SSON_1218']"
144,Q3Z5H3,['Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accA', 'SSON_0197']"
145,Q3Z2U3,['D-cysteine desulfhydrase'],Homodimer.,"['dcyD', 'SSON_1199']"
146,Q3Z2S8,"['L-arabinose-binding periplasmic protein', 'ABP']",Homodimer.,"['araF', 'SSON_1217']"
147,Q3YY17,['Low-affinity L-arabinose transport system proton symport protein'],Homodimer.,"['araE', 'SSON_3001']"
148,Q3YXM7,['Cystathionine beta-lyase'],Homodimer.,"['metC', 'SSON_3151']"
149,Q3YWZ3,['Biotin carboxylase'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['accC', 'SSON_3397']"
150,Q3Z1R4,['Probable sugar efflux transporter'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['sotB', 'SSON_1600']"
151,Q3YWZ4,['Biotin carboxyl carrier protein of acetyl-CoA carboxylase'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['accB', 'SSON_3396']"
152,Q3YUM8,['Arginine/agmatine antiporter'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['yjdE', 'SSON_4290']"
153,Q3YUR6,"['Acetyl-coenzyme A synthetase', 'Acetate--CoA ligase', 'Acyl-activating enzyme']","Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['acs', 'SSON_4250']"
154,Q3YZC1,['Cysteine synthase'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['cysM', 'SSON_2510']"
155,Q3YUM6,['Biodegradative arginine decarboxylase'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['adiA', 'SSON_4292']"
156,Q3YZC8,['Cysteine synthase'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['cysK', 'SSON_2503']"
157,Q3Z2Z8,['N-acetyl-D-glucosamine kinase'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['nagK', 'SSON_1139']"
158,Q3YXT3,"['Biosynthetic arginine decarboxylase', 'ADC']","Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['speA', 'SSON_3092']"
159,Q3YVH9,"['Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase', 'UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase', 'Undecaprenyl-phosphate GlcNAc-1-phosphate transferase']","Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['rfe', 'wecA', 'SSON_3956']"
160,Q3Z1V8,['Arginine/ornithine antiporter'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.",[]
161,Q3YY47,['cysteine desulfurase'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.",[]
162,Q3YV16,"['Argininosuccinate lyase', 'ASAL']","Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['argH', 'SSON_4133']"
163,Q3Z1X7,['cysteine-S-conjugate beta-lyase'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['malY', 'SSON_1536']"
164,Q3Z4C1,"['PTS system, N-acetylglucosamine-specific enzyme IIABC']","Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['nagE', 'SSON_0633']"
165,Q3YX68,['Argininosuccinate synthase'],Homotetramer.,"['argG', 'SSON_3320']"
166,Q3YZC6,['Phosphoenolpyruvate-protein phosphotransferase'],Homotetramer.,"['ptsI', 'SSON_2505']"
167,Q3Z2Q4,['Arginine--tRNA ligase'],Monomer.,"['argS', 'SSON_1242']"
168,Q3YZC5,"['PTS system, glucose-specific IIA component']",Monomer.,"['crr', 'SSON_2506']"
169,Q3YZC7,['Phosphocarrier protein HPr'],Monomer.,"['ptsH', 'SSON_2504']"
170,Q3Z4P5,['Cysteine--tRNA ligase'],Monomer.,"['cysS', 'SSON_0492']"
171,Q3Z3S1,['Arginine 3rd transport system periplasmic binding protein'],Monomer.,"['artI', 'SSON_0848']"
172,Q3Z3N3,"['ATP-binding component of cytochrome-related transport, Zn sensitive']",Monomer.,"['cydD', 'SSON_0888']"
173,Q3Z316,['PTS system glucose-specific EIICB component'],Monomer.,"['ptsG', 'SSON_1121']"
174,Q3Z3S4,['Arginine 3rd transport system periplasmic binding protein'],Monomer.,"['artJ', 'SSON_0845']"
175,Q3YV17,"['Acetylglutamate kinase', 'N-acetyl-L-glutamate 5-phosphotransferase', 'NAG kinase', 'NAGK']",Homodimer.,"['argB', 'SSON_4132']"
176,Q3YZQ5,['ATP-binding component of histidine transport'],Homodimer.,"['hisP', 'SSON_2364']"
177,Q3Z3N4,['ATP-binding component of cytochrome-related transport'],Homodimer.,"['cydC', 'SSON_0887']"
178,Q3Z3S3,['Arginine ABC transporter permease protein ArtM'],Homodimer.,"['artM', 'SSON_0846']"
179,Q3YY42,['Amino-acid acetyltransferase'],Homohexamer.,"['argA', 'SSON_2975']"
180,Q3YZQ4,['Histidine/lysine/arginine/ornithine transport system permease protein HisM'],Homohexamer.,"['hisM', 'SSON_2365']"
181,Q3Z3E4,"['Probable third cytochrome oxidase, subunit I']",Homohexamer.,"['appC', 'SSON_0984']"
182,Q3Z3S0,['Arginine transport ATP-binding protein ArtP'],Homohexamer.,"['artP', 'SSON_0849']"
183,Q3Z3E3,"['Probable third cytochrome oxidase, subunit II']",Homohexamer.,"['appB', 'SSON_0985']"
184,Q3Z3S2,['Arginine 3rd transport system permease protein'],Homohexamer.,"['artQ', 'SSON_0847']"
185,Q3YWD7,['Acetolactate synthase'],Homohexamer.,"['ilvB', 'SSON_3625']"
186,Q3YZQ1,"['Lysine-, arginine-, ornithine-binding periplasmic protein']",Homohexamer.,"['argT', 'SSON_2368']"
187,Q3Z471,['Cytochrome d terminal oxidase polypeptide subunit I'],Homohexamer.,"['cydA', 'SSON_0685']"
188,Q3YZQ3,['Histidine transport system permease protein'],Homohexamer.,"['hisQ', 'SSON_2366']"
189,Q3Z470,['Cytochrome d terminal oxidase polypeptide subunit II'],Homohexamer.,"['cydB', 'SSON_0686']"
190,Q3YWD8,['acetolactate synthase'],Dimer of large and small chains.,"['ilvN', 'SSON_3624']"
191,Q3YXU9,['Arginine exporter protein ArgO'],Dimer of large and small chains.,"['yggA', 'argO', 'SSON_3075']"
192,Q3Z5T3,['Acetolactate synthase'],Dimer of large and small chains.,"['ilvI', 'SSON_0084']"
193,Q3YW92,['Aspartate-semialdehyde dehydrogenase'],Homodimer.,"['asd', 'SSON_3673']"
